"","Slide","Click1","Click2","Click3"
"1","fruit.bmp","1","2","3"
"2","intro.bmp","3","5","7"
"3","0.bmp","4","7","9"
"4","1.bmp","2","5","8"
"5","2.bmp","3","6","9"
"6","3.bmp","2","7","8"
"7","4.bmp","4","6","7"
"8","5.bmp","3","6","9"
"9","6.bmp","1","4","7"
"10","7.bmp","1","7","8"
"11","8.bmp","1","4","7"
"12","9.bmp","4","7","9"
"13","10.bmp","4","6","7"
"14","11.bmp","2","3","4"
