"","Slide","Click1","Click2","Click3"
"1","fruit.bmp","NA","NA","NA"
"2","intro.bmp","1","2","3"
"3","0.bmp","3","6","9"
"4","1.bmp","1","4","7"
"5","2.bmp","1","4","7"
"6","3.bmp","2","5","8"
"7","4.bmp","2","5","8"
"8","5.bmp","1","4","7"
"9","6.bmp","3","6","9"
"10","7.bmp","1","7","8"
"11","8.bmp","3","6","9"
"12","9.bmp","4","7","9"
"13","10.bmp","2","4","7"
"14","11.bmp","5","6","9"
