"","Slide","Click1","Click2","Click3"
"1","fruit.bmp","1","2","3"
"2","intro.bmp","7","8","9"
"3","0.bmp","4","5","6"
"4","1.bmp","1","4","7"
"5","2.bmp","3","6","9"
"6","3.bmp","1","4","7"
"7","4.bmp","2","5","8"
"8","5.bmp","1","4","7"
"9","6.bmp","1","4","7"
"10","7.bmp","3","4","6"
"11","8.bmp","3","6","9"
"12","9.bmp","4","7","9"
"13","10.bmp","3","5","6"
"14","11.bmp","1","3","4"
