"","slide","initalAOI","fixationTime","correctedAOI"
"1","fruit.bmp",9,0.13139,9
"2","fruit.bmp",8,0.19716,8
"3","fruit.bmp",4,0.36152,4
"4","fruit.bmp",6,0.22952,6
"5","fruit.bmp",3,0.29581,3
"6","fruit.bmp",0,0.19758,0
"7","fruit.bmp",4,0.19664,4
"8","fruit.bmp",4,0.34449,4
"9","fruit.bmp",4,0.772,4
"10","fruit.bmp",0,0.24667,0
"11","fruit.bmp",0,0.44302,0
"12","fruit.bmp",0,0.22985,0
"13","fruit.bmp",1,1.0181,1
"14","fruit.bmp",6,0.62444,6
"15","fruit.bmp",7,1.06557,7
"16","fruit.bmp",7,0.37758,7
"17","intro.bmp",5,0.73923,5
"18","intro.bmp",6,0.26239,6
"19","intro.bmp",4,0.04972,4
"20","intro.bmp",0,0.39568,0
"21","intro.bmp",6,0.24609,6
"22","intro.bmp",3,0.19723,3
"23","intro.bmp",2,0.2134,2
"24","intro.bmp",1,0.21356,1
"25","intro.bmp",8,0.21513,8
"26","intro.bmp",6,0.21331,6
"27","intro.bmp",5,0.37804,5
"28","intro.bmp",7,0.19622,7
"29","intro.bmp",0,0.26204,0
"30","intro.bmp",0,0.83779,0
"31","intro.bmp",6,0.3282,6
"32","intro.bmp",3,0.26291,3
"33","intro.bmp",0,0.04943,0
"34","intro.bmp",7,0.37803,7
"35","intro.bmp",1,0.32894,1
"36","intro.bmp",6,0.41048,6
"37","intro.bmp",0,0.26405,0
"38","intro.bmp",0,0.62296,0
"39","intro.bmp",0,0.2958,0
"40","intro.bmp",5,0.21344,5
"41","intro.bmp",6,0.22986,6
"42","intro.bmp",0,0.24486,0
"43","intro.bmp",5,0.2627,5
"44","intro.bmp",5,0.22949,5
"45","intro.bmp",0,0.24609,0
"46","intro.bmp",1,0.37843,1
"47","intro.bmp",1,0.23,1
"48","intro.bmp",3,0.22961,3
"49","intro.bmp",2,0.37784,2
"50","intro.bmp",5,0.24667,5
"51","intro.bmp",6,0.22971,6
"52","intro.bmp",9,0.24586,9
"53","intro.bmp",5,0.23042,5
"54","intro.bmp",4,0.26264,4
"55","intro.bmp",5,0.3447,5
"56","intro.bmp",6,0.42691,6
"57","intro.bmp",6,0.2302,6
"58","intro.bmp",4,0.21352,4
"59","intro.bmp",8,0.27876,8
"60","intro.bmp",9,0.24656,9
"61","intro.bmp",3,0.24588,3
"62","intro.bmp",1,0.50912,1
"63","intro.bmp",4,0.41105,4
"64","intro.bmp",6,0.23012,6
"65","intro.bmp",3,0.22816,3
"66","intro.bmp",2,0.31239,2
"67","intro.bmp",5,0.24677,5
"68","intro.bmp",6,0.24651,6
"69","intro.bmp",6,0.2144,6
"70","intro.bmp",4,0.19702,4
"71","intro.bmp",7,0.4099,7
"72","intro.bmp",8,0.26369,8
"73","intro.bmp",8,0.37756,8
"74","intro.bmp",6,0.19728,6
