"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","intro.bmp",1,0.26249,1,"Invalid"
"2","intro.bmp",5,1.54407,5,"Invalid"
"3","intro.bmp",8,0.2133,8,"Meaningful"
"4","intro.bmp",9,0.22836,9,"Surface"
"5","intro.bmp",5,0.42743,5,"Invalid"
"6","intro.bmp",2,0.35987,2,"Meaningful"
"7","intro.bmp",1,0.49421,1,"Surface"
"8","intro.bmp",2,0.24474,2,"Surface"
"9","intro.bmp",3,0.27959,3,"Surface"
"10","intro.bmp",1,0.28477,1,"Surface"
"11","intro.bmp",2,0.6085,2,"Surface"
"12","intro.bmp",6,0.55865,6,"Invalid"
"13","intro.bmp",2,0.21387,2,"Invalid"
"14","intro.bmp",3,0.24638,3,"Surface"
"15","intro.bmp",9,0.2133,9,"Meaningful"
"16","intro.bmp",8,0.26254,8,"Surface"
"17","intro.bmp",7,0.22961,7,"Surface"
"18","intro.bmp",4,0.32849,4,"Meaningful"
"19","intro.bmp",6,0.57501,6,"Surface"
"20","intro.bmp",3,0.39468,3,"Meaningful"
"21","intro.bmp",6,0.83792,6,"Meaningful"
"22","intro.bmp",4,0.77251,4,"Surface"
"23","0.bmp",8,0.39378,8,"Invalid"
"24","0.bmp",9,0.41741,9,"Meaningful"
"25","0.bmp",7,0.36142,7,"Meaningful"
"26","0.bmp",5,0.4964,5,"Invalid"
"27","0.bmp",6,0.2628,6,"Meaningful"
"28","0.bmp",2,0.31164,2,"Invalid"
"29","0.bmp",5,0.21374,5,"Surface"
"30","0.bmp",4,0.70724,4,"Meaningful"
"31","0.bmp",6,0.27962,6,"Meaningful"
"32","0.bmp",3,0.46013,3,"Surface"
"33","0.bmp",9,0.92212,9,"Surface"
"34","0.bmp",5,0.21338,5,"Invalid"
"35","0.bmp",2,0.36132,2,"Surface"
"36","0.bmp",1,0.21315,1,"Meaningful"
"37","0.bmp",8,0.29787,8,"Invalid"
"38","0.bmp",7,0.32893,7,"Meaningful"
"39","0.bmp",9,0.24458,9,"Meaningful"
"40","0.bmp",8,0.21394,8,"Meaningful"
"41","0.bmp",4,0.3119,4,"Invalid"
"42","0.bmp",2,0.82166,2,"Invalid"
"43","0.bmp",8,0.59169,8,"Surface"
"44","0.bmp",5,0.21338,5,"Surface"
"45","0.bmp",2,0.46032,2,"Surface"
"46","0.bmp",1,0.5255,1,"Meaningful"
"47","0.bmp",2,0.22975,2,"Meaningful"
"48","0.bmp",6,0.27937,6,"Invalid"
"49","0.bmp",7,0.42693,7,"Invalid"
"50","0.bmp",4,0.46132,4,"Surface"
"51","0.bmp",2,0.22981,2,"Invalid"
"52","0.bmp",4,0.23018,4,"Invalid"
"53","0.bmp",9,0.24643,9,"Invalid"
"54","0.bmp",6,0.26501,6,"Surface"
"55","0.bmp",5,0.22994,5,"Meaningful"
"56","0.bmp",6,0.24718,6,"Meaningful"
"57","0.bmp",2,0.23024,2,"Invalid"
"58","0.bmp",3,0.59104,3,"Meaningful"
"59","0.bmp",2,0.23,2,"Meaningful"
"60","0.bmp",7,0.60627,7,"Invalid"
"61","1.bmp",4,0.24699,2,"Invalid"
"62","1.bmp",9,0.394,3,"Meaningful"
"63","1.bmp",5,0.37797,8,"Invalid"
"64","1.bmp",2,0.66128,6,"Invalid"
"65","1.bmp",6,0.42718,5,"Meaningful"
"66","1.bmp",7,0.29636,1,"Invalid"
"67","1.bmp",5,0.59155,8,"Invalid"
"68","1.bmp",2,0.21381,6,"Invalid"
"69","1.bmp",6,0.39419,5,"Meaningful"
"70","1.bmp",5,0.29568,8,"Surface"
"71","1.bmp",8,0.88645,9,"Meaningful"
"72","1.bmp",9,0.27942,3,"Surface"
"73","1.bmp",6,0.24606,5,"Invalid"
"74","1.bmp",9,0.73872,3,"Invalid"
"75","1.bmp",7,0.26311,1,"Meaningful"
"76","1.bmp",4,0.5096,2,"Meaningful"
"77","1.bmp",2,0.23,6,"Invalid"
"78","1.bmp",5,0.24677,8,"Invalid"
"79","1.bmp",4,0.5923,2,"Surface"
"80","1.bmp",1,0.21338,7,"Invalid"
"81","1.bmp",2,0.23027,6,"Invalid"
"82","1.bmp",8,0.24676,9,"Surface"
"83","1.bmp",9,0.49258,3,"Surface"
"84","1.bmp",8,0.29556,9,"Surface"
"85","1.bmp",7,0.22986,1,"Invalid"
"86","1.bmp",9,0.60761,3,"Meaningful"
"87","1.bmp",8,0.21368,9,"Surface"
"88","1.bmp",4,0.21149,2,"Invalid"
"89","1.bmp",5,0.27902,8,"Surface"
"90","1.bmp",2,0.52601,6,"Invalid"
"91","1.bmp",8,0.21365,9,"Surface"
"92","1.bmp",2,0.25122,6,"Surface"
"93","1.bmp",8,0.72252,9,"Surface"
"94","1.bmp",7,0.36112,1,"Invalid"
"95","1.bmp",9,1.34856,3,"Meaningful"
"96","2.bmp",1,0.22895,5,"Invalid"
"97","2.bmp",8,0.69057,1,"Invalid"
"98","2.bmp",9,1.21208,7,"Surface"
"99","2.bmp",3,0.26328,6,"Invalid"
"100","2.bmp",2,0.29592,3,"Surface"
"101","2.bmp",5,0.21289,9,"Surface"
"102","2.bmp",1,0.3115,5,"Invalid"
"103","2.bmp",7,0.81105,4,"Meaningful"
"104","2.bmp",4,0.19656,2,"Invalid"
"105","2.bmp",6,0.19714,8,"Surface"
"106","2.bmp",3,0.21389,6,"Invalid"
"107","2.bmp",5,0.87065,9,"Surface"
"108","2.bmp",8,0.2463,1,"Invalid"
"109","2.bmp",5,0.52543,9,"Invalid"
"110","2.bmp",2,0.8383,3,"Surface"
"111","2.bmp",5,0.27878,9,"Surface"
"112","2.bmp",4,0.21375,2,"Invalid"
"113","2.bmp",7,0.21341,4,"Invalid"
"114","2.bmp",8,0.2459,1,"Surface"
"115","2.bmp",9,0.96959,7,"Surface"
"116","2.bmp",7,0.19695,4,"Surface"
"117","2.bmp",8,0.29549,1,"Surface"
"118","2.bmp",9,0.49258,7,"Surface"
"119","2.bmp",6,0.37756,8,"Meaningful"
"120","2.bmp",8,0.57498,1,"Invalid"
"121","2.bmp",7,1.5768,4,"Surface"
"122","3.bmp",8,0.23003,6,"Invalid"
"123","3.bmp",9,0.64085,2,"Invalid"
"124","3.bmp",7,0.59151,1,"Meaningful"
"125","3.bmp",8,0.24808,6,"Invalid"
"126","3.bmp",4,0.57523,4,"Meaningful"
"127","3.bmp",1,0.24661,9,"Invalid"
"128","3.bmp",9,1.2664,2,"Invalid"
"129","3.bmp",8,0.27943,6,"Invalid"
"130","3.bmp",7,1.14993,1,"Invalid"
"131","3.bmp",4,0.21378,4,"Surface"
"132","3.bmp",5,0.24617,3,"Invalid"
"133","3.bmp",6,0.21477,7,"Invalid"
"134","3.bmp",1,0.27936,9,"Meaningful"
"135","3.bmp",8,0.19649,6,"Surface"
"136","3.bmp",9,0.24663,2,"Invalid"
"137","3.bmp",5,0.21304,3,"Meaningful"
"138","3.bmp",6,0.46078,7,"Invalid"
"139","3.bmp",8,0.32859,6,"Invalid"
"140","3.bmp",5,0.2274,3,"Surface"
"141","3.bmp",4,0.21332,4,"Invalid"
"142","3.bmp",7,0.24561,1,"Surface"
"143","3.bmp",8,0.26256,6,"Invalid"
"144","3.bmp",9,0.24542,2,"Invalid"
"145","3.bmp",6,0.21387,7,"Invalid"
"146","3.bmp",4,0.26291,4,"Surface"
"147","3.bmp",7,1.08366,1,"Surface"
"148","3.bmp",6,0.62381,7,"Surface"
"149","3.bmp",5,0.32863,3,"Invalid"
"150","3.bmp",6,1.29726,7,"Invalid"
"151","4.bmp",4,0.49559,5,"Invalid"
"152","4.bmp",7,0.34435,9,"Invalid"
"153","4.bmp",6,0.39386,7,"Meaningful"
"154","4.bmp",5,0.24657,2,"Invalid"
"155","4.bmp",4,1.08487,5,"Surface"
"156","4.bmp",6,0.23018,7,"Invalid"
"157","4.bmp",9,0.26282,4,"Surface"
"158","4.bmp",8,0.24606,1,"Surface"
"159","4.bmp",9,0.3779,4,"Surface"
"160","4.bmp",8,0.7717,1,"Surface"
"161","4.bmp",5,0.36496,2,"Meaningful"
"162","4.bmp",4,0.36284,5,"Surface"
"163","4.bmp",5,0.24641,2,"Surface"
"164","4.bmp",1,0.27908,3,"Meaningful"
"165","4.bmp",2,0.29565,8,"Invalid"
"166","4.bmp",3,0.23012,6,"Invalid"
"167","4.bmp",1,0.27913,3,"Surface"
"168","4.bmp",7,0.62468,9,"Surface"
"169","4.bmp",4,0.19714,5,"Invalid"
"170","4.bmp",5,0.24622,2,"Surface"
"171","4.bmp",4,0.62444,5,"Surface"
"172","4.bmp",1,0.24484,3,"Invalid"
"173","4.bmp",3,0.29617,6,"Surface"
"174","4.bmp",6,0.23001,7,"Invalid"
"175","4.bmp",5,0.22957,2,"Invalid"
"176","4.bmp",7,0.37782,9,"Invalid"
"177","4.bmp",1,0.60851,3,"Surface"
"178","5.bmp",5,0.3775,4,"Invalid"
"179","5.bmp",7,0.34529,8,"Invalid"
"180","5.bmp",9,0.21307,3,"Invalid"
"181","5.bmp",6,0.39496,2,"Meaningful"
"182","5.bmp",5,0.26292,4,"Invalid"
"183","5.bmp",8,0.34537,9,"Invalid"
"184","5.bmp",5,0.21338,4,"Invalid"
"185","5.bmp",8,1.80515,9,"Invalid"
"186","5.bmp",9,0.49278,3,"Surface"
"187","5.bmp",6,0.83764,2,"Meaningful"
"188","5.bmp",2,0.47693,1,"Meaningful"
"189","5.bmp",1,0.5584,7,"Surface"
"190","5.bmp",5,0.52528,4,"Surface"
"191","5.bmp",2,0.24617,1,"Surface"
"192","5.bmp",4,0.24646,6,"Invalid"
"193","5.bmp",2,0.22995,1,"Invalid"
"194","5.bmp",1,0.39473,7,"Surface"
"195","5.bmp",5,0.37781,4,"Surface"
"196","6.bmp",6,0.95288,4,"Invalid"
"197","6.bmp",2,0.85429,1,"Surface"
"198","6.bmp",1,0.34474,3,"Meaningful"
"199","6.bmp",8,1.56051,7,"Invalid"
"200","6.bmp",9,0.4277,8,"Meaningful"
"201","6.bmp",5,0.82152,6,"Invalid"
"202","6.bmp",2,0.19739,1,"Invalid"
"203","6.bmp",4,0.21381,2,"Meaningful"
"204","6.bmp",7,0.36172,9,"Invalid"
"205","6.bmp",9,0.21342,8,"Meaningful"
"206","6.bmp",3,0.21336,5,"Surface"
"207","6.bmp",8,0.27942,7,"Invalid"
"208","6.bmp",6,0.50914,4,"Surface"
"209","6.bmp",2,0.93657,1,"Surface"
"210","6.bmp",5,0.24677,6,"Invalid"
"211","6.bmp",8,1.13339,7,"Invalid"
"212","7.bmp",6,0.24544,9,"Invalid"
"213","7.bmp",5,0.27922,3,"Surface"
"214","7.bmp",6,0.6241,9,"Surface"
"215","7.bmp",8,0.31219,6,"Surface"
"216","7.bmp",2,0.88956,5,"Invalid"
"217","7.bmp",7,0.50912,4,"Invalid"
"218","7.bmp",9,0.32867,2,"Invalid"
"219","7.bmp",8,0.9202,6,"Invalid"
"220","7.bmp",5,0.2301,3,"Surface"
"221","7.bmp",2,0.27982,5,"Invalid"
"222","7.bmp",5,0.2131,3,"Invalid"
"223","7.bmp",8,0.34489,6,"Surface"
"224","7.bmp",7,0.27885,4,"Invalid"
"225","7.bmp",5,0.23058,3,"Invalid"
"226","7.bmp",4,0.32907,1,"Meaningful"
"227","7.bmp",5,0.34543,3,"Meaningful"
"228","7.bmp",8,1.34768,6,"Surface"
"229","8.bmp",5,0.21103,4,"Invalid"
"230","8.bmp",6,0.4456,1,"Surface"
"231","8.bmp",3,0.36234,8,"Invalid"
"232","8.bmp",2,0.23003,9,"Meaningful"
"233","8.bmp",1,0.23038,7,"Meaningful"
"234","8.bmp",4,0.21313,6,"Invalid"
"235","8.bmp",6,0.37845,1,"Invalid"
"236","8.bmp",5,0.49313,4,"Surface"
"237","8.bmp",2,0.27911,9,"Invalid"
"238","8.bmp",3,0.26263,8,"Meaningful"
"239","8.bmp",8,1.92185,5,"Surface"
"240","8.bmp",5,0.21263,4,"Meaningful"
"241","8.bmp",8,0.49234,5,"Meaningful"
"242","8.bmp",5,0.47643,4,"Meaningful"
"243","8.bmp",1,0.26302,7,"Surface"
"244","8.bmp",4,0.26288,6,"Invalid"
"245","8.bmp",5,0.29575,4,"Meaningful"
"246","8.bmp",6,0.2328,1,"Surface"
"247","8.bmp",8,0.21867,5,"Invalid"
"248","8.bmp",2,0.21391,9,"Invalid"
"249","8.bmp",5,0.23016,4,"Invalid"
"250","8.bmp",6,0.39456,1,"Surface"
"251","8.bmp",5,0.45938,4,"Surface"
"252","8.bmp",1,0.39552,7,"Surface"
"253","8.bmp",4,0.213,6,"Invalid"
"254","8.bmp",2,0.26241,9,"Surface"
"255","8.bmp",1,0.26245,7,"Meaningful"
"256","9.bmp",5,0.39453,8,"Invalid"
"257","9.bmp",6,0.50714,2,"Surface"
"258","9.bmp",5,0.65691,8,"Surface"
"259","9.bmp",9,0.31198,7,"Meaningful"
"260","9.bmp",8,0.23019,4,"Surface"
"261","9.bmp",2,0.23206,3,"Invalid"
"262","9.bmp",3,0.23212,9,"Invalid"
"263","9.bmp",2,0.2041,3,"Invalid"
"264","9.bmp",6,0.39398,2,"Invalid"
"265","9.bmp",8,0.2298,4,"Invalid"
"266","9.bmp",9,1.44576,7,"Surface"
"267","9.bmp",8,0.24646,4,"Surface"
"268","9.bmp",5,0.19669,8,"Invalid"
"269","9.bmp",7,0.44336,5,"Surface"
"270","9.bmp",5,0.37753,8,"Surface"
"271","9.bmp",4,0.34488,6,"Meaningful"
"272","9.bmp",7,0.39435,5,"Invalid"
"273","9.bmp",8,0.32901,4,"Invalid"
"274","9.bmp",7,0.24646,5,"Invalid"
"275","9.bmp",8,0.24643,4,"Invalid"
"276","9.bmp",5,0.23021,8,"Invalid"
"277","9.bmp",6,0.2467,2,"Surface"
"278","9.bmp",5,0.26237,8,"Surface"
"279","9.bmp",6,1.36249,2,"Surface"
"280","10.bmp",5,0.26395,5,"Invalid"
"281","10.bmp",6,0.59157,2,"Invalid"
"282","10.bmp",5,0.444,5,"Invalid"
"283","10.bmp",7,0.29578,1,"Invalid"
"284","10.bmp",5,0.4272,5,"Invalid"
"285","10.bmp",6,1.3202,2,"Invalid"
"286","10.bmp",5,0.67318,5,"Invalid"
"287","10.bmp",7,0.31194,1,"Invalid"
"288","10.bmp",5,0.34557,5,"Invalid"
"289","10.bmp",1,0.27989,3,"Surface"
"290","10.bmp",5,0.22835,5,"Surface"
"291","10.bmp",8,0.77078,4,"Invalid"
"292","10.bmp",5,0.55844,5,"Invalid"
"293","10.bmp",6,0.22942,2,"Invalid"
"294","10.bmp",5,0.21503,5,"Invalid"
"295","10.bmp",2,0.52644,7,"Meaningful"
"296","10.bmp",9,0.19746,6,"Invalid"
"297","10.bmp",8,0.21384,4,"Invalid"
"298","10.bmp",4,0.24678,9,"Invalid"
"299","10.bmp",6,0.19716,2,"Invalid"
"300","10.bmp",2,0.21346,7,"Surface"
"301","10.bmp",1,0.34404,3,"Invalid"
"302","10.bmp",5,0.60702,5,"Surface"
"303","10.bmp",6,0.23013,2,"Invalid"
"304","10.bmp",2,1.576,7,"Surface"
"305","11.bmp",3,0.86952,3,"Invalid"
"306","11.bmp",5,0.47339,1,"Invalid"
"307","11.bmp",6,0.23056,6,"Invalid"
"308","11.bmp",5,0.46005,1,"Invalid"
"309","11.bmp",4,0.54156,8,"Invalid"
"310","11.bmp",8,0.39398,7,"Invalid"
"311","11.bmp",7,0.25928,5,"Invalid"
"312","11.bmp",8,0.31264,7,"Invalid"
"313","11.bmp",5,1.80699,1,"Surface"
"314","11.bmp",1,0.24669,2,"Surface"
"315","11.bmp",5,0.34503,1,"Surface"
"316","11.bmp",8,0.32832,7,"Surface"
"317","11.bmp",5,0.21175,1,"Surface"
"318","11.bmp",1,0.19614,2,"Surface"
"319","11.bmp",2,0.29588,9,"Invalid"
"320","11.bmp",1,0.26326,2,"Invalid"
"321","11.bmp",5,0.4436,1,"Surface"
"322","11.bmp",9,0.47667,4,"Invalid"
"323","11.bmp",6,0.34586,6,"Invalid"
"324","11.bmp",5,0.27956,1,"Invalid"
"325","11.bmp",7,0.06622,5,"Invalid"
"326","11.bmp",8,0.59099,7,"Invalid"
"327","11.bmp",5,1.13296,1,"Surface"
"328","11.bmp",1,0.36122,2,"Surface"
"329","11.bmp",8,0.49255,7,"Surface"
"330","11.bmp",5,1.18283,1,"Surface"
"331","11.bmp",1,0.32825,2,"Surface"
"332","11.bmp",2,0.64148,9,"Invalid"
"333","11.bmp",1,0.39438,2,"Invalid"
"334","11.bmp",8,0.65622,7,"Surface"
"335","11.bmp",9,0.22998,4,"Invalid"
"336","11.bmp",8,0.23041,7,"Invalid"
"337","11.bmp",9,0.39395,4,"Invalid"
"338","11.bmp",5,0.23169,1,"Invalid"
"339","11.bmp",1,0.54257,2,"Surface"
"340","11.bmp",2,0.27945,9,"Invalid"
"341","11.bmp",4,0.29547,8,"Invalid"
"342","11.bmp",5,0.26434,1,"Invalid"
"343","11.bmp",6,0.70627,6,"Invalid"
"344","11.bmp",9,0.19708,4,"Invalid"
"345","11.bmp",6,0.36194,6,"Invalid"
"346","11.bmp",5,0.44098,1,"Invalid"
"347","11.bmp",4,0.22986,8,"Invalid"
"348","11.bmp",9,1.29218,4,"Surface"
