"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",2,0.21023,2,"Invalid"
"2","fruit.bmp",8,0.23046,8,"Meaningful"
"3","fruit.bmp",4,0.24574,4,"Invalid"
"4","fruit.bmp",7,0.34487,7,"Meaningful"
"5","fruit.bmp",8,0.42704,8,"Surface"
"6","fruit.bmp",2,0.19558,2,"Meaningful"
"7","fruit.bmp",1,0.32854,1,"Surface"
"8","fruit.bmp",2,0.27916,2,"Surface"
"9","fruit.bmp",3,0.26262,3,"Surface"
"10","fruit.bmp",6,0.21319,6,"Meaningful"
"11","fruit.bmp",4,0.21281,4,"Surface"
"12","fruit.bmp",6,0.29535,6,"Surface"
"13","fruit.bmp",9,0.27961,9,"Meaningful"
"14","fruit.bmp",8,0.27946,8,"Surface"
"15","fruit.bmp",6,0.22976,6,"Invalid"
"16","fruit.bmp",2,0.22984,2,"Invalid"
"17","fruit.bmp",8,0.19729,8,"Meaningful"
"18","fruit.bmp",9,0.30066,9,"Surface"
"19","fruit.bmp",5,0.21334,5,"Invalid"
"20","fruit.bmp",2,0.70542,2,"Meaningful"
"21","fruit.bmp",4,0.37778,4,"Invalid"
"22","fruit.bmp",5,0.2955,5,"Surface"
"23","fruit.bmp",2,0.31221,2,"Meaningful"
"24","fruit.bmp",4,0.2625,4,"Invalid"
"25","fruit.bmp",5,0.31219,5,"Surface"
"26","fruit.bmp",8,0.27864,8,"Meaningful"
"27","fruit.bmp",2,0.21395,2,"Meaningful"
"28","fruit.bmp",1,0.47637,1,"Surface"
"29","fruit.bmp",4,0.31251,4,"Meaningful"
"30","fruit.bmp",5,0.21388,5,"Surface"
"31","intro.bmp",8,0.36116,8,"Invalid"
"32","intro.bmp",9,0.26136,9,"Surface"
"33","intro.bmp",6,0.37685,6,"Meaningful"
"34","0.bmp",4,0.2465,4,"Invalid"
"35","0.bmp",5,0.27648,5,"Meaningful"
"36","0.bmp",9,0.22245,9,"Invalid"
"37","0.bmp",8,0.35971,8,"Meaningful"
"38","0.bmp",2,0.19777,2,"Surface"
"39","0.bmp",3,0.24839,3,"Meaningful"
"40","0.bmp",6,0.67457,6,"Surface"
"41","0.bmp",2,0.21352,2,"Invalid"
"42","0.bmp",8,0.24597,8,"Surface"
"43","0.bmp",5,0.23006,5,"Surface"
"44","0.bmp",7,0.21357,7,"Invalid"
"45","0.bmp",1,0.19758,1,"Surface"
"46","0.bmp",3,0.39436,3,"Meaningful"
"47","0.bmp",6,0.31217,6,"Surface"
"48","0.bmp",8,0.2629,8,"Invalid"
"49","0.bmp",4,0.19698,4,"Invalid"
"50","0.bmp",6,0.7459,6,"Meaningful"
"51","0.bmp",5,0.34496,5,"Meaningful"
"52","0.bmp",1,0.39817,1,"Invalid"
"53","0.bmp",2,0.214,2,"Meaningful"
"54","0.bmp",3,0.26936,3,"Meaningful"
"55","0.bmp",6,0.2602,6,"Surface"
"56","0.bmp",5,0.24651,5,"Meaningful"
"57","0.bmp",4,0.20903,4,"Meaningful"
"58","0.bmp",7,0.29485,7,"Surface"
"59","0.bmp",9,0.26289,9,"Meaningful"
"60","0.bmp",8,0.31227,8,"Meaningful"
"61","0.bmp",2,0.20308,2,"Surface"
"62","0.bmp",1,0.67218,1,"Meaningful"
"63","0.bmp",4,0.2134,4,"Surface"
"64","0.bmp",1,0.23029,1,"Surface"
"65","0.bmp",2,0.23021,2,"Meaningful"
"66","0.bmp",1,0.21442,1,"Meaningful"
"67","0.bmp",4,0.45954,4,"Surface"
"68","0.bmp",9,0.47636,9,"Invalid"
"69","0.bmp",3,0.42631,3,"Surface"
"70","1.bmp",2,0.21298,2,"Invalid"
"71","1.bmp",7,0.31262,8,"Surface"
"72","1.bmp",9,0.24706,7,"Meaningful"
"73","1.bmp",5,0.21321,5,"Invalid"
"74","1.bmp",1,0.79908,6,"Meaningful"
"75","1.bmp",4,0.22973,9,"Surface"
"76","1.bmp",6,0.23141,1,"Invalid"
"77","1.bmp",9,0.21412,7,"Surface"
"78","1.bmp",1,0.88782,6,"Invalid"
"79","1.bmp",6,0.18079,1,"Invalid"
"80","1.bmp",7,0.32878,8,"Invalid"
"81","1.bmp",3,0.31293,3,"Invalid"
"82","1.bmp",5,0.34012,5,"Invalid"
"83","1.bmp",2,0.31198,2,"Surface"
"84","1.bmp",5,0.39427,5,"Surface"
"85","1.bmp",8,1.31382,4,"Meaningful"
"86","1.bmp",2,0.78903,2,"Invalid"
"87","1.bmp",1,0.52583,6,"Invalid"
"88","1.bmp",2,0.19737,2,"Invalid"
"89","1.bmp",3,0.23589,3,"Meaningful"
"90","1.bmp",6,0.34486,1,"Meaningful"
"91","1.bmp",4,0.21293,9,"Invalid"
"92","1.bmp",8,0.2465,4,"Invalid"
"93","1.bmp",1,0.88549,6,"Meaningful"
"94","1.bmp",3,1.38044,3,"Surface"
"95","2.bmp",1,0.19708,2,"Invalid"
"96","2.bmp",2,0.24638,9,"Invalid"
"97","2.bmp",5,0.22987,4,"Invalid"
"98","2.bmp",7,0.22971,8,"Invalid"
"99","2.bmp",6,0.21392,7,"Meaningful"
"100","2.bmp",8,0.26418,6,"Invalid"
"101","2.bmp",4,0.22931,3,"Surface"
"102","2.bmp",1,0.44368,2,"Meaningful"
"103","2.bmp",9,0.21554,5,"Surface"
"104","2.bmp",8,0.23006,6,"Meaningful"
"105","2.bmp",5,0.31211,4,"Meaningful"
"106","2.bmp",6,0.83719,7,"Surface"
"107","2.bmp",5,0.21288,4,"Surface"
"108","2.bmp",8,0.47567,6,"Meaningful"
"109","2.bmp",9,0.24667,5,"Meaningful"
"110","2.bmp",8,0.29594,6,"Meaningful"
"111","2.bmp",5,0.59188,4,"Meaningful"
"112","2.bmp",8,0.90316,6,"Meaningful"
"113","2.bmp",9,0.23,5,"Meaningful"
"114","2.bmp",8,0.49206,6,"Meaningful"
"115","2.bmp",2,0.65664,9,"Surface"
"116","2.bmp",1,0.59959,2,"Invalid"
"117","2.bmp",2,0.21384,9,"Invalid"
"118","2.bmp",3,0.52636,1,"Invalid"
"119","2.bmp",6,0.21341,7,"Surface"
"120","2.bmp",5,0.21391,4,"Surface"
"121","2.bmp",4,0.22726,3,"Invalid"
"122","2.bmp",7,0.22936,8,"Invalid"
"123","2.bmp",8,0.21368,6,"Invalid"
"124","2.bmp",9,0.26319,5,"Meaningful"
"125","2.bmp",8,0.24653,6,"Meaningful"
"126","2.bmp",4,0.44316,3,"Surface"
"127","2.bmp",2,1.1125,9,"Surface"
"128","3.bmp",3,0.31247,4,"Invalid"
"129","3.bmp",5,0.24579,5,"Meaningful"
"130","3.bmp",2,0.57558,2,"Surface"
"131","3.bmp",4,0.23013,9,"Invalid"
"132","3.bmp",8,0.65747,7,"Meaningful"
"133","3.bmp",9,0.2632,1,"Surface"
"134","3.bmp",8,0.24235,7,"Surface"
"135","3.bmp",6,0.11542,3,"Invalid"
"136","3.bmp",5,0.2465,5,"Invalid"
"137","3.bmp",3,0.57542,4,"Meaningful"
"138","3.bmp",1,0.21299,8,"Invalid"
"139","3.bmp",9,1.52845,1,"Invalid"
"140","3.bmp",8,0.2465,7,"Surface"
"141","3.bmp",5,0.23017,5,"Invalid"
"142","3.bmp",6,0.27924,3,"Invalid"
"143","3.bmp",8,1.0544,7,"Invalid"
"144","3.bmp",1,0.69408,8,"Meaningful"
"145","3.bmp",2,0.47646,2,"Surface"
"146","3.bmp",3,0.31287,4,"Invalid"
"147","3.bmp",6,0.23032,3,"Invalid"
"148","3.bmp",4,0.23038,9,"Surface"
"149","3.bmp",7,0.32895,6,"Surface"
"150","3.bmp",9,0.55847,1,"Invalid"
"151","3.bmp",4,0.21327,9,"Invalid"
"152","3.bmp",7,0.60782,6,"Surface"
"153","3.bmp",6,1.28104,3,"Surface"
"154","4.bmp",4,0.24653,4,"Invalid"
"155","4.bmp",7,0.3947,8,"Invalid"
"156","4.bmp",9,0.32807,7,"Meaningful"
"157","4.bmp",6,0.26639,3,"Invalid"
"158","4.bmp",2,0.27921,6,"Surface"
"159","4.bmp",5,0.36131,1,"Invalid"
"160","4.bmp",4,0.26249,4,"Surface"
"161","4.bmp",9,0.19706,7,"Surface"
"162","4.bmp",8,0.35319,9,"Meaningful"
"163","4.bmp",3,0.9678,5,"Invalid"
"164","4.bmp",2,0.49277,6,"Meaningful"
"165","4.bmp",4,0.31144,4,"Meaningful"
"166","4.bmp",2,0.24689,6,"Meaningful"
"167","4.bmp",5,0.27881,1,"Invalid"
"168","4.bmp",4,0.32862,4,"Surface"
"169","4.bmp",8,0.87069,9,"Invalid"
"170","4.bmp",2,0.06443,6,"Surface"
"171","4.bmp",1,0.39559,2,"Invalid"
"172","4.bmp",2,0.29389,6,"Invalid"
"173","4.bmp",3,0.24822,5,"Meaningful"
"174","4.bmp",6,0.24606,3,"Invalid"
"175","4.bmp",5,0.27942,1,"Meaningful"
"176","4.bmp",4,0.22942,4,"Surface"
"177","4.bmp",7,0.21382,8,"Invalid"
"178","4.bmp",9,0.26344,7,"Meaningful"
"179","4.bmp",8,0.27979,9,"Meaningful"
"180","4.bmp",6,0.50943,3,"Surface"
"181","4.bmp",2,1.81779,6,"Surface"
"182","5.bmp",3,0.21365,8,"Invalid"
"183","5.bmp",6,0.0488,2,"Surface"
"184","5.bmp",9,0.26256,9,"Invalid"
"185","5.bmp",6,0.24654,2,"Invalid"
"186","5.bmp",5,0.23059,4,"Invalid"
"187","5.bmp",4,0.65656,3,"Invalid"
"188","5.bmp",9,0.19716,9,"Surface"
"189","5.bmp",1,0.22963,7,"Meaningful"
"190","5.bmp",4,0.27803,3,"Invalid"
"191","5.bmp",1,0.22974,7,"Invalid"
"192","5.bmp",5,0.22591,4,"Surface"
"193","5.bmp",2,0.25996,5,"Meaningful"
"194","5.bmp",4,0.19734,3,"Invalid"
"195","5.bmp",8,0.83421,6,"Surface"
"196","5.bmp",2,0.51073,5,"Meaningful"
"197","5.bmp",1,0.34485,7,"Invalid"
"198","5.bmp",2,0.50829,5,"Invalid"
"199","5.bmp",3,0.34477,8,"Surface"
"200","5.bmp",6,0.26247,2,"Surface"
"201","5.bmp",5,0.24634,4,"Invalid"
"202","5.bmp",4,0.263,3,"Invalid"
"203","5.bmp",7,0.36116,1,"Meaningful"
"204","5.bmp",8,0.22963,6,"Invalid"
"205","5.bmp",9,0.23044,9,"Surface"
"206","5.bmp",8,0.88696,6,"Surface"
"207","5.bmp",4,0.98587,3,"Surface"
"208","6.bmp",2,0.22954,4,"Invalid"
"209","6.bmp",3,0.24677,9,"Invalid"
"210","6.bmp",7,0.34558,8,"Meaningful"
"211","6.bmp",6,0.32838,2,"Surface"
"212","6.bmp",5,0.34518,6,"Invalid"
"213","6.bmp",3,0.07256,9,"Surface"
"214","6.bmp",2,0.36197,4,"Invalid"
"215","6.bmp",6,0.24696,2,"Invalid"
"216","6.bmp",5,0.23007,6,"Invalid"
"217","6.bmp",4,0.19695,5,"Meaningful"
"218","6.bmp",7,0.41068,8,"Surface"
"219","6.bmp",1,0.23119,7,"Meaningful"
"220","6.bmp",5,0.75549,6,"Invalid"
"221","6.bmp",2,0.23001,4,"Meaningful"
"222","6.bmp",3,0.34123,9,"Invalid"
"223","6.bmp",8,0.42679,1,"Invalid"
"224","6.bmp",2,0.26302,4,"Surface"
"225","6.bmp",1,0.32907,7,"Surface"
"226","6.bmp",2,0.34462,4,"Surface"
"227","6.bmp",3,0.24631,9,"Invalid"
"228","6.bmp",6,0.22997,2,"Invalid"
"229","6.bmp",5,0.24648,6,"Invalid"
"230","6.bmp",4,0.21825,5,"Meaningful"
"231","6.bmp",7,0.19772,8,"Surface"
"232","6.bmp",9,0.19745,3,"Invalid"
"233","6.bmp",8,0.52428,1,"Meaningful"
"234","6.bmp",2,0.19757,4,"Surface"
"235","6.bmp",1,0.54358,7,"Surface"
"236","7.bmp",2,0.55795,2,"Invalid"
"237","7.bmp",5,0.21413,8,"Surface"
"238","7.bmp",6,0.2137,9,"Invalid"
"239","7.bmp",9,0.21375,3,"Surface"
"240","7.bmp",5,0.31281,8,"Invalid"
"241","7.bmp",3,0.62381,1,"Invalid"
"242","7.bmp",2,0.2625,2,"Meaningful"
"243","7.bmp",4,0.50989,7,"Invalid"
"244","7.bmp",6,0.21608,9,"Invalid"
"245","7.bmp",3,0.21585,1,"Invalid"
"246","7.bmp",2,0.24637,2,"Meaningful"
"247","7.bmp",8,0.42695,5,"Surface"
"248","7.bmp",2,0.04956,2,"Surface"
"249","7.bmp",1,0.3994,4,"Invalid"
"250","7.bmp",2,0.29533,2,"Invalid"
"251","7.bmp",3,0.24655,1,"Meaningful"
"252","7.bmp",6,0.29573,9,"Invalid"
"253","7.bmp",5,0.23128,8,"Invalid"
"254","7.bmp",1,0.21303,4,"Invalid"
"255","7.bmp",4,0.22923,7,"Surface"
"256","7.bmp",8,0.28258,5,"Invalid"
"257","7.bmp",9,0.26308,3,"Invalid"
"258","7.bmp",1,0.22763,4,"Invalid"
"259","7.bmp",2,0.22969,2,"Invalid"
"260","7.bmp",3,0.78918,1,"Meaningful"
"261","7.bmp",6,0.19476,9,"Invalid"
"262","7.bmp",4,0.29565,7,"Invalid"
"263","7.bmp",5,0.39418,8,"Invalid"
"264","7.bmp",6,0.85423,9,"Invalid"
"265","7.bmp",2,0.45044,2,"Invalid"
"266","7.bmp",8,0.21382,5,"Surface"
"267","8.bmp",2,1.16642,9,"Invalid"
"268","8.bmp",6,0.19724,6,"Surface"
"269","8.bmp",2,0.73862,9,"Surface"
"270","8.bmp",6,0.69057,6,"Surface"
"271","8.bmp",8,0.69015,2,"Invalid"
"272","8.bmp",3,0.27441,8,"Surface"
"273","8.bmp",5,0.3773,7,"Meaningful"
"274","8.bmp",1,0.26315,4,"Surface"
"275","8.bmp",4,0.6066,5,"Meaningful"
"276","8.bmp",7,0.29552,3,"Invalid"
"277","8.bmp",9,0.75813,1,"Meaningful"
"278","8.bmp",5,0.19571,7,"Surface"
"279","8.bmp",8,0.23029,2,"Invalid"
"280","8.bmp",2,0.476,9,"Invalid"
"281","8.bmp",1,0.2627,4,"Invalid"
"282","8.bmp",2,0.2796,9,"Invalid"
"283","8.bmp",6,0.32834,6,"Surface"
"284","8.bmp",4,0.52382,5,"Meaningful"
"285","8.bmp",7,0.24361,3,"Invalid"
"286","8.bmp",9,0.21359,1,"Meaningful"
"287","8.bmp",7,0.19748,3,"Meaningful"
"288","8.bmp",6,0.80586,6,"Surface"
"289","8.bmp",2,0.22984,9,"Surface"
"290","9.bmp",6,0.69002,7,"Invalid"
"291","9.bmp",7,1.00487,3,"Invalid"
"292","9.bmp",2,0.57506,6,"Surface"
"293","9.bmp",1,0.22977,4,"Invalid"
"294","9.bmp",4,0.3795,1,"Invalid"
"295","9.bmp",2,0.34471,6,"Surface"
"296","9.bmp",1,0.2141,4,"Invalid"
"297","9.bmp",9,0.1476,9,"Surface"
"298","9.bmp",5,0.38626,8,"Invalid"
"299","9.bmp",2,0.2267,6,"Meaningful"
"300","9.bmp",4,0.72127,1,"Surface"
"301","9.bmp",1,0.59452,4,"Invalid"
"302","9.bmp",2,0.29556,6,"Invalid"
"303","9.bmp",3,0.26273,2,"Invalid"
"304","9.bmp",6,0.24632,7,"Invalid"
"305","9.bmp",5,0.23029,8,"Meaningful"
"306","9.bmp",4,0.2135,1,"Invalid"
"307","9.bmp",7,0.23064,3,"Surface"
"308","9.bmp",9,0.26256,9,"Invalid"
"309","9.bmp",8,0.23016,5,"Invalid"
"310","9.bmp",5,0.60725,8,"Surface"
"311","9.bmp",3,0.90251,2,"Surface"
"312","10.bmp",2,0.21552,7,"Invalid"
"313","10.bmp",6,0.21405,1,"Invalid"
"314","10.bmp",9,0.2664,6,"Invalid"
"315","10.bmp",7,0.19685,4,"Invalid"
"316","10.bmp",2,0.80399,7,"Surface"
"317","10.bmp",6,0.19669,1,"Invalid"
"318","10.bmp",2,0.19669,7,"Invalid"
"319","10.bmp",4,0.26212,9,"Invalid"
"320","10.bmp",8,0.36292,8,"Surface"
"321","10.bmp",6,0.80859,1,"Surface"
"322","10.bmp",1,0.24728,5,"Invalid"
"323","10.bmp",2,0.39494,7,"Meaningful"
"324","10.bmp",3,0.21312,2,"Surface"
"325","10.bmp",2,0.21501,7,"Surface"
"326","10.bmp",1,0.31212,5,"Meaningful"
"327","10.bmp",2,0.21362,7,"Meaningful"
"328","10.bmp",3,0.24641,2,"Surface"
"329","10.bmp",6,0.44298,1,"Invalid"
"330","10.bmp",4,0.45952,9,"Surface"
"331","10.bmp",7,0.50894,4,"Invalid"
"332","10.bmp",8,0.57565,8,"Invalid"
"333","10.bmp",4,0.83036,9,"Surface"
"334","10.bmp",5,0.21323,3,"Invalid"
"335","11.bmp",6,0.24667,3,"Invalid"
"336","11.bmp",8,0.55954,9,"Invalid"
"337","11.bmp",7,0.21309,6,"Surface"
"338","11.bmp",9,0.19739,2,"Invalid"
"339","11.bmp",5,0.21486,7,"Surface"
"340","11.bmp",4,0.22749,4,"Invalid"
"341","11.bmp",6,0.69095,3,"Surface"
"342","11.bmp",4,1.03453,4,"Surface"
"343","11.bmp",8,0.31221,9,"Invalid"
"344","11.bmp",6,0.95137,3,"Invalid"
"345","11.bmp",2,0.50948,5,"Invalid"
"346","11.bmp",9,0.19487,2,"Invalid"
"347","11.bmp",8,0.1978,9,"Invalid"
"348","11.bmp",2,1.05322,5,"Surface"
"349","11.bmp",1,0.70597,8,"Invalid"
"350","11.bmp",2,0.19739,5,"Invalid"
"351","11.bmp",3,0.26001,1,"Invalid"
"352","11.bmp",6,0.33646,3,"Invalid"
"353","11.bmp",5,0.24686,7,"Invalid"
"354","11.bmp",4,0.23059,4,"Invalid"
"355","11.bmp",5,0.36929,7,"Invalid"
"356","11.bmp",7,0.21356,6,"Invalid"
"357","11.bmp",9,0.19676,2,"Invalid"
"358","11.bmp",3,0.19662,1,"Surface"
"359","11.bmp",9,0.62426,2,"Surface"
"360","11.bmp",5,0.26314,7,"Surface"
"361","11.bmp",3,1.1333,1,"Surface"
"362","11.bmp",9,0.19757,2,"Surface"
"363","11.bmp",8,0.24638,9,"Invalid"
"364","11.bmp",7,0.24657,6,"Surface"
"365","11.bmp",5,0.2178,7,"Invalid"
"366","11.bmp",3,0.19688,1,"Surface"
"367","11.bmp",5,0.22903,7,"Surface"
"368","11.bmp",9,0.19717,2,"Surface"
"369","11.bmp",6,0.49197,3,"Invalid"
"370","11.bmp",8,0.54228,9,"Invalid"
"371","11.bmp",4,0.25359,4,"Invalid"
"372","11.bmp",1,0.54213,8,"Surface"
"373","11.bmp",3,0.23041,1,"Invalid"
"374","11.bmp",6,0.25066,3,"Invalid"
"375","11.bmp",5,0.14799,7,"Invalid"
"376","11.bmp",4,0.24608,4,"Invalid"
"377","11.bmp",7,0.2455,6,"Invalid"
"378","11.bmp",2,0.19708,5,"Surface"
