"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",2,0.19987,2,"Invalid"
"2","fruit.bmp",4,0.21368,4,"Invalid"
"3","fruit.bmp",6,1.05794,6,"Surface"
"4","fruit.bmp",1,0.869,1,"Invalid"
"5","fruit.bmp",6,0.57553,6,"Invalid"
"6","fruit.bmp",7,0.36172,7,"Invalid"
"7","intro.bmp",9,1.64105,9,"Invalid"
"8","intro.bmp",4,0.23029,4,"Invalid"
"9","intro.bmp",6,0.2957,6,"Surface"
"10","intro.bmp",7,0.04929,7,"Invalid"
"11","intro.bmp",6,0.31209,6,"Invalid"
"12","intro.bmp",1,0.21316,1,"Invalid"
"13","intro.bmp",9,0.26282,9,"Invalid"
"14","intro.bmp",8,0.32867,8,"Surface"
"15","intro.bmp",5,0.2327,5,"Meaningful"
"16","intro.bmp",8,0.39397,8,"Meaningful"
"17","intro.bmp",5,2.43066,5,"Meaningful"
"18","intro.bmp",6,0.4937,6,"Surface"
"19","intro.bmp",9,0.2139,9,"Meaningful"
"20","intro.bmp",8,0.23272,8,"Surface"
"21","intro.bmp",7,0.21357,7,"Surface"
"22","intro.bmp",5,0.19688,5,"Invalid"
"23","intro.bmp",2,0.21764,2,"Meaningful"
"24","intro.bmp",5,0.34518,5,"Meaningful"
"25","intro.bmp",7,0.22287,7,"Invalid"
"26","intro.bmp",8,0.27879,8,"Surface"
"27","intro.bmp",4,0.26225,4,"Invalid"
"28","intro.bmp",1,0.22992,1,"Meaningful"
"29","intro.bmp",4,0.24405,4,"Meaningful"
"30","intro.bmp",1,0.21466,1,"Meaningful"
"31","intro.bmp",5,0.39422,5,"Invalid"
"32","intro.bmp",7,0.23016,7,"Invalid"
"33","intro.bmp",1,1.18361,1,"Meaningful"
"34","intro.bmp",8,0.24636,8,"Invalid"
"35","intro.bmp",9,0.26264,9,"Surface"
"36","intro.bmp",1,0.131,1,"Invalid"
"37","intro.bmp",5,0.26701,5,"Invalid"
"38","intro.bmp",7,0.21352,7,"Invalid"
"39","intro.bmp",8,0.45967,8,"Surface"
"40","intro.bmp",7,0.64121,7,"Surface"
"41","0.bmp",5,0.97018,5,"Invalid"
"42","0.bmp",2,0.23078,2,"Surface"
"43","0.bmp",8,0.21332,8,"Surface"
"44","0.bmp",4,0.26523,4,"Invalid"
"45","0.bmp",3,0.19715,3,"Invalid"
"46","0.bmp",2,0.75606,2,"Meaningful"
"47","0.bmp",1,0.21341,1,"Meaningful"
"48","0.bmp",4,0.78811,4,"Surface"
"49","0.bmp",7,0.21095,7,"Surface"
"50","0.bmp",5,0.23047,5,"Invalid"
"51","0.bmp",6,0.22829,6,"Meaningful"
"52","0.bmp",9,0.23046,9,"Surface"
"53","0.bmp",2,0.41112,2,"Invalid"
"54","0.bmp",1,0.42711,1,"Meaningful"
"55","0.bmp",4,0.26255,4,"Surface"
"56","0.bmp",2,0.50954,2,"Invalid"
"57","0.bmp",9,0.34528,9,"Invalid"
"58","0.bmp",1,0.35808,1,"Invalid"
"59","0.bmp",2,0.47651,2,"Meaningful"
"60","0.bmp",7,0.23007,7,"Invalid"
"61","0.bmp",1,0.29678,1,"Surface"
"62","0.bmp",4,0.79002,4,"Surface"
"63","0.bmp",9,2.06985,9,"Invalid"
"64","1.bmp",5,0.2953,5,"Invalid"
"65","1.bmp",6,0.52583,4,"Meaningful"
"66","1.bmp",9,1.00283,7,"Surface"
"67","1.bmp",8,0.29573,1,"Surface"
"68","1.bmp",4,0.23002,8,"Invalid"
"69","1.bmp",2,0.32803,2,"Surface"
"70","1.bmp",1,0.32865,3,"Meaningful"
"71","1.bmp",2,0.27988,2,"Meaningful"
"72","1.bmp",3,0.24629,9,"Invalid"
"73","1.bmp",4,0.24689,8,"Meaningful"
"74","1.bmp",5,0.26279,5,"Surface"
"75","1.bmp",2,0.33123,2,"Surface"
"76","1.bmp",4,0.26282,8,"Surface"
"77","1.bmp",5,0.36094,5,"Surface"
"78","1.bmp",8,0.26345,1,"Invalid"
"79","1.bmp",6,0.23019,4,"Surface"
"80","1.bmp",2,0.21364,2,"Invalid"
"81","1.bmp",4,0.25941,8,"Surface"
"82","1.bmp",1,0.34518,3,"Invalid"
"83","1.bmp",4,0.23025,8,"Invalid"
"84","1.bmp",5,0.36131,5,"Surface"
"85","1.bmp",8,0.51002,1,"Invalid"
"86","1.bmp",9,0.24972,7,"Surface"
"87","1.bmp",4,0.26316,8,"Meaningful"
"88","1.bmp",5,0.47643,5,"Surface"
"89","1.bmp",2,0.49263,2,"Surface"
"90","1.bmp",5,0.44356,5,"Surface"
"91","1.bmp",4,0.49274,8,"Surface"
"92","2.bmp",6,0.27966,6,"Invalid"
"93","2.bmp",8,0.24612,9,"Surface"
"94","2.bmp",2,0.19692,3,"Surface"
"95","2.bmp",4,0.29578,4,"Invalid"
"96","2.bmp",8,0.50946,9,"Invalid"
"97","2.bmp",6,0.13503,6,"Surface"
"98","2.bmp",9,0.24604,2,"Invalid"
"99","2.bmp",7,0.22955,5,"Surface"
"100","2.bmp",1,0.49192,7,"Invalid"
"101","2.bmp",3,0.31142,8,"Meaningful"
"102","2.bmp",9,0.26267,2,"Surface"
"103","2.bmp",7,0.29588,5,"Surface"
"104","2.bmp",4,0.36153,4,"Meaningful"
"105","2.bmp",1,0.36876,7,"Surface"
"106","2.bmp",5,0.2296,1,"Surface"
"107","2.bmp",6,0.31177,6,"Invalid"
"108","2.bmp",8,0.34517,9,"Surface"
"109","2.bmp",5,0.41094,1,"Invalid"
"110","2.bmp",2,0.67244,3,"Meaningful"
"111","2.bmp",6,0.7061,6,"Surface"
"112","2.bmp",3,0.34502,8,"Invalid"
"113","2.bmp",6,0.55899,6,"Invalid"
"114","2.bmp",8,0.22948,9,"Surface"
"115","3.bmp",7,0.52509,4,"Invalid"
"116","3.bmp",8,0.83747,1,"Surface"
"117","3.bmp",5,0.47675,5,"Invalid"
"118","3.bmp",8,0.49249,1,"Invalid"
"119","3.bmp",2,0.23008,3,"Meaningful"
"120","3.bmp",1,0.40971,6,"Surface"
"121","3.bmp",2,0.29587,3,"Surface"
"122","3.bmp",6,0.21358,9,"Surface"
"123","3.bmp",5,0.39233,5,"Invalid"
"124","3.bmp",3,0.21358,2,"Surface"
"125","3.bmp",8,0.22978,1,"Meaningful"
"126","3.bmp",7,0.24692,4,"Surface"
"127","3.bmp",9,0.60763,7,"Surface"
"128","3.bmp",8,0.23013,1,"Surface"
"129","3.bmp",7,0.24561,4,"Surface"
"130","3.bmp",9,0.21313,7,"Surface"
"131","3.bmp",8,0.32817,1,"Surface"
"132","3.bmp",9,0.44366,7,"Surface"
