"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",7,0.48522,7,"Invalid"
"2","fruit.bmp",4,0.93626,4,"Meaningful"
"3","fruit.bmp",6,1.33579,6,"Surface"
"4","fruit.bmp",5,0.55047,5,"Surface"
"5","fruit.bmp",6,0.493,6,"Surface"
"6","fruit.bmp",9,0.8042,9,"Meaningful"
"7","fruit.bmp",1,0.65395,1,"Invalid"
"8","fruit.bmp",6,2.51496,6,"Invalid"
"9","fruit.bmp",7,3.09902,7,"Invalid"
"10","intro.bmp",4,0.345,4,"Invalid"
"11","intro.bmp",1,0.24032,1,"Meaningful"
"12","intro.bmp",4,0.54223,4,"Meaningful"
"13","intro.bmp",6,0.4914,6,"Surface"
"14","intro.bmp",3,0.36147,3,"Meaningful"
"15","intro.bmp",6,0.21405,6,"Meaningful"
"16","intro.bmp",7,0.29527,7,"Invalid"
"17","intro.bmp",1,0.31283,1,"Meaningful"
"18","intro.bmp",9,0.44528,9,"Invalid"
"19","intro.bmp",5,0.25106,5,"Invalid"
"20","intro.bmp",4,0.23003,4,"Surface"
"21","intro.bmp",5,0.55935,5,"Surface"
"22","intro.bmp",6,0.51002,6,"Surface"
"23","intro.bmp",9,0.0609,9,"Meaningful"
"24","intro.bmp",6,0.44589,6,"Meaningful"
"25","intro.bmp",9,1.00235,9,"Meaningful"
"26","intro.bmp",8,0.90385,8,"Surface"
"27","intro.bmp",5,3.50158,5,"Meaningful"
"28","intro.bmp",4,0.36123,4,"Surface"
"29","intro.bmp",5,1.29721,5,"Surface"
"30","intro.bmp",6,0.39426,6,"Surface"
"31","intro.bmp",5,0.57345,5,"Surface"
"32","intro.bmp",4,1.39391,4,"Surface"
"33","intro.bmp",8,0.24779,8,"Invalid"
"34","intro.bmp",7,0.41029,7,"Surface"
"35","intro.bmp",8,0.44323,8,"Surface"
"36","intro.bmp",5,0.2629,5,"Meaningful"
"37","intro.bmp",8,0.34509,8,"Meaningful"
"38","intro.bmp",7,0.69286,7,"Surface"
"39","intro.bmp",5,1.0117,5,"Invalid"
"40","intro.bmp",1,0.70597,1,"Invalid"
"41","intro.bmp",2,0.55863,2,"Surface"
"42","intro.bmp",3,0.27924,3,"Surface"
"43","intro.bmp",6,0.40834,6,"Meaningful"
"44","intro.bmp",5,0.29565,5,"Surface"
"45","intro.bmp",4,0.24772,4,"Surface"
"46","intro.bmp",7,0.2636,7,"Meaningful"
"47","intro.bmp",9,0.27915,9,"Surface"
"48","intro.bmp",8,0.26283,8,"Surface"
"49","intro.bmp",6,0.22946,6,"Invalid"
"50","intro.bmp",3,0.27947,3,"Meaningful"
"51","intro.bmp",2,0.2627,2,"Surface"
"52","intro.bmp",3,0.44485,3,"Surface"
"53","intro.bmp",6,0.37986,6,"Meaningful"
"54","intro.bmp",4,0.24774,4,"Surface"
