"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",5,0.18221,5,"Invalid"
"2","fruit.bmp",8,1.13327,8,"Meaningful"
"3","fruit.bmp",1,0.52512,1,"Invalid"
"4","fruit.bmp",4,0.62438,4,"Meaningful"
"5","fruit.bmp",9,0.64111,9,"Invalid"
"6","fruit.bmp",7,0.6244,7,"Surface"
"7","intro.bmp",6,0.34433,6,"Invalid"
"8","intro.bmp",5,0.97003,5,"Surface"
"9","intro.bmp",9,0.24654,9,"Invalid"
"10","intro.bmp",4,0.1973,4,"Invalid"
"11","intro.bmp",5,0.26277,5,"Surface"
"12","intro.bmp",9,0.24414,9,"Invalid"
"13","intro.bmp",7,0.29461,7,"Surface"
"14","intro.bmp",4,0.75101,4,"Meaningful"
"15","intro.bmp",8,0.19923,8,"Invalid"
"16","intro.bmp",9,0.23028,9,"Surface"
"17","intro.bmp",4,1.80421,4,"Invalid"
"18","intro.bmp",1,0.32851,1,"Meaningful"
"19","intro.bmp",2,0.60723,2,"Surface"
"20","intro.bmp",5,0.23036,5,"Meaningful"
"21","intro.bmp",9,0.27935,9,"Invalid"
"22","intro.bmp",8,0.23101,8,"Surface"
"23","intro.bmp",9,0.26238,9,"Surface"
"24","intro.bmp",6,0.21307,6,"Meaningful"
"25","intro.bmp",5,0.2138,5,"Surface"
"26","intro.bmp",6,0.29585,6,"Surface"
"27","intro.bmp",8,0.24671,8,"Invalid"
"28","intro.bmp",7,0.22967,7,"Surface"
"29","intro.bmp",4,0.26266,4,"Meaningful"
"30","intro.bmp",9,0.45551,9,"Invalid"
"31","intro.bmp",5,0.21503,5,"Invalid"
"32","intro.bmp",6,0.34497,6,"Surface"
"33","intro.bmp",4,0.22907,4,"Surface"
"34","0.bmp",8,0.27852,8,"Invalid"
"35","0.bmp",9,0.26297,9,"Meaningful"
"36","0.bmp",6,0.19721,6,"Surface"
"37","0.bmp",5,0.21313,5,"Meaningful"
"38","0.bmp",1,0.21294,1,"Invalid"
"39","0.bmp",5,0.29526,5,"Invalid"
"40","0.bmp",1,0.27934,1,"Invalid"
"41","0.bmp",4,0.31224,4,"Surface"
"42","0.bmp",2,0.65721,2,"Invalid"
"43","0.bmp",1,0.78846,1,"Meaningful"
"44","0.bmp",4,0.54129,4,"Surface"
"45","0.bmp",2,0.21345,2,"Invalid"
"46","0.bmp",5,0.21372,5,"Surface"
"47","0.bmp",6,0.21254,6,"Meaningful"
"48","0.bmp",9,0.21307,9,"Surface"
"49","0.bmp",8,0.24586,8,"Meaningful"
"50","0.bmp",7,0.26414,7,"Meaningful"
"51","0.bmp",6,0.26395,6,"Invalid"
"52","0.bmp",9,0.27963,9,"Surface"
"53","0.bmp",8,0.45991,8,"Meaningful"
"54","0.bmp",4,0.24832,4,"Invalid"
"55","0.bmp",1,0.49233,1,"Surface"
"56","0.bmp",5,0.32872,5,"Invalid"
"57","0.bmp",2,0.95263,2,"Surface"
"58","0.bmp",3,0.64095,3,"Meaningful"
"59","0.bmp",6,0.40841,6,"Surface"
"60","0.bmp",9,0.68991,9,"Surface"
"61","0.bmp",6,0.3611,6,"Surface"
"62","0.bmp",3,0.29504,3,"Surface"
"63","0.bmp",4,0.21361,4,"Invalid"
"64","0.bmp",7,0.22977,7,"Surface"
"65","0.bmp",6,0.19764,6,"Invalid"
"66","0.bmp",3,0.52559,3,"Surface"
"67","0.bmp",5,1.21319,5,"Invalid"
"68","0.bmp",4,0.39422,4,"Meaningful"
"69","0.bmp",5,0.47713,5,"Meaningful"
"70","0.bmp",6,0.60545,6,"Meaningful"
"71","0.bmp",7,0.27947,7,"Invalid"
"72","0.bmp",2,0.37707,2,"Invalid"
"73","0.bmp",7,0.71567,7,"Invalid"
"74","0.bmp",9,1.2652,9,"Meaningful"
"75","0.bmp",5,0.26283,5,"Invalid"
"76","0.bmp",3,0.21354,3,"Invalid"
"77","0.bmp",5,0.34461,5,"Invalid"
"78","0.bmp",4,0.57529,4,"Meaningful"
"79","0.bmp",8,0.41037,8,"Invalid"
"80","0.bmp",3,0.70628,3,"Invalid"
"81","0.bmp",6,0.59152,6,"Surface"
"82","0.bmp",9,0.19466,9,"Surface"
"83","0.bmp",5,0.34486,5,"Invalid"
"84","0.bmp",7,0.31127,7,"Invalid"
"85","0.bmp",4,0.34714,4,"Surface"
"86","0.bmp",5,0.42647,5,"Meaningful"
"87","1.bmp",9,0.6245,5,"Invalid"
