"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",6,0.16408,6,"Invalid"
"2","fruit.bmp",9,0.19652,9,"Meaningful"
"3","fruit.bmp",2,0.38815,2,"Invalid"
"4","fruit.bmp",3,0.26275,3,"Surface"
"5","fruit.bmp",4,0.21368,4,"Invalid"
"6","fruit.bmp",5,0.2465,5,"Surface"
"7","fruit.bmp",2,0.1972,2,"Meaningful"
"8","intro.bmp",5,0.52494,5,"Invalid"
"9","intro.bmp",2,0.31231,2,"Meaningful"
"10","intro.bmp",3,0.22956,3,"Surface"
"11","intro.bmp",6,0.24619,6,"Meaningful"
"12","intro.bmp",7,0.31429,7,"Invalid"
"13","intro.bmp",1,0.5269,1,"Meaningful"
"14","intro.bmp",7,0.38013,7,"Meaningful"
"15","intro.bmp",2,0.19704,2,"Invalid"
"16","intro.bmp",8,0.36243,8,"Meaningful"
"17","intro.bmp",2,0.39436,2,"Meaningful"
"18","intro.bmp",4,0.31198,4,"Invalid"
"19","intro.bmp",2,0.65839,2,"Invalid"
"20","intro.bmp",6,0.2298,6,"Invalid"
"21","intro.bmp",5,0.22952,5,"Surface"
"22","intro.bmp",9,0.20321,9,"Invalid"
"23","intro.bmp",8,0.21837,8,"Surface"
"24","intro.bmp",6,0.19781,6,"Invalid"
"25","intro.bmp",8,0.36135,8,"Invalid"
"26","intro.bmp",3,0.24611,3,"Invalid"
"27","intro.bmp",9,0.26269,9,"Meaningful"
"28","intro.bmp",4,0.6407,4,"Invalid"
"29","intro.bmp",6,0.2626,6,"Surface"
"30","intro.bmp",7,0.19838,7,"Invalid"
"31","intro.bmp",8,0.26325,8,"Surface"
"32","intro.bmp",6,0.24632,6,"Invalid"
"33","intro.bmp",4,0.23036,4,"Surface"
"34","intro.bmp",1,0.2309,1,"Meaningful"
"35","intro.bmp",4,0.24637,4,"Meaningful"
"36","intro.bmp",2,0.27918,2,"Invalid"
"37","intro.bmp",6,0.1964,6,"Invalid"
"38","intro.bmp",4,0.23001,4,"Surface"
"39","intro.bmp",3,0.31208,3,"Invalid"
"40","intro.bmp",6,1.61034,6,"Meaningful"
"41","intro.bmp",3,0.54237,3,"Meaningful"
"42","intro.bmp",2,0.23027,2,"Surface"
"43","intro.bmp",9,0.36095,9,"Invalid"
"44","intro.bmp",6,0.41069,6,"Meaningful"
"45","intro.bmp",8,0.09856,8,"Invalid"
"46","intro.bmp",7,0.42739,7,"Surface"
"47","intro.bmp",1,0.21114,1,"Meaningful"
"48","intro.bmp",5,0.26282,5,"Invalid"
"49","intro.bmp",7,0.65674,7,"Invalid"
"50","intro.bmp",8,0.22903,8,"Surface"
"51","0.bmp",5,0.19746,5,"Invalid"
"52","0.bmp",3,0.23433,3,"Invalid"
"53","0.bmp",2,0.24619,2,"Meaningful"
"54","0.bmp",9,0.19701,9,"Invalid"
"55","0.bmp",5,0.23124,5,"Invalid"
"56","0.bmp",8,0.80463,8,"Surface"
"57","0.bmp",2,0.21344,2,"Surface"
"58","0.bmp",7,0.5414,7,"Invalid"
"59","0.bmp",2,0.34462,2,"Invalid"
"60","0.bmp",3,0.21367,3,"Meaningful"
"61","0.bmp",2,0.21328,2,"Meaningful"
"62","0.bmp",4,0.06563,4,"Invalid"
"63","0.bmp",8,0.22989,8,"Invalid"
"64","0.bmp",5,0.82122,5,"Surface"
"65","0.bmp",9,0.27961,9,"Invalid"
"66","0.bmp",5,0.19993,5,"Invalid"
"67","0.bmp",2,0.4426,2,"Surface"
"68","0.bmp",1,0.29611,1,"Meaningful"
"69","0.bmp",9,0.24553,9,"Invalid"
"70","0.bmp",6,0.2631,6,"Surface"
"71","0.bmp",1,0.19696,1,"Invalid"
"72","0.bmp",4,0.47699,4,"Surface"
"73","0.bmp",2,0.2295,2,"Invalid"
"74","0.bmp",7,0.21247,7,"Invalid"
"75","0.bmp",8,0.22961,8,"Meaningful"
"76","0.bmp",5,0.21368,5,"Surface"
"77","0.bmp",3,0.23019,3,"Invalid"
"78","0.bmp",6,0.27915,6,"Surface"
"79","0.bmp",7,0.27944,7,"Invalid"
"80","0.bmp",9,0.29562,9,"Meaningful"
"81","0.bmp",4,0.425,4,"Invalid"
"82","0.bmp",1,0.36137,1,"Surface"
"83","0.bmp",2,0.52625,2,"Meaningful"
"84","0.bmp",4,0.39526,4,"Invalid"
"85","0.bmp",1,0.36181,1,"Surface"
"86","0.bmp",9,0.21358,9,"Invalid"
"87","1.bmp",1,0.32869,2,"Invalid"
"88","1.bmp",4,0.85057,3,"Meaningful"
"89","1.bmp",9,0.64055,7,"Invalid"
"90","1.bmp",7,0.70493,8,"Meaningful"
"91","1.bmp",6,0.1972,6,"Invalid"
"92","1.bmp",3,0.49464,1,"Invalid"
"93","1.bmp",2,0.32774,4,"Surface"
"94","1.bmp",4,0.21074,3,"Invalid"
"95","1.bmp",1,0.27998,2,"Meaningful"
"96","1.bmp",2,0.21449,4,"Invalid"
"97","1.bmp",8,0.19615,5,"Meaningful"
"98","1.bmp",3,0.19708,1,"Invalid"
"99","1.bmp",9,0.27881,7,"Surface"
"100","1.bmp",2,0.88637,4,"Surface"
"101","1.bmp",3,0.22992,1,"Surface"
"102","1.bmp",9,0.19743,7,"Surface"
"103","2.bmp",3,0.755,8,"Invalid"
"104","2.bmp",9,0.19707,5,"Surface"
"105","2.bmp",7,0.21355,7,"Invalid"
"106","2.bmp",8,0.24604,3,"Invalid"
"107","2.bmp",9,0.65696,5,"Invalid"
"108","2.bmp",3,0.19691,8,"Surface"
"109","2.bmp",2,0.21386,6,"Invalid"
"110","2.bmp",1,0.24648,2,"Invalid"
"111","2.bmp",4,0.34518,1,"Meaningful"
"112","2.bmp",8,0.19707,3,"Meaningful"
"113","2.bmp",7,0.27962,7,"Invalid"
"114","2.bmp",1,0.23047,2,"Invalid"
"115","2.bmp",2,0.24613,6,"Invalid"
"116","2.bmp",5,0.21588,9,"Surface"
"117","2.bmp",6,0.24672,4,"Invalid"
"118","2.bmp",4,0.08199,1,"Surface"
"119","2.bmp",7,0.47751,7,"Surface"
"120","2.bmp",6,0.37887,4,"Surface"
"121","2.bmp",7,0.37814,7,"Surface"
"122","2.bmp",4,0.26305,1,"Surface"
"123","2.bmp",1,0.32858,2,"Meaningful"
"124","2.bmp",4,0.72409,1,"Meaningful"
"125","3.bmp",6,0.55886,6,"Invalid"
"126","3.bmp",9,0.52573,4,"Meaningful"
"127","3.bmp",7,0.2619,8,"Invalid"
"128","3.bmp",4,0.24611,5,"Surface"
"129","3.bmp",6,0.34361,6,"Meaningful"
"130","3.bmp",7,0.85474,8,"Invalid"
"131","3.bmp",4,0.98663,5,"Surface"
"132","3.bmp",2,0.09784,2,"Surface"
