"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",1,0.06593,1,"Invalid"
"2","fruit.bmp",2,0.23002,2,"Surface"
"3","fruit.bmp",3,0.26243,3,"Surface"
"4","fruit.bmp",5,0.3778,5,"Invalid"
"5","fruit.bmp",4,0.5914,4,"Surface"
"6","fruit.bmp",1,0.72177,1,"Meaningful"
"7","fruit.bmp",6,0.70642,6,"Invalid"
"8","fruit.bmp",5,0.24632,5,"Surface"
"9","fruit.bmp",6,0.2301,6,"Surface"
"10","fruit.bmp",8,0.19795,8,"Invalid"
"11","fruit.bmp",7,1.13127,7,"Surface"
"12","intro.bmp",5,0.21336,5,"Invalid"
"13","intro.bmp",6,0.42706,6,"Surface"
"14","intro.bmp",8,0.23007,8,"Invalid"
"15","intro.bmp",4,0.32867,4,"Invalid"
"16","intro.bmp",5,0.65685,5,"Surface"
"17","intro.bmp",1,0.27913,1,"Invalid"
"18","intro.bmp",7,1.01867,7,"Meaningful"
"19","intro.bmp",6,0.19733,6,"Invalid"
"20","intro.bmp",2,0.32861,2,"Invalid"
"21","intro.bmp",5,0.50975,5,"Meaningful"
"22","intro.bmp",9,0.2958,9,"Invalid"
"23","intro.bmp",1,0.19703,1,"Invalid"
"24","intro.bmp",2,0.09804,2,"Surface"
"25","intro.bmp",1,0.44394,1,"Surface"
"26","intro.bmp",2,0.34577,2,"Surface"
"27","intro.bmp",3,0.32841,3,"Surface"
"28","intro.bmp",6,0.3287,6,"Meaningful"
"29","intro.bmp",4,0.21535,4,"Surface"
"30","intro.bmp",7,0.64092,7,"Meaningful"
"31","intro.bmp",8,0.23004,8,"Surface"
"32","intro.bmp",9,0.27828,9,"Surface"
"33","intro.bmp",8,0.24624,8,"Surface"
"34","intro.bmp",6,0.1152,6,"Invalid"
"35","intro.bmp",3,0.21114,3,"Meaningful"
"36","intro.bmp",2,0.23296,2,"Surface"
"37","intro.bmp",8,0.24563,8,"Meaningful"
"38","intro.bmp",5,0.27934,5,"Meaningful"
"39","intro.bmp",6,0.28054,6,"Surface"
"40","intro.bmp",9,0.21358,9,"Meaningful"
"41","intro.bmp",2,0.24681,2,"Invalid"
"42","intro.bmp",3,0.26403,3,"Surface"
"43","intro.bmp",6,0.29585,6,"Meaningful"
"44","intro.bmp",8,0.21361,8,"Invalid"
"45","intro.bmp",4,0.21405,4,"Invalid"
"46","intro.bmp",6,0.24178,6,"Surface"
"47","intro.bmp",3,0.24633,3,"Meaningful"
"48","intro.bmp",4,0.32886,4,"Invalid"
"49","intro.bmp",1,0.21265,1,"Meaningful"
"50","intro.bmp",7,0.19698,7,"Meaningful"
"51","intro.bmp",8,0.34486,8,"Surface"
"52","intro.bmp",9,0.24625,9,"Surface"
"53","intro.bmp",1,0.23017,1,"Invalid"
"54","intro.bmp",2,0.24727,2,"Surface"
"55","intro.bmp",6,0.87109,6,"Invalid"
"56","intro.bmp",3,0.26302,3,"Meaningful"
"57","intro.bmp",4,0.36127,4,"Invalid"
"58","intro.bmp",8,0.23006,8,"Invalid"
"59","intro.bmp",9,0.19221,9,"Surface"
"60","intro.bmp",2,0.24642,2,"Invalid"
"61","intro.bmp",1,0.64663,1,"Surface"
"62","intro.bmp",4,0.50892,4,"Meaningful"
"63","intro.bmp",9,0.27902,9,"Invalid"
"64","intro.bmp",1,0.62311,1,"Invalid"
"65","intro.bmp",4,0.37772,4,"Meaningful"
"66","intro.bmp",9,0.39433,9,"Invalid"
"67","intro.bmp",8,0.39428,8,"Surface"
"68","intro.bmp",7,0.27929,7,"Surface"
"69","intro.bmp",9,0.21214,9,"Surface"
"70","intro.bmp",7,0.46022,7,"Surface"
"71","0.bmp",9,0.32784,9,"Invalid"
"72","0.bmp",7,0.46019,7,"Meaningful"
"73","0.bmp",9,0.5095,9,"Meaningful"
"74","0.bmp",4,0.19752,4,"Invalid"
"75","0.bmp",9,0.29572,9,"Invalid"
"76","0.bmp",1,0.49215,1,"Invalid"
"77","0.bmp",2,0.73961,2,"Meaningful"
"78","0.bmp",3,0.21322,3,"Meaningful"
"79","0.bmp",6,0.52544,6,"Surface"
"80","0.bmp",2,0.19559,2,"Invalid"
"81","0.bmp",3,0.23025,3,"Meaningful"
"82","0.bmp",2,0.29573,2,"Meaningful"
"83","0.bmp",5,0.41217,5,"Surface"
"84","0.bmp",2,0.49315,2,"Surface"
"85","0.bmp",1,1.51282,1,"Meaningful"
"86","0.bmp",4,0.3778,4,"Surface"
"87","0.bmp",1,2.41543,1,"Surface"
"88","0.bmp",4,0.04951,4,"Surface"
"89","0.bmp",1,0.80499,1,"Surface"
"90","0.bmp",2,0.27906,2,"Meaningful"
"91","0.bmp",1,1.594,1,"Meaningful"
"92","0.bmp",9,0.27912,9,"Invalid"
"93","0.bmp",8,0.87116,8,"Meaningful"
"94","0.bmp",5,0.43077,5,"Surface"
"95","0.bmp",2,0.39513,2,"Surface"
"96","0.bmp",8,0.67406,8,"Surface"
"97","0.bmp",9,0.26204,9,"Meaningful"
"98","0.bmp",8,0.29568,8,"Meaningful"
"99","0.bmp",4,0.21891,4,"Invalid"
"100","0.bmp",7,0.27934,7,"Surface"
"101","0.bmp",4,0.32866,4,"Surface"
"102","0.bmp",1,0.32837,1,"Surface"
"103","0.bmp",3,0.7717,3,"Meaningful"
"104","0.bmp",2,0.26049,2,"Meaningful"
"105","0.bmp",8,0.21334,8,"Surface"
"106","0.bmp",7,0.21373,7,"Meaningful"
"107","0.bmp",5,0.29559,5,"Invalid"
"108","0.bmp",2,0.24653,2,"Surface"
"109","0.bmp",8,0.19749,8,"Surface"
"110","0.bmp",5,0.4436,5,"Surface"
"111","0.bmp",2,0.2717,2,"Surface"
"112","0.bmp",1,0.21638,1,"Meaningful"
"113","0.bmp",3,0.72045,3,"Meaningful"
"114","0.bmp",5,0.54278,5,"Invalid"
"115","0.bmp",4,0.34486,4,"Meaningful"
"116","0.bmp",7,0.26324,7,"Surface"
"117","0.bmp",9,0.72292,9,"Meaningful"
"118","0.bmp",8,0.37651,8,"Meaningful"
"119","0.bmp",4,0.3131,4,"Invalid"
"120","0.bmp",1,0.26297,1,"Surface"
"121","0.bmp",2,0.22997,2,"Meaningful"
"122","0.bmp",3,0.55869,3,"Meaningful"
"123","0.bmp",6,0.44344,6,"Surface"
"124","0.bmp",3,0.21407,3,"Surface"
"125","0.bmp",4,0.35921,4,"Invalid"
"126","0.bmp",6,0.42693,6,"Meaningful"
"127","0.bmp",3,0.73913,3,"Surface"
"128","0.bmp",6,1.41395,6,"Surface"
"129","1.bmp",9,0.37752,6,"Invalid"
"130","1.bmp",5,0.26282,3,"Surface"
"131","1.bmp",2,0.21391,8,"Invalid"
"132","1.bmp",1,0.34454,5,"Surface"
"133","1.bmp",3,0.39415,2,"Surface"
"134","1.bmp",9,0.34495,6,"Invalid"
"135","1.bmp",3,0.30055,2,"Invalid"
"136","1.bmp",6,0.49581,4,"Invalid"
"137","1.bmp",3,1.33104,2,"Invalid"
"138","1.bmp",6,0.75549,4,"Invalid"
"139","1.bmp",9,0.20216,6,"Meaningful"
"140","1.bmp",8,0.27892,9,"Surface"
"141","1.bmp",5,0.04944,3,"Surface"
"142","1.bmp",4,0.23003,1,"Meaningful"
"143","1.bmp",7,0.22981,7,"Surface"
"144","1.bmp",2,0.06561,8,"Meaningful"
"145","1.bmp",8,0.73905,9,"Meaningful"
"146","1.bmp",2,0.83826,8,"Meaningful"
"147","1.bmp",3,0.50923,2,"Surface"
"148","1.bmp",1,0.27898,5,"Surface"
"149","1.bmp",4,0.64057,1,"Invalid"
"150","1.bmp",9,0.26169,6,"Invalid"
"151","1.bmp",3,0.19733,2,"Invalid"
"152","1.bmp",8,0.60854,9,"Invalid"
"153","1.bmp",9,0.22957,6,"Surface"
"154","1.bmp",8,0.24623,9,"Surface"
"155","1.bmp",7,0.67814,7,"Meaningful"
"156","1.bmp",8,0.13315,9,"Meaningful"
"157","1.bmp",7,0.47678,7,"Meaningful"
"158","1.bmp",8,0.21339,9,"Meaningful"
"159","1.bmp",4,0.19734,1,"Invalid"
"160","1.bmp",2,0.21378,8,"Invalid"
"161","1.bmp",1,0.65735,5,"Surface"
"162","1.bmp",3,0.64073,2,"Surface"
"163","1.bmp",6,0.57513,4,"Invalid"
"164","1.bmp",5,0.21335,3,"Invalid"
"165","1.bmp",4,0.61204,1,"Meaningful"
"166","1.bmp",5,0.67405,3,"Meaningful"
"167","1.bmp",4,0.22368,1,"Meaningful"
"168","1.bmp",2,0.37883,8,"Invalid"
"169","1.bmp",6,0.44151,4,"Invalid"
"170","1.bmp",9,0.24707,6,"Meaningful"
"171","1.bmp",6,0.24658,4,"Meaningful"
"172","1.bmp",3,0.34488,2,"Invalid"
"173","1.bmp",9,0.31184,6,"Invalid"
"174","1.bmp",6,0.2766,4,"Meaningful"
"175","1.bmp",9,0.70648,6,"Meaningful"
"176","1.bmp",3,0.77234,2,"Invalid"
"177","1.bmp",2,0.36501,8,"Surface"
"178","1.bmp",1,1.3475,5,"Surface"
"179","2.bmp",5,0.21353,9,"Invalid"
"180","2.bmp",6,0.21423,8,"Meaningful"
"181","2.bmp",3,0.27982,5,"Surface"
"182","2.bmp",8,0.5409,1,"Invalid"
"183","2.bmp",5,0.2291,9,"Invalid"
"184","2.bmp",2,0.26262,4,"Invalid"
"185","2.bmp",1,0.31194,3,"Invalid"
"186","2.bmp",4,0.29544,2,"Meaningful"
"187","2.bmp",2,0.24649,4,"Invalid"
"188","2.bmp",1,0.55844,3,"Invalid"
"189","2.bmp",2,0.36049,4,"Invalid"
"190","2.bmp",1,0.41115,3,"Invalid"
"191","2.bmp",5,0.55469,9,"Surface"
"192","2.bmp",2,0.64105,4,"Invalid"
"193","2.bmp",6,0.4408,8,"Invalid"
"194","2.bmp",1,0.21443,3,"Invalid"
"195","2.bmp",2,0.24654,4,"Invalid"
"196","2.bmp",7,0.19711,6,"Meaningful"
"197","2.bmp",3,0.67352,5,"Meaningful"
"198","2.bmp",2,0.64117,4,"Meaningful"
"199","2.bmp",5,0.27919,9,"Invalid"
"200","2.bmp",8,0.29553,1,"Invalid"
"201","2.bmp",5,0.41077,9,"Invalid"
"202","2.bmp",2,0.53907,4,"Invalid"
"203","2.bmp",1,0.42752,3,"Invalid"
"204","2.bmp",3,0.89126,5,"Invalid"
"205","2.bmp",6,0.21304,8,"Surface"
"206","2.bmp",9,0.21341,7,"Meaningful"
"207","2.bmp",6,0.24593,8,"Meaningful"
"208","2.bmp",3,0.24776,5,"Surface"
"209","2.bmp",2,0.62648,4,"Meaningful"
"210","2.bmp",1,0.19743,3,"Invalid"
"211","2.bmp",2,1.41286,4,"Invalid"
"212","2.bmp",3,0.83931,5,"Meaningful"
"213","2.bmp",6,0.26344,8,"Surface"
"214","2.bmp",1,0.21341,3,"Invalid"
"215","2.bmp",2,0.39441,4,"Invalid"
"216","2.bmp",5,0.27924,9,"Invalid"
"217","2.bmp",9,0.19653,7,"Meaningful"
"218","2.bmp",6,0.29488,8,"Meaningful"
"219","2.bmp",3,0.19797,5,"Surface"
"220","2.bmp",2,0.77109,4,"Meaningful"
"221","2.bmp",9,0.22995,7,"Surface"
"222","2.bmp",8,0.96933,1,"Surface"
"223","2.bmp",6,0.49706,8,"Invalid"
"224","2.bmp",9,0.21382,7,"Meaningful"
"225","2.bmp",3,1.06772,5,"Invalid"
"226","2.bmp",2,0.45958,4,"Meaningful"
"227","2.bmp",1,0.31303,3,"Invalid"
"228","2.bmp",2,1.20508,4,"Invalid"
"229","2.bmp",5,0.22993,9,"Invalid"
"230","2.bmp",3,0.55802,5,"Invalid"
"231","2.bmp",4,0.90381,2,"Surface"
"232","2.bmp",5,0.77166,9,"Invalid"
"233","2.bmp",6,0.21379,8,"Meaningful"
"234","2.bmp",8,0.74151,1,"Invalid"
"235","2.bmp",9,1.92358,7,"Surface"
"236","2.bmp",6,1.15029,8,"Meaningful"
"237","2.bmp",3,3.25203,5,"Surface"
"238","2.bmp",2,0.22922,4,"Meaningful"
"239","2.bmp",5,1.28367,9,"Invalid"
"240","2.bmp",8,0.73816,1,"Invalid"
"241","2.bmp",7,2.02089,6,"Invalid"
"242","2.bmp",4,1.56499,2,"Invalid"
"243","2.bmp",5,0.24666,9,"Invalid"
"244","2.bmp",1,0.80409,3,"Surface"
"245","2.bmp",4,0.14774,2,"Meaningful"
"246","2.bmp",3,1.33049,5,"Surface"
"247","2.bmp",6,1.1153,8,"Surface"
"248","2.bmp",5,0.34442,9,"Meaningful"
"249","2.bmp",7,0.31126,6,"Surface"
"250","2.bmp",5,0.88752,9,"Surface"
"251","2.bmp",6,1.02083,8,"Meaningful"
"252","2.bmp",5,0.65804,9,"Meaningful"
"253","2.bmp",3,0.22989,5,"Invalid"
"254","2.bmp",2,0.31227,4,"Meaningful"
"255","2.bmp",9,0.52402,7,"Surface"
"256","2.bmp",6,0.70599,8,"Meaningful"
"257","3.bmp",5,1.38109,9,"Invalid"
"258","3.bmp",8,0.57463,5,"Invalid"
"259","3.bmp",9,0.23053,1,"Invalid"
"260","3.bmp",6,0.06554,3,"Meaningful"
"261","3.bmp",5,0.55843,9,"Surface"
"262","3.bmp",6,0.64066,3,"Surface"
"263","3.bmp",9,0.36879,1,"Meaningful"
"264","3.bmp",6,0.98322,3,"Meaningful"
"265","3.bmp",8,0.214,5,"Invalid"
"266","3.bmp",5,1.23261,9,"Invalid"
"267","3.bmp",2,1.0182,6,"Surface"
"268","3.bmp",9,0.49329,1,"Invalid"
"269","3.bmp",5,0.73884,9,"Invalid"
"270","3.bmp",2,0.32874,6,"Surface"
"271","3.bmp",5,0.3779,9,"Surface"
"272","3.bmp",6,1.5279,3,"Surface"
"273","3.bmp",5,0.24669,9,"Surface"
"274","3.bmp",6,0.34547,3,"Surface"
"275","3.bmp",3,0.27902,8,"Invalid"
"276","3.bmp",5,0.44356,9,"Meaningful"
"277","3.bmp",9,0.32883,1,"Invalid"
"278","3.bmp",6,1.13487,3,"Meaningful"
"279","3.bmp",9,0.24583,1,"Meaningful"
"280","3.bmp",6,0.31187,3,"Meaningful"
"281","3.bmp",9,1.1512,1,"Meaningful"
"282","3.bmp",8,0.55811,5,"Invalid"
"283","3.bmp",9,0.6412,1,"Invalid"
"284","3.bmp",7,0.21346,7,"Surface"
"285","3.bmp",3,0.38286,8,"Meaningful"
"286","3.bmp",4,0.77152,4,"Invalid"
"287","3.bmp",1,0.91944,2,"Invalid"
"288","3.bmp",8,0.39533,5,"Surface"
"289","3.bmp",4,0.80505,4,"Meaningful"
"290","3.bmp",5,0.3447,9,"Invalid"
"291","3.bmp",7,0.36136,7,"Meaningful"
"292","3.bmp",1,2.10279,2,"Invalid"
"293","3.bmp",4,0.50842,4,"Invalid"
"294","3.bmp",5,0.37817,9,"Invalid"
"295","3.bmp",3,0.55749,8,"Meaningful"
"296","3.bmp",7,0.11459,7,"Meaningful"
"297","3.bmp",4,2.47873,4,"Surface"
"298","3.bmp",1,0.21204,2,"Invalid"
"299","3.bmp",3,1.00052,8,"Surface"
"300","3.bmp",4,0.19662,4,"Invalid"
"301","3.bmp",6,0.72269,3,"Invalid"
"302","3.bmp",3,0.57443,8,"Invalid"
"303","3.bmp",2,1.2843,6,"Invalid"
"304","3.bmp",1,0.47632,2,"Invalid"
"305","3.bmp",4,0.8901,4,"Invalid"
"306","3.bmp",7,0.73761,7,"Surface"
"307","3.bmp",8,0.31201,5,"Invalid"
"308","3.bmp",5,0.93616,9,"Invalid"
"309","3.bmp",7,0.47659,7,"Meaningful"
"310","3.bmp",9,0.19745,1,"Surface"
"311","3.bmp",6,0.21341,3,"Meaningful"
"312","3.bmp",2,0.23001,6,"Surface"
"313","3.bmp",3,0.3284,8,"Invalid"
"314","3.bmp",6,1.24936,3,"Invalid"
"315","3.bmp",9,0.0983,1,"Meaningful"
"316","3.bmp",6,0.29559,3,"Meaningful"
"317","3.bmp",5,0.90314,9,"Surface"
"318","3.bmp",8,0.55914,5,"Invalid"
"319","3.bmp",4,0.96961,4,"Meaningful"
"320","3.bmp",7,0.13113,7,"Surface"
"321","3.bmp",8,1.0838,5,"Invalid"
"322","3.bmp",4,0.05463,4,"Meaningful"
"323","3.bmp",1,0.21341,2,"Invalid"
"324","3.bmp",2,0.88708,6,"Invalid"
"325","3.bmp",4,0.62478,4,"Meaningful"
"326","3.bmp",5,0.31293,9,"Invalid"
"327","3.bmp",6,0.18097,3,"Surface"
"328","3.bmp",9,0.21423,1,"Meaningful"
"329","3.bmp",6,0.21335,3,"Meaningful"
"330","3.bmp",3,1.18206,8,"Invalid"
"331","3.bmp",6,1.60581,3,"Invalid"
"332","3.bmp",9,0.21353,1,"Meaningful"
"333","3.bmp",5,0.29544,9,"Invalid"
