"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","fruit.bmp",7,0.4529,7,"Invalid"
"2","fruit.bmp",6,0.52615,6,"Invalid"
"3","fruit.bmp",9,0.26245,9,"Meaningful"
"4","fruit.bmp",3,0.33098,3,"Meaningful"
"5","fruit.bmp",9,2.4636,9,"Meaningful"
"6","intro.bmp",8,0.85453,8,"Invalid"
"7","intro.bmp",4,0.31181,4,"Invalid"
"8","intro.bmp",2,0.47663,2,"Invalid"
"9","intro.bmp",1,0.32422,1,"Surface"
"10","intro.bmp",2,0.19689,2,"Surface"
"11","intro.bmp",8,0.26257,8,"Meaningful"
"12","intro.bmp",9,0.246,9,"Surface"
"13","intro.bmp",8,0.26396,8,"Surface"
"14","intro.bmp",9,0.6076,9,"Surface"
"15","intro.bmp",8,0.41064,8,"Surface"
"16","intro.bmp",4,0.14781,4,"Invalid"
"17","intro.bmp",9,1.63988,9,"Invalid"
"18","intro.bmp",8,1.54606,8,"Surface"
"19","intro.bmp",4,0.49524,4,"Invalid"
"20","intro.bmp",5,0.50951,5,"Surface"
"21","intro.bmp",9,0.2466,9,"Invalid"
"22","intro.bmp",5,0.67265,5,"Invalid"
"23","intro.bmp",7,0.19691,7,"Invalid"
"24","intro.bmp",8,0.23143,8,"Surface"
"25","intro.bmp",7,0.81237,7,"Surface"
"26","intro.bmp",9,0.29629,9,"Surface"
"27","intro.bmp",8,0.40681,8,"Surface"
"28","intro.bmp",9,0.24645,9,"Surface"
"29","intro.bmp",7,1.42965,7,"Surface"
"30","intro.bmp",6,0.4105,6,"Invalid"
"31","intro.bmp",3,0.22907,3,"Meaningful"
"32","intro.bmp",2,0.41013,2,"Surface"
"33","intro.bmp",1,0.52507,1,"Surface"
"34","intro.bmp",9,1.34848,9,"Invalid"
"35","intro.bmp",6,0.7262,6,"Meaningful"
"36","intro.bmp",3,0.39424,3,"Meaningful"
"37","intro.bmp",5,0.33262,5,"Invalid"
"38","intro.bmp",8,0.49242,8,"Meaningful"
"39","intro.bmp",5,0.24602,5,"Meaningful"
"40","intro.bmp",4,0.34457,4,"Surface"
"41","intro.bmp",6,0.49278,6,"Surface"
"42","intro.bmp",5,0.34491,5,"Surface"
"43","intro.bmp",8,0.21329,8,"Meaningful"
"44","intro.bmp",5,0.27943,5,"Meaningful"
"45","intro.bmp",8,2.1852,8,"Meaningful"
"46","intro.bmp",1,0.19627,1,"Invalid"
"47","intro.bmp",2,0.5919,2,"Surface"
"48","intro.bmp",3,0.24641,3,"Surface"
"49","intro.bmp",6,0.60781,6,"Meaningful"
"50","intro.bmp",4,0.26304,4,"Surface"
"51","intro.bmp",6,0.32817,6,"Surface"
"52","intro.bmp",8,0.33078,8,"Invalid"
"53","intro.bmp",7,0.82162,7,"Surface"
"54","intro.bmp",9,0.82203,9,"Surface"
"55","intro.bmp",6,0.88524,6,"Meaningful"
"56","intro.bmp",3,0.67344,3,"Meaningful"
"57","intro.bmp",2,0.37787,2,"Surface"
"58","intro.bmp",3,0.72246,3,"Surface"
"59","intro.bmp",5,0.32861,5,"Invalid"
"60","intro.bmp",4,0.65889,4,"Surface"
"61","intro.bmp",5,1.33064,5,"Surface"
"62","intro.bmp",8,0.67287,8,"Meaningful"
"63","intro.bmp",7,0.21314,7,"Surface"
"64","intro.bmp",3,0.24548,3,"Invalid"
"65","intro.bmp",1,0.49343,1,"Surface"
"66","0.bmp",3,0.49306,3,"Invalid"
"67","0.bmp",6,0.31214,6,"Surface"
"68","0.bmp",5,0.66774,5,"Meaningful"
"69","0.bmp",6,0.47549,6,"Meaningful"
"70","0.bmp",3,0.87022,3,"Surface"
"71","0.bmp",6,0.57479,6,"Surface"
"72","0.bmp",5,0.83645,5,"Meaningful"
"73","0.bmp",6,0.2142,6,"Meaningful"
"74","0.bmp",3,0.87025,3,"Surface"
"75","0.bmp",9,0.44367,9,"Surface"
"76","0.bmp",8,0.29673,8,"Meaningful"
"77","0.bmp",9,0.21346,9,"Meaningful"
"78","0.bmp",3,0.345,3,"Surface"
"79","0.bmp",7,0.31142,7,"Invalid"
"80","0.bmp",8,0.24611,8,"Meaningful"
"81","0.bmp",9,0.28072,9,"Meaningful"
"82","0.bmp",3,0.26309,3,"Surface"
"83","0.bmp",4,0.2276,4,"Invalid"
"84","0.bmp",3,0.3623,3,"Invalid"
"85","0.bmp",5,0.34479,5,"Invalid"
"86","0.bmp",8,0.3304,8,"Surface"
"87","0.bmp",9,0.39456,9,"Meaningful"
"88","0.bmp",8,0.24747,8,"Meaningful"
"89","0.bmp",5,0.64104,5,"Surface"
"90","0.bmp",6,0.24635,6,"Meaningful"
"91","0.bmp",1,0.19766,1,"Invalid"
"92","0.bmp",9,0.31284,9,"Invalid"
"93","0.bmp",8,0.26279,8,"Meaningful"
"94","0.bmp",5,0.26221,5,"Surface"
"95","0.bmp",3,0.19713,3,"Invalid"
"96","0.bmp",2,0.64003,2,"Meaningful"
"97","0.bmp",1,0.59092,1,"Meaningful"
"98","0.bmp",2,0.1971,2,"Meaningful"
"99","0.bmp",1,0.26291,1,"Meaningful"
"100","0.bmp",2,0.52536,2,"Meaningful"
"101","0.bmp",1,0.62282,1,"Meaningful"
"102","0.bmp",2,0.37128,2,"Meaningful"
"103","0.bmp",4,0.19696,4,"Invalid"
"104","0.bmp",9,0.90323,9,"Invalid"
"105","0.bmp",6,0.27911,6,"Surface"
"106","0.bmp",5,0.1976,5,"Meaningful"
"107","0.bmp",4,0.21579,4,"Meaningful"
"108","0.bmp",9,0.44228,9,"Invalid"
"109","0.bmp",4,1.28117,4,"Invalid"
"110","0.bmp",6,0.21376,6,"Meaningful"
"111","1.bmp",9,0.98682,8,"Invalid"
"112","1.bmp",1,1.97057,2,"Surface"
"113","1.bmp",4,0.30916,6,"Invalid"
"114","1.bmp",9,0.97132,8,"Invalid"
"115","1.bmp",8,1.05309,9,"Meaningful"
"116","1.bmp",7,1.45509,4,"Invalid"
"117","1.bmp",9,0.22937,8,"Invalid"
"118","1.bmp",5,0.07935,5,"Surface"
"119","1.bmp",8,0.23012,9,"Invalid"
"120","1.bmp",7,0.21446,4,"Invalid"
"121","1.bmp",5,0.23006,5,"Meaningful"
"122","1.bmp",2,0.3615,1,"Invalid"
"123","1.bmp",1,0.6578,2,"Meaningful"
"124","1.bmp",5,0.83818,5,"Surface"
"125","1.bmp",9,0.19621,8,"Surface"
"126","1.bmp",3,1.53448,3,"Invalid"
"127","1.bmp",4,0.29509,6,"Surface"
"128","1.bmp",8,0.55907,9,"Surface"
"129","1.bmp",7,0.44391,4,"Invalid"
"130","1.bmp",4,0.34537,6,"Meaningful"
"131","1.bmp",3,2.84111,3,"Surface"
"132","2.bmp",6,0.27933,6,"Invalid"
"133","2.bmp",5,0.29591,7,"Invalid"
"134","2.bmp",6,0.31036,6,"Invalid"
"135","2.bmp",5,0.39439,7,"Invalid"
"136","2.bmp",6,0.34441,6,"Invalid"
"137","2.bmp",4,0.21101,9,"Surface"
"138","2.bmp",8,0.60753,3,"Surface"
"139","2.bmp",4,0.4445,9,"Surface"
"140","2.bmp",5,0.46021,7,"Meaningful"
"141","2.bmp",8,1.87214,3,"Invalid"
"142","2.bmp",4,0.21478,9,"Surface"
"143","2.bmp",3,0.6078,5,"Invalid"
"144","2.bmp",2,0.41064,2,"Surface"
"145","2.bmp",4,0.36159,9,"Invalid"
"146","2.bmp",7,0.44434,1,"Invalid"
"147","2.bmp",9,0.55853,4,"Surface"
"148","2.bmp",6,0.7722,6,"Meaningful"
"149","2.bmp",5,1.13602,7,"Invalid"
"150","2.bmp",2,0.24664,2,"Invalid"
"151","2.bmp",5,0.24646,7,"Invalid"
