"","slide","initialAOI","fixationTime","correctedAOI","Transition"
"1","intro.bmp",7,0.29481,7,"Invalid"
"2","intro.bmp",5,0.52624,5,"Invalid"
"3","intro.bmp",6,0.26079,6,"Surface"
"4","intro.bmp",3,0.26293,3,"Meaningful"
"5","intro.bmp",4,0.27911,4,"Invalid"
"6","intro.bmp",1,0.24802,1,"Meaningful"
"7","intro.bmp",2,0.36102,2,"Surface"
"8","intro.bmp",8,0.19738,8,"Meaningful"
"9","intro.bmp",9,0.42742,9,"Surface"
"10","intro.bmp",6,0.24606,6,"Meaningful"
"11","intro.bmp",4,0.23038,4,"Surface"
"12","intro.bmp",2,0.21324,2,"Invalid"
"13","intro.bmp",7,0.26242,7,"Invalid"
"14","intro.bmp",4,0.24585,4,"Meaningful"
"15","intro.bmp",6,0.1652,6,"Surface"
"16","intro.bmp",3,1.42967,3,"Meaningful"
"17","intro.bmp",2,0.23012,2,"Surface"
"18","intro.bmp",8,0.27911,8,"Meaningful"
"19","0.bmp",2,1.14974,2,"Invalid"
"20","0.bmp",4,0.32909,4,"Invalid"
"21","0.bmp",7,0.31197,7,"Surface"
"22","0.bmp",9,0.26191,9,"Meaningful"
"23","0.bmp",5,0.44344,5,"Invalid"
"24","0.bmp",8,0.45819,8,"Surface"
"25","0.bmp",6,0.21411,6,"Invalid"
"26","0.bmp",3,0.21467,3,"Surface"
"27","0.bmp",4,0.78437,4,"Invalid"
"28","0.bmp",5,0.52613,5,"Meaningful"
"29","0.bmp",6,0.42827,6,"Meaningful"
"30","0.bmp",7,0.19719,7,"Invalid"
"31","0.bmp",1,0.19617,1,"Surface"
"32","0.bmp",2,0.9348,2,"Meaningful"
"33","0.bmp",3,0.39429,3,"Meaningful"
"34","0.bmp",9,0.09853,9,"Surface"
"35","0.bmp",4,0.91996,4,"Invalid"
"36","0.bmp",5,0.24516,5,"Meaningful"
"37","0.bmp",7,0.72416,7,"Invalid"
"38","0.bmp",3,0.1985,3,"Invalid"
"39","0.bmp",5,0.32772,5,"Invalid"
"40","0.bmp",8,0.29806,8,"Surface"
"41","0.bmp",6,0.21322,6,"Invalid"
"42","0.bmp",2,0.26245,2,"Invalid"
"43","0.bmp",9,0.49207,9,"Invalid"
"44","0.bmp",1,0.62458,1,"Invalid"
"45","0.bmp",6,0.34745,6,"Invalid"
"46","0.bmp",8,0.22982,8,"Invalid"
"47","0.bmp",5,0.46378,5,"Surface"
"48","0.bmp",3,0.22978,3,"Invalid"
"49","0.bmp",4,0.19824,4,"Invalid"
"50","0.bmp",7,0.21392,7,"Surface"
"51","0.bmp",6,0.42732,6,"Invalid"
"52","0.bmp",4,0.2971,4,"Meaningful"
"53","0.bmp",9,0.81942,9,"Invalid"
"54","0.bmp",5,0.21384,5,"Invalid"
"55","0.bmp",3,0.06572,3,"Invalid"
"56","0.bmp",9,1.51093,9,"Surface"
"57","0.bmp",3,0.70563,3,"Surface"
"58","0.bmp",5,0.05029,5,"Invalid"
"59","0.bmp",7,0.31298,7,"Invalid"
"60","0.bmp",4,0.29651,4,"Surface"
"61","0.bmp",7,0.36099,7,"Surface"
"62","0.bmp",6,0.27814,6,"Invalid"
"63","0.bmp",3,0.32912,3,"Surface"
"64","0.bmp",1,0.24619,1,"Meaningful"
"65","0.bmp",2,0.66079,2,"Meaningful"
"66","0.bmp",5,0.22878,5,"Surface"
"67","0.bmp",8,0.21361,8,"Surface"
"68","0.bmp",3,1.26563,3,"Invalid"
"69","0.bmp",9,0.64062,9,"Surface"
"70","0.bmp",5,0.55819,5,"Invalid"
"71","0.bmp",1,0.57291,1,"Invalid"
"72","0.bmp",5,1.52739,5,"Invalid"
"73","0.bmp",4,0.21344,4,"Meaningful"
"74","0.bmp",7,0.34443,7,"Surface"
"75","0.bmp",8,0.49257,8,"Meaningful"
"76","0.bmp",2,0.84002,2,"Surface"
"77","0.bmp",4,0.90967,4,"Invalid"
"78","0.bmp",6,0.26253,6,"Meaningful"
"79","0.bmp",3,0.32889,3,"Surface"
"80","0.bmp",7,0.21364,7,"Invalid"
"81","0.bmp",8,0.93609,8,"Meaningful"
"82","0.bmp",2,0.5898,2,"Surface"
"83","0.bmp",7,0.88759,7,"Invalid"
"84","0.bmp",8,0.68831,8,"Meaningful"
"85","1.bmp",5,0.57494,7,"Invalid"
"86","1.bmp",1,0.24637,5,"Invalid"
"87","1.bmp",2,0.27902,6,"Meaningful"
"88","1.bmp",3,0.14783,9,"Surface"
"89","1.bmp",4,0.37114,3,"Surface"
"90","1.bmp",8,0.36197,8,"Invalid"
"91","1.bmp",9,0.32857,4,"Invalid"
"92","1.bmp",8,0.36105,8,"Invalid"
"93","1.bmp",1,0.22977,5,"Surface"
"94","1.bmp",6,0.19681,2,"Surface"
"95","1.bmp",8,0.26247,8,"Surface"
"96","1.bmp",5,0.83825,7,"Meaningful"
"97","1.bmp",2,0.2299,6,"Invalid"
"98","1.bmp",3,0.44354,9,"Surface"
"99","1.bmp",4,0.73869,3,"Surface"
"100","1.bmp",7,0.655,1,"Meaningful"
"101","1.bmp",9,0.3576,4,"Surface"
"102","1.bmp",8,0.59209,8,"Invalid"
"103","1.bmp",2,0.2957,6,"Invalid"
"104","1.bmp",1,0.575,5,"Meaningful"
"105","1.bmp",6,0.21245,2,"Surface"
"106","1.bmp",8,0.46033,8,"Surface"
"107","1.bmp",4,0.5414,3,"Invalid"
"108","1.bmp",2,0.29547,6,"Surface"
"109","1.bmp",4,0.32903,3,"Surface"
"110","1.bmp",3,0.50999,9,"Surface"
"111","1.bmp",5,0.54169,7,"Meaningful"
"112","1.bmp",8,0.22992,8,"Meaningful"
