"","slide","initialAOI","fixationTime","correctedAOI"
"1","fruit.bmp",4,0.7724,4
"2","fruit.bmp",4,0.2628,4
"3","fruit.bmp",1,0.34437,1
"4","fruit.bmp",4,0.41295,4
"5","fruit.bmp",7,0.26318,7
"6","fruit.bmp",0,0.2793,0
"7","fruit.bmp",3,0.23028,3
"8","fruit.bmp",6,0.72312,6
"9","fruit.bmp",6,0.20981,6
"10","fruit.bmp",4,0.19684,4
"11","fruit.bmp",1,0.32845,1
"12","fruit.bmp",2,0.27946,2
"13","fruit.bmp",3,0.21465,3
"14","fruit.bmp",1,0.21409,1
"15","fruit.bmp",4,0.24725,4
"16","fruit.bmp",4,0.44335,4
"17","fruit.bmp",0,0.50951,0
"18","fruit.bmp",0,0.55819,0
"19","fruit.bmp",8,0.30997,8
"20","fruit.bmp",7,0.26288,7
"21","fruit.bmp",1,0.21415,1
"22","fruit.bmp",5,0.45797,5
"23","fruit.bmp",4,0.37756,4
"24","fruit.bmp",4,0.36102,4
"25","fruit.bmp",9,0.34734,9
"26","fruit.bmp",4,0.4263,4
"27","fruit.bmp",1,0.26274,1
"28","fruit.bmp",0,0.41055,0
"29","fruit.bmp",1,0.09882,1
"30","fruit.bmp",1,0.42693,1
"31","fruit.bmp",1,0.67412,1
"32","fruit.bmp",1,0.45913,1
"33","fruit.bmp",7,0.297,7
"34","fruit.bmp",7,0.45992,7
"35","fruit.bmp",9,0.85434,9
"36","intro.bmp",9,1.18276,9
"37","intro.bmp",4,0.3449,4
"38","intro.bmp",10,0.21317,10
"39","intro.bmp",4,1.33311,4
"40","intro.bmp",1,0.29554,1
"41","intro.bmp",10,0.46018,10
"42","intro.bmp",9,1.3305,9
"43","intro.bmp",1,0.31187,1
"44","intro.bmp",7,0.24664,7
"45","intro.bmp",7,0.83679,7
"46","intro.bmp",0,0.29477,0
"47","intro.bmp",3,0.19794,3
"48","intro.bmp",0,0.26283,0
"49","intro.bmp",7,0.6571,7
"50","intro.bmp",1,0.93501,1
"51","intro.bmp",0,0.55838,0
"52","intro.bmp",7,0.77206,7
"53","intro.bmp",7,0.46,7
"54","intro.bmp",5,0.27877,5
"55","intro.bmp",5,0.36325,5
"56","intro.bmp",9,0.24638,9
"57","intro.bmp",1,0.22852,1
"58","intro.bmp",7,0.37527,7
"59","intro.bmp",4,0.36195,4
"60","intro.bmp",5,0.26316,5
"61","intro.bmp",10,0.22886,10
"62","intro.bmp",0,0.41587,0
"63","intro.bmp",2,0.41125,2
"64","intro.bmp",10,0.19661,10
"65","intro.bmp",0,0.80499,0
"66","intro.bmp",1,0.24681,1
"67","intro.bmp",2,0.21377,2
"68","intro.bmp",1,0.32841,1
"69","intro.bmp",2,0.26218,2
"70","intro.bmp",3,0.26257,3
"71","intro.bmp",4,0.1972,4
"72","intro.bmp",7,0.19881,7
"73","intro.bmp",8,0.27988,8
"74","intro.bmp",7,1.03477,7
"75","intro.bmp",1,0.24635,1
"76","intro.bmp",1,0.4426,1
"77","intro.bmp",2,0.21354,2
"78","intro.bmp",3,0.21684,3
"79","intro.bmp",6,0.24689,6
"80","intro.bmp",8,0.26387,8
"81","intro.bmp",7,0.39299,7
"82","intro.bmp",5,0.31372,5
"83","intro.bmp",2,0.27921,2
"84","intro.bmp",4,0.21355,4
"85","intro.bmp",9,0.19696,9
"86","intro.bmp",8,0.22997,8
"87","intro.bmp",6,0.2135,6
"88","intro.bmp",1,0.19689,1
"89","intro.bmp",1,0.41087,1
"90","intro.bmp",7,0.19718,7
"91","intro.bmp",7,0.44329,7
"92","intro.bmp",7,0.5419,7
"93","intro.bmp",8,0.21362,8
"94","intro.bmp",6,0.36115,6
"95","intro.bmp",2,0.26291,2
"96","intro.bmp",1,0.26156,1
"97","intro.bmp",2,0.22896,2
"98","intro.bmp",3,0.37863,3
