"","slide","initialAOI","fixationTime","correctedAOI"
"1","fruit.bmp",0,0.26636,0
"2","fruit.bmp",0,0.23023,0
"3","fruit.bmp",2,0.34534,2
"4","fruit.bmp",0,0.22966,0
"5","fruit.bmp",4,0.09855,4
"6","fruit.bmp",4,0.21335,4
"7","fruit.bmp",4,0.34527,4
"8","fruit.bmp",0,0.21347,0
"9","fruit.bmp",4,0.19712,4
"10","fruit.bmp",4,0.23007,4
"11","fruit.bmp",1,0.24617,1
"12","fruit.bmp",7,0.34473,7
"13","fruit.bmp",10,0.21355,10
"14","fruit.bmp",4,0.21631,4
"15","fruit.bmp",1,0.34515,1
"16","fruit.bmp",1,0.57434,1
"17","fruit.bmp",1,0.34522,1
"18","fruit.bmp",1,0.4108,1
"19","fruit.bmp",6,0.23023,6
"20","fruit.bmp",7,0.70417,7
"21","fruit.bmp",7,0.2628,7
"22","intro.bmp",8,0.47636,8
"23","intro.bmp",10,0.22947,10
"24","intro.bmp",0,0.19711,0
"25","intro.bmp",0,0.31219,0
"26","intro.bmp",6,0.14756,6
"27","intro.bmp",7,0.21461,7
"28","intro.bmp",10,0.26275,10
"29","intro.bmp",3,0.46011,3
"30","intro.bmp",5,0.24578,5
"31","intro.bmp",2,0.21352,2
"32","intro.bmp",6,0.26302,6
"33","intro.bmp",0,0.04977,0
"34","intro.bmp",10,0.5923,10
"35","intro.bmp",9,0.27957,9
"36","intro.bmp",6,0.21191,6
"37","intro.bmp",7,0.19704,7
"38","intro.bmp",10,0.21355,10
"39","intro.bmp",0,0.2465,0
"40","intro.bmp",1,0.24661,1
"41","intro.bmp",2,0.24626,2
"42","intro.bmp",0,0.29565,0
"43","intro.bmp",0,0.21611,0
"44","intro.bmp",0,0.29553,0
"45","intro.bmp",10,0.21356,10
"46","intro.bmp",0,0.32856,0
"47","intro.bmp",0,0.27913,0
"48","intro.bmp",8,0.32888,8
"49","intro.bmp",8,0.32854,8
"50","intro.bmp",0,0.3122,0
"51","intro.bmp",1,0.22972,1
"52","intro.bmp",2,0.32866,2
"53","intro.bmp",3,0.26339,3
"54","intro.bmp",6,0.25037,6
"55","intro.bmp",9,0.2466,9
"56","intro.bmp",8,0.19691,8
"57","intro.bmp",6,0.06538,6
"58","intro.bmp",8,0.21396,8
"59","intro.bmp",5,0.23045,5
"60","intro.bmp",9,0.21336,9
"61","intro.bmp",8,0.31828,8
"62","intro.bmp",1,0.21189,1
"63","intro.bmp",4,0.23014,4
"64","intro.bmp",7,0.23,7
"65","intro.bmp",0,0.19717,0
"66","intro.bmp",5,0.21333,5
"67","intro.bmp",6,0.44337,6
"68","intro.bmp",9,0.27928,9
"69","intro.bmp",8,0.23003,8
"70","intro.bmp",9,0.2308,9
"71","intro.bmp",6,0.24652,6
"72","intro.bmp",3,0.37786,3
"73","intro.bmp",4,0.23,4
"74","intro.bmp",4,0.34357,4
"75","intro.bmp",6,0.24662,6
"76","intro.bmp",3,0.24652,3
"77","intro.bmp",1,0.34588,1
"78","intro.bmp",7,0.29537,7
"79","intro.bmp",8,0.31201,8
"80","intro.bmp",9,0.39445,9
"81","intro.bmp",2,0.50879,2
"82","0.bmp",6,0.36117,6
"83","0.bmp",5,0.31229,5
"84","0.bmp",0,0.20423,0
"85","0.bmp",0,0.2794,0
"86","0.bmp",8,0.19707,8
"87","0.bmp",9,0.32819,9
"88","0.bmp",8,0.2466,8
"89","0.bmp",9,0.18081,9
"90","0.bmp",5,0.52567,5
"91","0.bmp",2,0.19685,2
"92","0.bmp",8,0.45879,8
"93","0.bmp",8,0.31252,8
"94","0.bmp",6,0.32891,6
"95","0.bmp",1,0.26292,1
"96","0.bmp",4,0.27891,4
"97","0.bmp",10,0.21321,10
"98","0.bmp",7,0.55886,7
"99","0.bmp",3,0.36116,3
"100","0.bmp",6,0.58003,6
"101","0.bmp",4,0.21772,4
"102","0.bmp",2,0.23107,2
"103","0.bmp",1,0.26306,1
"104","0.bmp",1,0.49414,1
"105","0.bmp",2,0.21682,2
"106","0.bmp",3,0.29336,3
"107","0.bmp",6,0.2466,6
"108","0.bmp",9,0.21355,9
"109","0.bmp",6,0.29774,6
