"","slide","initialAOI","fixationTime","correctedAOI"
"1","fruit.bmp",7,0.04935,7
"2","fruit.bmp",7,0.05862,7
"3","fruit.bmp",7,0.34493,7
"4","fruit.bmp",6,0.13203,6
"5","fruit.bmp",6,0.39412,6
"6","fruit.bmp",9,0.26245,9
"7","fruit.bmp",3,0.33098,3
"8","fruit.bmp",9,0.2466,9
"9","fruit.bmp",9,0.54185,9
"10","intro.bmp",9,1.67515,9
"11","intro.bmp",8,0.85453,8
"12","intro.bmp",0,0.29533,0
"13","intro.bmp",4,0.31181,4
"14","intro.bmp",2,0.22994,2
"15","intro.bmp",2,0.24669,2
"16","intro.bmp",0,0.26325,0
"17","intro.bmp",1,0.32422,1
"18","intro.bmp",2,0.19689,2
"19","intro.bmp",0,0.26437,0
"20","intro.bmp",0,0.42796,0
"21","intro.bmp",8,0.26257,8
"22","intro.bmp",9,0.246,9
"23","intro.bmp",8,0.26396,8
"24","intro.bmp",10,0.49333,10
"25","intro.bmp",9,0.6076,9
"26","intro.bmp",8,0.41064,8
"27","intro.bmp",4,0.14781,4
"28","intro.bmp",9,0.90364,9
"29","intro.bmp",9,0.73624,9
"30","intro.bmp",8,0.42738,8
"31","intro.bmp",8,0.37784,8
"32","intro.bmp",8,0.74084,8
"33","intro.bmp",4,0.2641,4
"34","intro.bmp",4,0.23114,4
"35","intro.bmp",5,0.50951,5
"36","intro.bmp",9,0.2466,9
"37","intro.bmp",5,0.21294,5
"38","intro.bmp",0,0.49306,0
"39","intro.bmp",5,0.45971,5
"40","intro.bmp",7,0.19691,7
"41","intro.bmp",8,0.23143,8
"42","intro.bmp",7,0.47641,7
"43","intro.bmp",7,0.33596,7
"44","intro.bmp",9,0.29629,9
"45","intro.bmp",8,0.40681,8
"46","intro.bmp",9,0.24645,9
"47","intro.bmp",7,0.75571,7
"48","intro.bmp",7,0.67394,7
"49","intro.bmp",6,0.4105,6
"50","intro.bmp",3,0.22907,3
"51","intro.bmp",2,0.41013,2
"52","intro.bmp",1,0.22984,1
"53","intro.bmp",1,0.29523,1
"54","intro.bmp",9,0.67472,9
"55","intro.bmp",9,0.67376,9
"56","intro.bmp",6,0.49267,6
"57","intro.bmp",6,0.23353,6
"58","intro.bmp",3,0.39424,3
"59","intro.bmp",5,0.33262,5
"60","intro.bmp",8,0.49242,8
"61","intro.bmp",0,0.24628,0
"62","intro.bmp",5,0.24602,5
"63","intro.bmp",4,0.34457,4
"64","intro.bmp",6,0.49278,6
"65","intro.bmp",5,0.34491,5
"66","intro.bmp",8,0.21329,8
"67","intro.bmp",5,0.27943,5
"68","intro.bmp",10,0.1972,10
"69","intro.bmp",8,2.1852,8
"70","intro.bmp",1,0.19627,1
"71","intro.bmp",2,0.5919,2
"72","intro.bmp",3,0.24641,3
"73","intro.bmp",6,0.60781,6
"74","intro.bmp",0,0.4763,0
"75","intro.bmp",4,0.26304,4
"76","intro.bmp",6,0.32817,6
"77","intro.bmp",8,0.33078,8
"78","intro.bmp",7,0.82162,7
"79","intro.bmp",9,0.31281,9
"80","intro.bmp",9,0.50922,9
"81","intro.bmp",6,0.88524,6
"82","intro.bmp",3,0.67344,3
"83","intro.bmp",2,0.37787,2
"84","intro.bmp",3,0.72246,3
"85","intro.bmp",5,0.32861,5
"86","intro.bmp",4,0.23128,4
"87","intro.bmp",4,0.42761,4
"88","intro.bmp",5,0.62421,5
"89","intro.bmp",5,0.70643,5
"90","intro.bmp",8,0.19668,8
"91","intro.bmp",8,0.47619,8
"92","intro.bmp",7,0.21314,7
"93","intro.bmp",3,0.24548,3
"94","intro.bmp",1,0.49343,1
"95","0.bmp",3,0.49306,3
"96","0.bmp",6,0.31214,6
"97","0.bmp",5,0.31252,5
"98","0.bmp",5,0.35522,5
"99","0.bmp",0,0.18973,0
"100","0.bmp",6,0.47549,6
"101","0.bmp",3,0.24563,3
"102","0.bmp",3,0.62459,3
"103","0.bmp",6,0.19712,6
"104","0.bmp",6,0.37767,6
"105","0.bmp",5,0.2137,5
"106","0.bmp",5,0.62275,5
"107","0.bmp",6,0.2142,6
"108","0.bmp",3,0.87025,3
"109","0.bmp",9,0.44367,9
"110","0.bmp",8,0.29673,8
"111","0.bmp",9,0.21346,9
"112","0.bmp",3,0.345,3
"113","0.bmp",0,0.26321,0
"114","0.bmp",0,0.24638,0
"115","0.bmp",0,0.19707,0
"116","0.bmp",7,0.31142,7
"117","0.bmp",8,0.24611,8
"118","0.bmp",9,0.28072,9
"119","0.bmp",0,0.39445,0
"120","0.bmp",3,0.26309,3
"121","0.bmp",0,0.24696,0
"122","0.bmp",4,0.2276,4
"123","0.bmp",0,0.37805,0
"124","0.bmp",3,0.3623,3
"125","0.bmp",5,0.34479,5
"126","0.bmp",8,0.3304,8
"127","0.bmp",9,0.39456,9
"128","0.bmp",8,0.24747,8
"129","0.bmp",10,0.67372,10
"130","0.bmp",5,0.64104,5
"131","0.bmp",6,0.24635,6
"132","0.bmp",1,0.19766,1
"133","0.bmp",0,0.26343,0
"134","0.bmp",9,0.23027,9
"135","0.bmp",0,0.06567,0
"136","0.bmp",9,0.08257,9
"137","0.bmp",8,0.26279,8
"138","0.bmp",5,0.26221,5
"139","0.bmp",0,0.06242,0
"140","0.bmp",3,0.19713,3
"141","0.bmp",0,0.59119,0
"142","0.bmp",2,0.64003,2
"143","0.bmp",1,0.27898,1
"144","0.bmp",1,0.31194,1
"145","0.bmp",2,0.1971,2
"146","0.bmp",1,0.26291,1
"147","0.bmp",2,0.52536,2
"148","0.bmp",0,0.09792,0
"149","0.bmp",0,0.1152,0
"150","0.bmp",0,0.2166,0
"151","0.bmp",1,0.04822,1
"152","0.bmp",1,0.34424,1
"153","0.bmp",1,0.23036,1
"154","0.bmp",2,0.207,2
"155","0.bmp",0,0.07991,0
"156","0.bmp",2,0.04915,2
"157","0.bmp",2,0.11513,2
"158","0.bmp",0,0.06627,0
"159","0.bmp",4,0.19696,4
"160","0.bmp",9,0.90323,9
"161","0.bmp",0,0.67377,0
"162","0.bmp",6,0.27911,6
"163","0.bmp",5,0.1976,5
"164","0.bmp",4,0.21579,4
"165","0.bmp",0,0.24725,0
"166","0.bmp",9,0.44228,9
"167","0.bmp",4,0.64053,4
"168","0.bmp",4,0.64064,4
"169","0.bmp",6,0.21376,6
"170","1.bmp",9,0.98682,8
"171","1.bmp",1,0.32857,2
"172","1.bmp",1,0.22958,2
"173","1.bmp",1,0.95212,2
"174","1.bmp",1,0.4603,2
"175","1.bmp",4,0.30916,6
"176","1.bmp",9,0.37685,8
"177","1.bmp",9,0.59447,8
"178","1.bmp",8,0.54372,9
"179","1.bmp",8,0.29575,9
"180","1.bmp",8,0.21362,9
"181","1.bmp",7,1.45509,4
"182","1.bmp",9,0.22937,8
"183","1.bmp",5,0.07935,5
"184","1.bmp",8,0.23012,9
"185","1.bmp",7,0.21446,4
"186","1.bmp",5,0.23006,5
"187","1.bmp",2,0.3615,1
"188","1.bmp",1,0.32887,2
"189","1.bmp",1,0.32893,2
"190","1.bmp",5,0.24718,5
"191","1.bmp",5,0.591,5
"192","1.bmp",9,0.19621,8
"193","1.bmp",0,0.42746,0
"194","1.bmp",3,0.73907,3
"195","1.bmp",3,0.2515,3
"196","1.bmp",3,0.54391,3
"197","1.bmp",4,0.29509,6
"198","1.bmp",8,0.55907,9
"199","1.bmp",7,0.44391,4
"200","1.bmp",4,0.34537,6
"201","1.bmp",3,1.6407,3
"202","1.bmp",3,0.37883,3
"203","1.bmp",3,0.41052,3
"204","2.bmp",3,0.41106,5
"205","2.bmp",0,0.62442,0
"206","2.bmp",6,0.27933,6
"207","2.bmp",5,0.29591,7
"208","2.bmp",6,0.31036,6
"209","2.bmp",5,0.39439,7
"210","2.bmp",6,0.34441,6
"211","2.bmp",4,0.21101,9
"212","2.bmp",0,0.32858,0
"213","2.bmp",8,0.32797,3
"214","2.bmp",8,0.27956,3
"215","2.bmp",4,0.22987,9
"216","2.bmp",0,0.29562,0
"217","2.bmp",10,0.21323,10
"218","2.bmp",0,0.19702,0
"219","2.bmp",0,0.2133,0
"220","2.bmp",4,0.21463,9
"221","2.bmp",5,0.24628,7
"222","2.bmp",5,0.21393,7
"223","2.bmp",8,0.22971,3
"224","2.bmp",8,1.64243,3
"225","2.bmp",4,0.21478,9
"226","2.bmp",0,0.26581,0
"227","2.bmp",0,0.26276,0
"228","2.bmp",3,0.6078,5
"229","2.bmp",2,0.41064,2
"230","2.bmp",4,0.36159,9
"231","2.bmp",0,0.22815,0
"232","2.bmp",7,0.18103,1
"233","2.bmp",0,0.4763,0
"234","2.bmp",0,0.39928,0
"235","2.bmp",7,0.26331,1
"236","2.bmp",9,0.55853,4
"237","2.bmp",6,0.2626,6
"238","2.bmp",6,0.5096,6
"239","2.bmp",0,0.44322,0
"240","2.bmp",0,0.19769,0
"241","2.bmp",5,0.22975,7
"242","2.bmp",5,0.67647,7
"243","2.bmp",0,0.09848,0
"244","2.bmp",5,0.2298,7
"245","2.bmp",0,0.52527,0
"246","2.bmp",2,0.24664,2
"247","2.bmp",5,0.24646,7
