"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",0,0.1317,0,"Invalid","Invalid"
"2","fruit.bmp",7,0.24618,7,"Invalid","Invalid"
"3","fruit.bmp",0,0.34548,0,"Invalid","Invalid"
"4","fruit.bmp",6,0.27948,6,"Invalid","Invalid"
"5","fruit.bmp",4,1.51092,4,"Surface","Surface"
"6","fruit.bmp",0,0.95283,0,"Invalid","Invalid"
"7","fruit.bmp",1,0.67457,1,"Invalid","Invalid"
"8","fruit.bmp",0,0.42681,0,"Invalid","Invalid"
"9","fruit.bmp",7,0.70689,7,"Invalid","Invalid"
"10","intro.bmp",1,1.18097,1,"Invalid","Invalid"
"11","intro.bmp",0,0.82616,0,"Invalid","Invalid"
"12","intro.bmp",2,2.28392,2,"Invalid","Invalid"
"13","intro.bmp",1,0.92084,1,"Surface","Surface"
"14","intro.bmp",5,0.06602,5,"Invalid","Invalid"
"15","intro.bmp",0,0.22955,0,"Invalid","Invalid"
"16","intro.bmp",8,1.49537,8,"Invalid","Invalid"
"17","intro.bmp",0,0.67291,0,"Invalid","Invalid"
"18","intro.bmp",4,1.06774,4,"Invalid","Invalid"
"19","intro.bmp",1,0.55905,1,"Meaningful","Meaningful"
"20","intro.bmp",2,0.24657,2,"Surface","Surface"
"21","intro.bmp",0,0.2626,0,"Invalid","Invalid"
"22","intro.bmp",6,0.2132,6,"Invalid","Invalid"
"23","intro.bmp",8,0.24625,8,"Invalid","Invalid"
"24","intro.bmp",4,0.36155,4,"Invalid","Invalid"
"25","intro.bmp",0,0.29566,0,"Invalid","Invalid"
"26","intro.bmp",7,0.36146,7,"Invalid","Invalid"
"27","intro.bmp",4,0.22999,4,"Meaningful","Meaningful"
"28","intro.bmp",1,0.78361,1,"Meaningful","Meaningful"
"29","intro.bmp",2,0.64361,2,"Surface","Surface"
"30","intro.bmp",9,0.31454,9,"Invalid","Invalid"
"31","intro.bmp",8,0.49326,8,"Surface","Surface"
"32","0.bmp",6,0.92043,6,"Invalid","Invalid"
"33","0.bmp",3,0.27905,3,"Surface","Surface"
"34","0.bmp",1,0.9047,1,"Meaningful","Meaningful"
"35","0.bmp",7,0.27889,7,"Surface","Surface"
"36","0.bmp",5,0.24642,5,"Invalid","Invalid"
"37","0.bmp",0,0.26258,0,"Invalid","Invalid"
"38","0.bmp",1,0.24702,1,"Invalid","Invalid"
"39","0.bmp",5,0.44353,5,"Invalid","Invalid"
"40","0.bmp",3,0.27917,3,"Invalid","Invalid"
"41","0.bmp",8,0.45946,8,"Invalid","Invalid"
"42","0.bmp",4,1.1663,4,"Invalid","Invalid"
"43","0.bmp",0,0.31206,0,"Invalid","Invalid"
"44","0.bmp",2,0.11514,2,"Invalid","Invalid"
"45","0.bmp",0,0.93701,0,"Invalid","Invalid"
"46","0.bmp",6,0.19729,6,"Invalid","Invalid"
"47","0.bmp",8,0.21331,8,"Invalid","Invalid"
"48","0.bmp",4,0.24816,4,"Invalid","Invalid"
"49","0.bmp",0,0.68948,0,"Invalid","Invalid"
"50","0.bmp",2,0.2942,2,"Invalid","Invalid"
"51","0.bmp",1,0.26261,1,"Meaningful","Meaningful"
"52","0.bmp",2,1.36328,2,"Meaningful","Meaningful"
"53","0.bmp",0,0.22971,0,"Invalid","Invalid"
"54","0.bmp",1,0.9033,1,"Invalid","Invalid"
"55","0.bmp",0,0.32912,0,"Invalid","Invalid"
"56","0.bmp",2,0.26268,2,"Invalid","Invalid"
"57","0.bmp",4,0.75548,4,"Invalid","Invalid"
"58","0.bmp",0,0.32861,0,"Invalid","Invalid"
"59","0.bmp",2,0.59106,2,"Invalid","Invalid"
"60","0.bmp",0,0.34504,0,"Invalid","Invalid"
"61","0.bmp",1,0.75607,1,"Invalid","Invalid"
"62","0.bmp",0,0.30982,0,"Invalid","Invalid"
"63","0.bmp",6,0.24707,6,"Invalid","Invalid"
"64","0.bmp",3,0.26296,3,"Surface","Surface"
"65","0.bmp",4,0.22964,4,"Invalid","Invalid"
"66","0.bmp",2,0.21036,2,"Invalid","Invalid"
"67","0.bmp",0,0.80313,0,"Invalid","Invalid"
"68","0.bmp",4,0.38007,4,"Invalid","Invalid"
"69","0.bmp",9,0.411,9,"Invalid","Invalid"
"70","0.bmp",0,0.26286,0,"Invalid","Invalid"
"71","0.bmp",5,0.24949,5,"Invalid","Invalid"
"72","0.bmp",2,0.51,2,"Surface","Surface"
"73","0.bmp",1,0.31049,1,"Meaningful","Meaningful"
"74","0.bmp",9,0.21253,9,"Invalid","Invalid"
"75","0.bmp",5,0.60861,5,"Invalid","Invalid"
"76","0.bmp",8,0.36117,8,"Surface","Surface"
"77","0.bmp",0,0.44381,0,"Invalid","Invalid"
"78","0.bmp",2,0.23022,2,"Invalid","Invalid"
"79","0.bmp",6,0.70655,6,"Invalid","Invalid"
"80","0.bmp",0,0.78866,0,"Invalid","Invalid"
"81","0.bmp",6,0.95517,6,"Invalid","Invalid"
"82","0.bmp",4,0.29565,4,"Meaningful","Meaningful"
"83","0.bmp",0,0.21375,0,"Invalid","Invalid"
"84","0.bmp",5,0.19774,5,"Invalid","Invalid"
"85","0.bmp",6,0.92083,6,"Meaningful","Meaningful"
"86","1.bmp",8,0.26302,9,"Invalid","Invalid"
"87","1.bmp",0,0.34529,0,"Invalid","Invalid"
"88","1.bmp",5,0.47588,5,"Invalid","Invalid"
"89","1.bmp",2,0.3455,6,"Meaningful","Meaningful"
"90","1.bmp",1,0.18111,8,"Invalid","Invalid"
"91","1.bmp",3,0.21394,2,"Surface","Surface"
"92","1.bmp",4,0.36147,1,"Meaningful","Meaningful"
"93","1.bmp",1,0.23016,8,"Invalid","Invalid"
"94","1.bmp",4,0.39454,1,"Invalid","Invalid"
"95","1.bmp",7,0.31423,7,"Surface","Surface"
"96","1.bmp",8,0.31209,9,"Meaningful","Meaningful"
"97","1.bmp",0,0.49551,0,"Invalid","Invalid"
"98","1.bmp",2,0.32841,6,"Invalid","Invalid"
"99","1.bmp",5,0.27927,5,"Meaningful","Meaningful"
"100","1.bmp",9,0.31123,4,"Meaningful","Meaningful"
