"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",2,0.06558,2,"Invalid","Invalid"
"2","fruit.bmp",4,0.36146,4,"Invalid","Invalid"
"3","fruit.bmp",5,0.31202,5,"Surface","Surface"
"4","fruit.bmp",3,0.29574,3,"Invalid","Invalid"
"5","fruit.bmp",2,1.0354,2,"Surface","Surface"
"6","fruit.bmp",6,0.2132,6,"Invalid","Invalid"
"7","fruit.bmp",9,0.19675,9,"Meaningful","Meaningful"
"8","fruit.bmp",6,0.50986,6,"Meaningful","Meaningful"
"9","fruit.bmp",1,0.75467,1,"Invalid","Invalid"
"10","fruit.bmp",3,0.26291,3,"Surface","Surface"
"11","fruit.bmp",4,0.60739,4,"Invalid","Invalid"
"12","fruit.bmp",5,0.26276,5,"Surface","Surface"
"13","fruit.bmp",0,0.93953,0,"Invalid","Invalid"
"14","fruit.bmp",5,0.19437,5,"Invalid","Invalid"
"15","fruit.bmp",0,1.1799,0,"Invalid","Invalid"
"16","fruit.bmp",9,0.06564,9,"Invalid","Invalid"
"17","fruit.bmp",2,0.64136,2,"Invalid","Invalid"
"18","fruit.bmp",0,0.19686,0,"Invalid","Invalid"
"19","fruit.bmp",4,0.19672,4,"Invalid","Invalid"
"20","fruit.bmp",3,0.26323,3,"Invalid","Invalid"
"21","fruit.bmp",2,0.29591,2,"Surface","Surface"
"22","fruit.bmp",5,0.6246,5,"Meaningful","Meaningful"
"23","fruit.bmp",8,0.24669,8,"Meaningful","Meaningful"
"24","fruit.bmp",7,0.23281,7,"Surface","Surface"
"25","fruit.bmp",6,0.24652,6,"Invalid","Invalid"
"26","fruit.bmp",9,0.28029,9,"Meaningful","Meaningful"
"27","fruit.bmp",3,0.22997,3,"Meaningful","Meaningful"
"28","fruit.bmp",1,2.31641,1,"Surface","Surface"
"29","fruit.bmp",0,0.04976,0,"Invalid","Invalid"
"30","fruit.bmp",1,0.16362,1,"Invalid","Invalid"
"31","fruit.bmp",2,0.54236,2,"Surface","Surface"
"32","fruit.bmp",5,0.60732,5,"Meaningful","Meaningful"
"33","fruit.bmp",3,0.6067,3,"Invalid","Invalid"
"34","fruit.bmp",9,0.26575,9,"Meaningful","Meaningful"
"35","fruit.bmp",4,0.42793,4,"Invalid","Invalid"
"36","fruit.bmp",5,0.36108,5,"Surface","Surface"
"37","fruit.bmp",6,0.3448,6,"Surface","Surface"
"38","fruit.bmp",5,0.19715,5,"Surface","Surface"
"39","fruit.bmp",2,0.41049,2,"Meaningful","Meaningful"
"40","fruit.bmp",1,0.7295,1,"Surface","Surface"
"41","fruit.bmp",4,0.21346,4,"Meaningful","Meaningful"
"42","fruit.bmp",5,0.21344,5,"Surface","Surface"
"43","fruit.bmp",4,0.24579,4,"Surface","Surface"
"44","fruit.bmp",5,0.44347,5,"Surface","Surface"
"45","fruit.bmp",4,0.54176,4,"Surface","Surface"
"46","fruit.bmp",7,0.23096,7,"Meaningful","Meaningful"
"47","fruit.bmp",9,0.36306,9,"Surface","Surface"
"48","fruit.bmp",7,0.59142,7,"Surface","Surface"
"49","fruit.bmp",9,1.23335,9,"Surface","Surface"
"50","fruit.bmp",1,0.32903,1,"Invalid","Invalid"
"51","fruit.bmp",7,0.477,7,"Meaningful","Meaningful"
"52","fruit.bmp",0,0.41059,0,"Invalid","Invalid"
"53","fruit.bmp",9,0.21333,9,"Invalid","Invalid"
"54","fruit.bmp",0,0.36135,0,"Invalid","Invalid"
"55","fruit.bmp",9,2.28518,9,"Invalid","Invalid"
"56","fruit.bmp",1,1.13326,1,"Invalid","Invalid"
"57","fruit.bmp",6,0.72323,6,"Invalid","Invalid"
"58","fruit.bmp",1,1.33126,1,"Invalid","Invalid"
"59","fruit.bmp",3,0.23015,3,"Surface","Surface"
"60","fruit.bmp",1,0.89274,1,"Surface","Surface"
"61","fruit.bmp",2,0.39441,2,"Surface","Surface"
"62","fruit.bmp",5,0.22972,5,"Meaningful","Meaningful"
"63","fruit.bmp",4,0.29342,4,"Surface","Surface"
"64","fruit.bmp",9,0.24519,9,"Invalid","Invalid"
"65","fruit.bmp",1,0.7881,1,"Invalid","Invalid"
"66","fruit.bmp",6,0.19752,6,"Invalid","Invalid"
"67","fruit.bmp",9,0.22978,9,"Meaningful","Meaningful"
"68","fruit.bmp",5,0.80566,5,"Invalid","Invalid"
"69","fruit.bmp",6,0.69029,6,"Surface","Surface"
"70","fruit.bmp",1,0.22972,1,"Invalid","Invalid"
"71","fruit.bmp",6,0.21384,6,"Invalid","Invalid"
"72","fruit.bmp",9,0.21402,9,"Meaningful","Meaningful"
"73","fruit.bmp",1,0.21321,1,"Invalid","Invalid"
"74","fruit.bmp",2,0.44328,2,"Surface","Surface"
"75","fruit.bmp",4,0.26279,4,"Invalid","Invalid"
"76","intro.bmp",5,0.24634,5,"Invalid","Invalid"
"77","intro.bmp",8,0.2625,8,"Meaningful","Meaningful"
"78","intro.bmp",7,0.21349,7,"Surface","Surface"
"79","intro.bmp",8,0.21365,8,"Surface","Surface"
"80","intro.bmp",2,0.29512,2,"Meaningful","Meaningful"
