"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",7,0.48522,7,"Invalid","Invalid"
"2","fruit.bmp",4,0.93626,4,"Meaningful","Meaningful"
"3","fruit.bmp",6,1.33579,6,"Surface","Surface"
"4","fruit.bmp",5,0.55047,5,"Surface","Surface"
"5","fruit.bmp",6,0.493,6,"Surface","Surface"
"6","fruit.bmp",9,0.8042,9,"Meaningful","Meaningful"
"7","fruit.bmp",1,0.65395,1,"Invalid","Invalid"
"8","fruit.bmp",6,2.51496,6,"Invalid","Invalid"
"9","fruit.bmp",7,3.09902,7,"Invalid","Invalid"
"10","intro.bmp",4,0.345,4,"Invalid","Invalid"
"11","intro.bmp",1,0.24032,1,"Meaningful","Meaningful"
"12","intro.bmp",4,0.54223,4,"Meaningful","Meaningful"
"13","intro.bmp",6,0.4914,6,"Surface","Surface"
"14","intro.bmp",3,0.36147,3,"Meaningful","Meaningful"
"15","intro.bmp",6,0.21405,6,"Meaningful","Meaningful"
"16","intro.bmp",7,0.29527,7,"Invalid","Invalid"
"17","intro.bmp",1,0.31283,1,"Meaningful","Meaningful"
"18","intro.bmp",9,0.44528,9,"Invalid","Invalid"
"19","intro.bmp",5,0.25106,5,"Invalid","Invalid"
"20","intro.bmp",4,0.23003,4,"Surface","Surface"
"21","intro.bmp",5,0.55935,5,"Surface","Surface"
"22","intro.bmp",6,0.51002,6,"Surface","Surface"
"23","intro.bmp",9,0.0609,9,"Meaningful","Meaningful"
"24","intro.bmp",6,0.44589,6,"Meaningful","Meaningful"
"25","intro.bmp",9,1.00235,9,"Meaningful","Meaningful"
"26","intro.bmp",8,0.90385,8,"Surface","Surface"
"27","intro.bmp",5,1.13299,5,"Meaningful","Meaningful"
"28","intro.bmp",0,0.46297,0,"Invalid","Invalid"
"29","intro.bmp",5,2.36859,5,"Invalid","Invalid"
"30","intro.bmp",4,0.36123,4,"Surface","Surface"
"31","intro.bmp",5,1.29721,5,"Surface","Surface"
"32","intro.bmp",6,0.39426,6,"Surface","Surface"
"33","intro.bmp",5,0.57345,5,"Surface","Surface"
"34","intro.bmp",4,1.39391,4,"Surface","Surface"
"35","intro.bmp",8,0.24779,8,"Invalid","Invalid"
"36","intro.bmp",7,0.41029,7,"Surface","Surface"
"37","intro.bmp",0,0.29337,0,"Invalid","Invalid"
"38","intro.bmp",8,0.44323,8,"Invalid","Invalid"
"39","intro.bmp",5,0.2629,5,"Meaningful","Meaningful"
"40","intro.bmp",8,0.34509,8,"Meaningful","Meaningful"
"41","intro.bmp",7,0.69286,7,"Surface","Surface"
"42","intro.bmp",10,0.27916,10,"Invalid","Invalid"
"43","intro.bmp",0,0.37816,0,"Invalid","Invalid"
"44","intro.bmp",10,0.56091,10,"Invalid","Invalid"
"45","intro.bmp",5,1.0117,5,"Invalid","Invalid"
"46","intro.bmp",1,0.70597,1,"Invalid","Invalid"
"47","intro.bmp",2,0.55863,2,"Surface","Surface"
"48","intro.bmp",3,0.27924,3,"Surface","Surface"
"49","intro.bmp",6,0.40834,6,"Meaningful","Meaningful"
"50","intro.bmp",5,0.29565,5,"Surface","Surface"
"51","intro.bmp",4,0.24772,4,"Surface","Surface"
"52","intro.bmp",7,0.2636,7,"Meaningful","Meaningful"
"53","intro.bmp",0,0.31226,0,"Invalid","Invalid"
"54","intro.bmp",9,0.27915,9,"Invalid","Invalid"
"55","intro.bmp",8,0.26283,8,"Surface","Surface"
"56","intro.bmp",6,0.22946,6,"Invalid","Invalid"
"57","intro.bmp",0,0.34869,0,"Invalid","Invalid"
"58","intro.bmp",3,0.27947,3,"Invalid","Invalid"
"59","intro.bmp",2,0.2627,2,"Surface","Surface"
"60","intro.bmp",3,0.44485,3,"Surface","Surface"
"61","intro.bmp",6,0.37986,6,"Meaningful","Meaningful"
"62","intro.bmp",4,0.24774,4,"Surface","Surface"
"63","intro.bmp",6,1.19703,6,"Surface","Surface"
"64","intro.bmp",0,0.26276,0,"Invalid","Invalid"
"65","intro.bmp",4,0.24897,4,"Invalid","Invalid"
"66","0.bmp",5,1.06792,5,"Invalid","Invalid"
"67","0.bmp",3,0.23142,3,"Invalid","Invalid"
"68","0.bmp",6,0.29644,6,"Surface","Surface"
"69","0.bmp",8,0.24633,8,"Invalid","Invalid"
"70","0.bmp",5,0.73918,5,"Surface","Surface"
"71","0.bmp",3,0.85744,3,"Invalid","Invalid"
"72","0.bmp",6,0.345,6,"Surface","Surface"
"73","0.bmp",1,0.36137,1,"Invalid","Invalid"
"74","0.bmp",7,0.41094,7,"Surface","Surface"
"75","0.bmp",8,0.27889,8,"Meaningful","Meaningful"
"76","0.bmp",5,0.8034,5,"Surface","Surface"
"77","0.bmp",2,0.26172,2,"Surface","Surface"
