"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",5,0.18221,5,"Invalid","Invalid"
"2","fruit.bmp",0,0.26279,0,"Invalid","Invalid"
"3","fruit.bmp",8,1.13327,8,"Invalid","Invalid"
"4","fruit.bmp",1,0.52512,1,"Invalid","Invalid"
"5","fruit.bmp",0,0.21326,0,"Invalid","Invalid"
"6","fruit.bmp",4,0.62438,4,"Invalid","Invalid"
"7","fruit.bmp",9,0.64111,9,"Invalid","Invalid"
"8","fruit.bmp",7,0.6244,7,"Surface","Surface"
"9","fruit.bmp",0,0.28024,0,"Invalid","Invalid"
"10","intro.bmp",6,0.34433,6,"Invalid","Invalid"
"11","intro.bmp",5,0.72336,5,"Surface","Surface"
"12","intro.bmp",0,0.49297,0,"Invalid","Invalid"
"13","intro.bmp",5,0.24667,5,"Invalid","Invalid"
"14","intro.bmp",9,0.24654,9,"Invalid","Invalid"
"15","intro.bmp",0,0.21323,0,"Invalid","Invalid"
"16","intro.bmp",4,0.1973,4,"Invalid","Invalid"
"17","intro.bmp",5,0.26277,5,"Surface","Surface"
"18","intro.bmp",9,0.24414,9,"Invalid","Invalid"
"19","intro.bmp",7,0.29461,7,"Surface","Surface"
"20","intro.bmp",4,0.75101,4,"Meaningful","Meaningful"
"21","intro.bmp",8,0.19923,8,"Invalid","Invalid"
"22","intro.bmp",9,0.23028,9,"Surface","Surface"
"23","intro.bmp",0,0.21337,0,"Invalid","Invalid"
"24","intro.bmp",4,1.80421,4,"Invalid","Invalid"
"25","intro.bmp",1,0.32851,1,"Meaningful","Meaningful"
"26","intro.bmp",2,0.60723,2,"Surface","Surface"
"27","intro.bmp",5,0.23036,5,"Meaningful","Meaningful"
"28","intro.bmp",9,0.27935,9,"Invalid","Invalid"
"29","intro.bmp",8,0.23101,8,"Surface","Surface"
"30","intro.bmp",9,0.26238,9,"Surface","Surface"
"31","intro.bmp",6,0.21307,6,"Meaningful","Meaningful"
"32","intro.bmp",5,0.2138,5,"Surface","Surface"
"33","intro.bmp",6,0.29585,6,"Surface","Surface"
"34","intro.bmp",0,0.21312,0,"Invalid","Invalid"
"35","intro.bmp",8,0.24671,8,"Invalid","Invalid"
"36","intro.bmp",7,0.22967,7,"Surface","Surface"
"37","intro.bmp",4,0.26266,4,"Meaningful","Meaningful"
"38","intro.bmp",9,0.45551,9,"Invalid","Invalid"
"39","intro.bmp",5,0.21503,5,"Invalid","Invalid"
"40","intro.bmp",6,0.34497,6,"Surface","Surface"
"41","intro.bmp",0,0.59161,0,"Invalid","Invalid"
"42","intro.bmp",10,0.22962,10,"Invalid","Invalid"
"43","intro.bmp",4,0.22907,4,"Invalid","Invalid"
"44","0.bmp",10,0.65737,10,"Invalid","Invalid"
"45","0.bmp",8,0.27852,8,"Invalid","Invalid"
"46","0.bmp",9,0.26297,9,"Meaningful","Meaningful"
"47","0.bmp",6,0.19721,6,"Surface","Surface"
"48","0.bmp",5,0.21313,5,"Meaningful","Meaningful"
"49","0.bmp",1,0.21294,1,"Invalid","Invalid"
"50","0.bmp",5,0.29526,5,"Invalid","Invalid"
"51","0.bmp",1,0.27934,1,"Invalid","Invalid"
"52","0.bmp",4,0.31224,4,"Surface","Surface"
"53","0.bmp",0,0.21339,0,"Invalid","Invalid"
"54","0.bmp",2,0.65721,2,"Invalid","Invalid"
"55","0.bmp",1,0.78846,1,"Meaningful","Meaningful"
"56","0.bmp",4,0.54129,4,"Surface","Surface"
"57","0.bmp",2,0.21345,2,"Invalid","Invalid"
"58","0.bmp",5,0.21372,5,"Surface","Surface"
"59","0.bmp",0,0.27985,0,"Invalid","Invalid"
"60","0.bmp",6,0.21254,6,"Invalid","Invalid"
"61","0.bmp",9,0.21307,9,"Surface","Surface"
"62","0.bmp",8,0.24586,8,"Meaningful","Meaningful"
"63","0.bmp",7,0.26414,7,"Meaningful","Meaningful"
"64","0.bmp",6,0.26395,6,"Invalid","Invalid"
"65","0.bmp",9,0.27963,9,"Surface","Surface"
"66","0.bmp",8,0.45991,8,"Meaningful","Meaningful"
"67","0.bmp",0,0.24632,0,"Invalid","Invalid"
"68","0.bmp",4,0.24832,4,"Invalid","Invalid"
"69","0.bmp",1,0.49233,1,"Surface","Surface"
"70","0.bmp",0,1.83831,0,"Invalid","Invalid"
"71","0.bmp",5,0.32872,5,"Invalid","Invalid"
"72","0.bmp",2,0.95263,2,"Surface","Surface"
"73","0.bmp",3,0.64095,3,"Meaningful","Meaningful"
"74","0.bmp",6,0.40841,6,"Surface","Surface"
"75","0.bmp",9,0.68991,9,"Surface","Surface"
"76","0.bmp",6,0.3611,6,"Surface","Surface"
"77","0.bmp",3,0.29504,3,"Surface","Surface"
"78","0.bmp",4,0.21361,4,"Invalid","Invalid"
"79","0.bmp",7,0.22977,7,"Surface","Surface"
"80","0.bmp",6,0.19764,6,"Invalid","Invalid"
"81","0.bmp",3,0.52559,3,"Surface","Surface"
"82","0.bmp",5,0.9998,5,"Invalid","Invalid"
"83","0.bmp",10,0.80131,10,"Invalid","Invalid"
"84","0.bmp",5,0.21339,5,"Invalid","Invalid"
"85","0.bmp",4,0.39422,4,"Meaningful","Meaningful"
"86","0.bmp",5,0.47713,5,"Meaningful","Meaningful"
"87","0.bmp",6,0.60545,6,"Meaningful","Meaningful"
"88","0.bmp",7,0.27947,7,"Invalid","Invalid"
"89","0.bmp",2,0.37707,2,"Invalid","Invalid"
"90","0.bmp",7,0.71567,7,"Invalid","Invalid"
"91","0.bmp",9,1.2652,9,"Meaningful","Meaningful"
"92","0.bmp",5,0.26283,5,"Invalid","Invalid"
"93","0.bmp",3,0.21354,3,"Invalid","Invalid"
"94","0.bmp",5,0.34461,5,"Invalid","Invalid"
"95","0.bmp",4,0.57529,4,"Meaningful","Meaningful"
"96","0.bmp",8,0.41037,8,"Invalid","Invalid"
"97","0.bmp",3,0.70628,3,"Invalid","Invalid"
"98","0.bmp",6,0.59152,6,"Surface","Surface"
"99","0.bmp",9,0.19466,9,"Surface","Surface"
"100","0.bmp",5,0.34486,5,"Invalid","Invalid"
"101","0.bmp",7,0.31127,7,"Invalid","Invalid"
"102","0.bmp",4,0.34714,4,"Surface","Surface"
"103","0.bmp",0,0.26358,0,"Invalid","Invalid"
"104","0.bmp",5,0.42647,5,"Invalid","Invalid"
"105","1.bmp",9,0.6245,5,"Invalid","Invalid"
"106","1.bmp",3,0.31247,9,"Invalid","Invalid"
"107","1.bmp",1,0.21283,1,"Invalid","Invalid"
"108","1.bmp",8,0.21314,4,"Surface","Surface"
"109","1.bmp",5,0.23014,2,"Invalid","Invalid"
"110","1.bmp",1,1.01819,1,"Meaningful","Meaningful"
"111","1.bmp",5,0.22978,2,"Meaningful","Meaningful"
"112","1.bmp",10,0.21256,10,"Invalid","Invalid"
"113","1.bmp",0,0.45994,0,"Invalid","Invalid"
"114","1.bmp",5,0.49243,2,"Invalid","Invalid"
"115","1.bmp",1,0.47466,1,"Meaningful","Meaningful"
"116","1.bmp",5,0.24681,2,"Meaningful","Meaningful"
"117","1.bmp",4,0.2465,6,"Invalid","Invalid"
"118","1.bmp",3,0.29555,9,"Surface","Surface"
"119","1.bmp",2,0.41088,8,"Meaningful","Meaningful"
"120","1.bmp",6,0.26184,3,"Invalid","Invalid"
"121","1.bmp",8,0.36112,4,"Invalid","Invalid"
"122","1.bmp",7,0.27962,7,"Surface","Surface"
"123","1.bmp",1,0.32839,1,"Surface","Surface"
"124","1.bmp",8,0.73104,4,"Surface","Surface"
"125","1.bmp",9,0.29235,5,"Meaningful","Meaningful"
"126","1.bmp",7,0.2134,7,"Invalid","Invalid"
"127","1.bmp",4,0.31169,6,"Invalid","Invalid"
"128","1.bmp",1,0.31132,1,"Invalid","Invalid"
"129","1.bmp",5,0.21406,2,"Meaningful","Meaningful"
"130","1.bmp",0,0.29964,0,"Invalid","Invalid"
"131","1.bmp",8,0.19709,4,"Invalid","Invalid"
"132","1.bmp",2,0.96739,8,"Invalid","Invalid"
"133","1.bmp",1,0.73904,1,"Invalid","Invalid"
"134","1.bmp",7,0.19766,7,"Surface","Surface"
"135","1.bmp",1,0.46373,1,"Surface","Surface"
"136","1.bmp",5,0.26277,2,"Meaningful","Meaningful"
"137","1.bmp",2,0.21262,8,"Surface","Surface"
"138","1.bmp",9,0.22987,5,"Surface","Surface"
"139","1.bmp",5,0.44376,2,"Surface","Surface"
"140","1.bmp",6,0.24649,3,"Meaningful","Meaningful"
"141","1.bmp",8,0.2132,4,"Invalid","Invalid"
"142","1.bmp",1,0.45985,1,"Surface","Surface"
"143","1.bmp",8,0.70627,4,"Surface","Surface"
"144","1.bmp",7,0.50905,7,"Surface","Surface"
"145","1.bmp",1,0.19742,1,"Surface","Surface"
"146","1.bmp",10,1.13339,10,"Invalid","Invalid"
"147","1.bmp",5,1.29819,2,"Invalid","Invalid"
"148","2.bmp",1,0.24557,4,"Invalid","Invalid"
"149","2.bmp",7,0.624,1,"Surface","Surface"
"150","2.bmp",8,0.25232,6,"Invalid","Invalid"
"151","2.bmp",9,0.32826,3,"Surface","Surface"
"152","2.bmp",6,0.39427,7,"Invalid","Invalid"
"153","2.bmp",5,0.24672,2,"Invalid","Invalid"
"154","2.bmp",4,0.22997,8,"Surface","Surface"
"155","2.bmp",8,0.54181,6,"Invalid","Invalid"
"156","2.bmp",0,0.26256,0,"Invalid","Invalid"
"157","2.bmp",2,0.73871,9,"Invalid","Invalid"
"158","2.bmp",9,0.1972,3,"Surface","Surface"
"159","2.bmp",8,0.5088,6,"Surface","Surface"
"160","2.bmp",2,0.96826,9,"Surface","Surface"
"161","2.bmp",8,0.08191,6,"Surface","Surface"
"162","2.bmp",9,0.65663,3,"Surface","Surface"
"163","3.bmp",3,0.47621,7,"Invalid","Invalid"
"164","3.bmp",2,0.24843,2,"Invalid","Invalid"
"165","3.bmp",8,0.80485,5,"Surface","Surface"
"166","3.bmp",5,0.32829,8,"Surface","Surface"
"167","3.bmp",1,0.26308,1,"Invalid","Invalid"
"168","3.bmp",7,0.21335,3,"Meaningful","Meaningful"
"169","3.bmp",10,0.34448,10,"Invalid","Invalid"
"170","3.bmp",0,0.41086,0,"Invalid","Invalid"
"171","3.bmp",5,0.21921,8,"Invalid","Invalid"
"172","3.bmp",2,0.55856,2,"Surface","Surface"
"173","3.bmp",4,0.20734,9,"Invalid","Invalid"
"174","3.bmp",7,0.26276,3,"Surface","Surface"
"175","3.bmp",9,0.21362,6,"Surface","Surface"
"176","3.bmp",6,0.19836,4,"Meaningful","Meaningful"
"177","3.bmp",8,0.21359,5,"Meaningful","Meaningful"
"178","3.bmp",9,0.27901,6,"Meaningful","Meaningful"
"179","3.bmp",6,0.27969,4,"Meaningful","Meaningful"
"180","3.bmp",5,0.26268,8,"Invalid","Invalid"
"181","3.bmp",2,0.26251,2,"Surface","Surface"
"182","3.bmp",5,0.21333,8,"Surface","Surface"
"183","3.bmp",8,0.22974,5,"Surface","Surface"
"184","3.bmp",2,0.60337,2,"Surface","Surface"
"185","3.bmp",8,0.19666,5,"Surface","Surface"
"186","3.bmp",5,0.27901,8,"Surface","Surface"
"187","3.bmp",3,0.57512,7,"Meaningful","Meaningful"
"188","3.bmp",6,0.27824,4,"Surface","Surface"
"189","3.bmp",4,0.19879,9,"Invalid","Invalid"
"190","3.bmp",8,0.08389,5,"Invalid","Invalid"
"191","4.bmp",7,0.69003,1,"Invalid","Invalid"
"192","4.bmp",8,0.26338,5,"Invalid","Invalid"
"193","4.bmp",2,0.21155,7,"Invalid","Invalid"
"194","4.bmp",5,0.36154,3,"Invalid","Invalid"
"195","4.bmp",8,0.3943,5,"Invalid","Invalid"
"196","4.bmp",5,0.27919,3,"Invalid","Invalid"
"197","4.bmp",1,0.36105,2,"Meaningful","Meaningful"
"198","4.bmp",0,0.83816,0,"Invalid","Invalid"
"199","4.bmp",5,0.64081,3,"Invalid","Invalid"
"200","4.bmp",8,0.26419,5,"Invalid","Invalid"
"201","4.bmp",2,0.39326,7,"Invalid","Invalid"
"202","4.bmp",1,0.26297,2,"Invalid","Invalid"
"203","4.bmp",5,0.2135,3,"Meaningful","Meaningful"
"204","4.bmp",6,0.26282,8,"Invalid","Invalid"
"205","4.bmp",9,0.31114,9,"Meaningful","Meaningful"
"206","4.bmp",5,0.21394,3,"Surface","Surface"
"207","4.bmp",4,0.29556,6,"Surface","Surface"
"208","4.bmp",7,0.31174,1,"Invalid","Invalid"
"209","4.bmp",2,0.22954,7,"Surface","Surface"
"210","4.bmp",3,0.75984,4,"Surface","Surface"
"211","4.bmp",5,0.36087,3,"Invalid","Invalid"
"212","4.bmp",2,0.21265,7,"Invalid","Invalid"
"213","4.bmp",1,0.29509,2,"Invalid","Invalid"
"214","4.bmp",4,0.98476,6,"Invalid","Invalid"
"215","4.bmp",8,0.32809,5,"Meaningful","Meaningful"
"216","4.bmp",9,0.37781,9,"Invalid","Invalid"
"217","4.bmp",5,0.93756,3,"Surface","Surface"
"218","4.bmp",8,0.13179,5,"Invalid","Invalid"
"219","4.bmp",6,0.32785,8,"Surface","Surface"
"220","4.bmp",5,0.57484,3,"Invalid","Invalid"
"221","4.bmp",4,0.24623,6,"Surface","Surface"
"222","4.bmp",5,0.54219,3,"Surface","Surface"
"223","4.bmp",1,0.23225,2,"Meaningful","Meaningful"
"224","4.bmp",9,0.19724,9,"Invalid","Invalid"
"225","4.bmp",5,0.26289,3,"Surface","Surface"
"226","4.bmp",4,0.31224,6,"Surface","Surface"
"227","4.bmp",9,0.26303,9,"Surface","Surface"
"228","5.bmp",5,1.24846,6,"Invalid","Invalid"
"229","5.bmp",4,1.00144,1,"Invalid","Invalid"
"230","5.bmp",5,0.29544,6,"Invalid","Invalid"
"231","5.bmp",9,0.54475,4,"Meaningful","Meaningful"
"232","5.bmp",10,0.27954,10,"Invalid","Invalid"
"233","5.bmp",9,0.26244,4,"Invalid","Invalid"
"234","5.bmp",5,0.31219,6,"Meaningful","Meaningful"
"235","5.bmp",10,0.50905,10,"Invalid","Invalid"
"236","5.bmp",6,0.60793,2,"Invalid","Invalid"
"237","5.bmp",10,0.41051,10,"Invalid","Invalid"
"238","5.bmp",6,0.31155,2,"Invalid","Invalid"
"239","5.bmp",3,0.32826,3,"Meaningful","Meaningful"
"240","5.bmp",9,0.26292,4,"Invalid","Invalid"
"241","5.bmp",0,0.32855,0,"Invalid","Invalid"
"242","5.bmp",5,0.41223,6,"Invalid","Invalid"
"243","5.bmp",7,0.44357,8,"Invalid","Invalid"
"244","5.bmp",10,0.26294,10,"Invalid","Invalid"
"245","5.bmp",5,0.77277,6,"Invalid","Invalid"
"246","5.bmp",4,0.8544,1,"Invalid","Invalid"
"247","5.bmp",9,0.1972,4,"Surface","Surface"
"248","5.bmp",8,0.24635,7,"Surface","Surface"
"249","5.bmp",7,0.21368,8,"Meaningful","Meaningful"
"250","5.bmp",4,0.21378,1,"Invalid","Invalid"
"251","5.bmp",0,0.23039,0,"Invalid","Invalid"
"252","5.bmp",4,0.34465,1,"Invalid","Invalid"
"253","5.bmp",5,0.49171,6,"Invalid","Invalid"
"254","5.bmp",6,0.2467,2,"Invalid","Invalid"
"255","5.bmp",9,0.21356,4,"Invalid","Invalid"
"256","5.bmp",8,0.36171,7,"Surface","Surface"
"257","5.bmp",9,0.39442,4,"Surface","Surface"
"258","6.bmp",8,0.79082,8,"Invalid","Invalid"
"259","6.bmp",4,0.24672,2,"Surface","Surface"
"260","6.bmp",6,0.32764,5,"Surface","Surface"
"261","6.bmp",5,0.27885,4,"Meaningful","Meaningful"
"262","6.bmp",7,0.19719,3,"Invalid","Invalid"
"263","6.bmp",10,0.32903,10,"Invalid","Invalid"
"264","6.bmp",9,0.23024,9,"Invalid","Invalid"
"265","6.bmp",8,0.23131,8,"Meaningful","Meaningful"
"266","6.bmp",10,1.18654,10,"Invalid","Invalid"
"267","6.bmp",5,0.19748,4,"Invalid","Invalid"
"268","6.bmp",8,0.68961,8,"Invalid","Invalid"
"269","6.bmp",4,0.24681,2,"Surface","Surface"
"270","6.bmp",0,0.21283,0,"Invalid","Invalid"
"271","6.bmp",1,0.37672,7,"Invalid","Invalid"
"272","6.bmp",2,0.65347,1,"Surface","Surface"
"273","6.bmp",5,1.08426,4,"Surface","Surface"
"274","6.bmp",2,0.31352,1,"Surface","Surface"
"275","7.bmp",0,0.47665,0,"Invalid","Invalid"
"276","7.bmp",1,0.82193,5,"Invalid","Invalid"
"277","7.bmp",5,0.55792,3,"Invalid","Invalid"
"278","7.bmp",9,0.41095,6,"Surface","Surface"
"279","7.bmp",7,0.23013,9,"Surface","Surface"
"280","7.bmp",8,0.22993,2,"Invalid","Invalid"
"281","7.bmp",5,0.23029,3,"Meaningful","Meaningful"
"282","7.bmp",0,0.2464,0,"Invalid","Invalid"
"283","7.bmp",10,0.1971,10,"Invalid","Invalid"
"284","7.bmp",5,0.66042,3,"Invalid","Invalid"
"285","7.bmp",4,0.60753,8,"Invalid","Invalid"
"286","7.bmp",1,0.21034,5,"Surface","Surface"
"287","7.bmp",7,0.19835,9,"Invalid","Invalid"
"288","7.bmp",8,0.22958,2,"Invalid","Invalid"
"289","7.bmp",6,0.21339,1,"Meaningful","Meaningful"
"290","7.bmp",5,0.37819,3,"Meaningful","Meaningful"
"291","7.bmp",2,0.21367,4,"Invalid","Invalid"
"292","7.bmp",3,0.22963,7,"Surface","Surface"
"293","7.bmp",6,0.23016,1,"Surface","Surface"
"294","7.bmp",5,0.34491,3,"Meaningful","Meaningful"
"295","7.bmp",9,0.32864,6,"Surface","Surface"
"296","7.bmp",0,0.54211,0,"Invalid","Invalid"
"297","7.bmp",3,0.52589,7,"Invalid","Invalid"
"298","7.bmp",1,0.26315,5,"Invalid","Invalid"
"299","7.bmp",3,0.26308,7,"Invalid","Invalid"
"300","7.bmp",5,0.31198,3,"Invalid","Invalid"
"301","7.bmp",7,0.32799,9,"Surface","Surface"
"302","7.bmp",8,0.37791,2,"Invalid","Invalid"
"303","7.bmp",9,1.36346,6,"Invalid","Invalid"
"304","8.bmp",8,0.27808,9,"Invalid","Invalid"
"305","8.bmp",6,0.32886,3,"Surface","Surface"
"306","8.bmp",5,0.24631,5,"Invalid","Invalid"
"307","8.bmp",0,0.21333,0,"Invalid","Invalid"
"308","8.bmp",4,0.96914,2,"Invalid","Invalid"
"309","8.bmp",10,0.21394,10,"Invalid","Invalid"
"310","8.bmp",5,1.54632,5,"Invalid","Invalid"
"311","8.bmp",4,0.2135,2,"Surface","Surface"
"312","8.bmp",7,0.2462,8,"Surface","Surface"
"313","8.bmp",5,0.2139,5,"Surface","Surface"
"314","8.bmp",2,0.21368,1,"Invalid","Invalid"
"315","8.bmp",9,0.55828,7,"Surface","Surface"
"316","8.bmp",3,0.51035,4,"Surface","Surface"
"317","8.bmp",5,0.82274,5,"Meaningful","Meaningful"
"318","8.bmp",1,0.2964,6,"Meaningful","Meaningful"
"319","8.bmp",8,0.60792,9,"Surface","Surface"
"320","8.bmp",6,0.1971,3,"Surface","Surface"
"321","8.bmp",1,0.36154,6,"Surface","Surface"
"322","8.bmp",0,0.60846,0,"Invalid","Invalid"
"323","8.bmp",5,0.22929,5,"Invalid","Invalid"
"324","8.bmp",6,0.26341,3,"Invalid","Invalid"
"325","8.bmp",1,0.21378,6,"Surface","Surface"
"326","8.bmp",0,0.59235,0,"Invalid","Invalid"
"327","8.bmp",6,0.39386,3,"Invalid","Invalid"
"328","8.bmp",8,0.6297,9,"Surface","Surface"
"329","8.bmp",5,0.24638,5,"Invalid","Invalid"
"330","8.bmp",8,0.2123,9,"Invalid","Invalid"
"331","8.bmp",6,0.31215,3,"Surface","Surface"
"332","8.bmp",8,0.24504,9,"Surface","Surface"
"333","9.bmp",1,0.50911,6,"Invalid","Invalid"
"334","9.bmp",6,0.2794,8,"Meaningful","Meaningful"
