"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",2,0.09936,2,"Invalid","Invalid"
"2","fruit.bmp",0,1.24575,0,"Invalid","Invalid"
"3","fruit.bmp",1,0.26252,1,"Invalid","Invalid"
"4","fruit.bmp",0,0.32991,0,"Invalid","Invalid"
"5","fruit.bmp",1,0.34621,1,"Invalid","Invalid"
"6","fruit.bmp",5,0.42674,5,"Invalid","Invalid"
"7","fruit.bmp",3,0.54206,3,"Invalid","Invalid"
"8","fruit.bmp",2,0.09955,2,"Surface","Surface"
"9","fruit.bmp",0,0.58469,0,"Invalid","Invalid"
"10","fruit.bmp",2,1.18056,2,"Invalid","Invalid"
"11","fruit.bmp",5,0.21268,5,"Meaningful","Meaningful"
"12","fruit.bmp",0,0.75662,0,"Invalid","Invalid"
"13","fruit.bmp",6,0.27898,6,"Invalid","Invalid"
"14","fruit.bmp",9,0.46057,9,"Meaningful","Meaningful"
"15","fruit.bmp",6,0.14519,6,"Meaningful","Meaningful"
"16","fruit.bmp",2,0.24714,2,"Invalid","Invalid"
"17","fruit.bmp",0,0.37647,0,"Invalid","Invalid"
"18","fruit.bmp",6,0.26286,6,"Invalid","Invalid"
"19","fruit.bmp",4,0.29908,4,"Surface","Surface"
"20","fruit.bmp",2,0.32725,2,"Invalid","Invalid"
"21","fruit.bmp",7,0.2459,7,"Invalid","Invalid"
"22","fruit.bmp",9,1.54478,9,"Surface","Surface"
"23","fruit.bmp",4,0.68991,4,"Invalid","Invalid"
"24","intro.bmp",2,0.23009,2,"Invalid","Invalid"
"25","intro.bmp",8,0.34557,8,"Meaningful","Meaningful"
"26","intro.bmp",0,0.19728,0,"Invalid","Invalid"
"27","intro.bmp",8,0.32656,8,"Invalid","Invalid"
"28","intro.bmp",6,0.23048,6,"Invalid","Invalid"
"29","intro.bmp",8,0.19716,8,"Invalid","Invalid"
"30","intro.bmp",6,0.21336,6,"Invalid","Invalid"
"31","intro.bmp",9,0.19727,9,"Meaningful","Meaningful"
"32","intro.bmp",6,0.19643,6,"Meaningful","Meaningful"
"33","intro.bmp",5,0.26241,5,"Surface","Surface"
"34","intro.bmp",2,0.27901,2,"Meaningful","Meaningful"
"35","intro.bmp",3,0.37858,3,"Surface","Surface"
"36","intro.bmp",6,0.2636,6,"Meaningful","Meaningful"
"37","intro.bmp",0,0.64306,0,"Invalid","Invalid"
"38","intro.bmp",10,0.39386,10,"Invalid","Invalid"
"39","intro.bmp",2,0.96944,2,"Invalid","Invalid"
"40","intro.bmp",1,0.42689,1,"Surface","Surface"
"41","intro.bmp",7,0.14774,7,"Meaningful","Meaningful"
"42","intro.bmp",0,0.22987,0,"Invalid","Invalid"
"43","intro.bmp",3,0.57482,3,"Invalid","Invalid"
"44","intro.bmp",0,0.2945,0,"Invalid","Invalid"
"45","intro.bmp",10,0.95105,10,"Invalid","Invalid"
"46","intro.bmp",0,0.57389,0,"Invalid","Invalid"
"47","intro.bmp",10,0.19735,10,"Invalid","Invalid"
"48","intro.bmp",0,0.80535,0,"Invalid","Invalid"
"49","intro.bmp",5,0.46441,5,"Invalid","Invalid"
"50","intro.bmp",9,0.77184,9,"Invalid","Invalid"
"51","intro.bmp",0,0.16385,0,"Invalid","Invalid"
"52","intro.bmp",8,0.19759,8,"Invalid","Invalid"
"53","intro.bmp",10,0.21435,10,"Invalid","Invalid"
"54","intro.bmp",0,0.64046,0,"Invalid","Invalid"
"55","intro.bmp",5,0.23042,5,"Invalid","Invalid"
"56","intro.bmp",8,0.32845,8,"Meaningful","Meaningful"
"57","intro.bmp",10,0.23027,10,"Invalid","Invalid"
"58","intro.bmp",0,0.57494,0,"Invalid","Invalid"
"59","intro.bmp",8,0.39433,8,"Invalid","Invalid"
"60","intro.bmp",0,2.50651,0,"Invalid","Invalid"
"61","intro.bmp",5,0.77292,5,"Invalid","Invalid"
"62","intro.bmp",4,0.8541,4,"Surface","Surface"
"63","intro.bmp",6,0.37786,6,"Surface","Surface"
"64","intro.bmp",1,0.24953,1,"Invalid","Invalid"
"65","intro.bmp",7,0.47685,7,"Meaningful","Meaningful"
"66","intro.bmp",1,0.21397,1,"Meaningful","Meaningful"
"67","intro.bmp",2,0.1803,2,"Surface","Surface"
"68","intro.bmp",8,0.59773,8,"Meaningful","Meaningful"
"69","intro.bmp",9,0.28056,9,"Surface","Surface"
"70","intro.bmp",7,0.29502,7,"Surface","Surface"
"71","intro.bmp",4,0.47669,4,"Meaningful","Meaningful"
"72","intro.bmp",1,0.26257,1,"Meaningful","Meaningful"
"73","0.bmp",2,0.23019,2,"Invalid","Invalid"
"74","0.bmp",7,0.19745,7,"Invalid","Invalid"
"75","0.bmp",4,0.45973,4,"Surface","Surface"
"76","0.bmp",0,0.29604,0,"Invalid","Invalid"
"77","0.bmp",1,0.2625,1,"Invalid","Invalid"
"78","0.bmp",3,0.19678,3,"Meaningful","Meaningful"
"79","0.bmp",2,0.21684,2,"Meaningful","Meaningful"
"80","0.bmp",6,0.34464,6,"Invalid","Invalid"
"81","0.bmp",9,0.31234,9,"Surface","Surface"
"82","0.bmp",8,0.60802,8,"Meaningful","Meaningful"
"83","0.bmp",10,0.21395,10,"Invalid","Invalid"
"84","0.bmp",7,0.24619,7,"Invalid","Invalid"
"85","0.bmp",0,0.13165,0,"Invalid","Invalid"
"86","0.bmp",10,0.93637,10,"Invalid","Invalid"
"87","0.bmp",3,0.459,3,"Invalid","Invalid"
"88","0.bmp",8,0.37854,8,"Invalid","Invalid"
