"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",0,0.15057,0,"Invalid","Invalid"
"2","fruit.bmp",1,0.96671,1,"Invalid","Invalid"
"3","fruit.bmp",6,1.22669,6,"Invalid","Invalid"
"4","fruit.bmp",7,1.06823,7,"Invalid","Invalid"
"5","fruit.bmp",8,0.44288,8,"Surface","Surface"
"6","intro.bmp",5,0.36213,5,"Invalid","Invalid"
"7","intro.bmp",6,0.57073,6,"Surface","Surface"
"8","intro.bmp",5,0.31274,5,"Surface","Surface"
"9","intro.bmp",4,0.31195,4,"Surface","Surface"
"10","intro.bmp",7,0.44391,7,"Meaningful","Meaningful"
"11","intro.bmp",8,0.29671,8,"Surface","Surface"
"12","intro.bmp",9,0.22962,9,"Surface","Surface"
"13","intro.bmp",6,0.26293,6,"Meaningful","Meaningful"
"14","intro.bmp",5,0.41074,5,"Surface","Surface"
"15","intro.bmp",4,0.22931,4,"Surface","Surface"
"16","intro.bmp",5,0.24593,5,"Surface","Surface"
"17","intro.bmp",6,0.55888,6,"Surface","Surface"
"18","intro.bmp",5,0.50901,5,"Surface","Surface"
"19","intro.bmp",4,0.36198,4,"Surface","Surface"
"20","intro.bmp",8,0.34245,8,"Invalid","Invalid"
"21","intro.bmp",0,0.68656,0,"Invalid","Invalid"
"22","intro.bmp",6,0.3121,6,"Invalid","Invalid"
"23","intro.bmp",5,0.49395,5,"Surface","Surface"
"24","intro.bmp",4,0.3778,4,"Surface","Surface"
"25","intro.bmp",8,0.29547,8,"Invalid","Invalid"
"26","intro.bmp",10,0.19853,10,"Invalid","Invalid"
"27","intro.bmp",7,0.24647,7,"Invalid","Invalid"
"28","intro.bmp",5,0.2127,5,"Invalid","Invalid"
"29","intro.bmp",6,0.21114,6,"Surface","Surface"
"30","intro.bmp",0,0.08231,0,"Invalid","Invalid"
"31","intro.bmp",5,1.19776,5,"Invalid","Invalid"
"32","intro.bmp",4,0.46066,4,"Surface","Surface"
"33","intro.bmp",1,0.34478,1,"Meaningful","Meaningful"
"34","intro.bmp",2,0.28426,2,"Surface","Surface"
"35","intro.bmp",3,0.24628,3,"Surface","Surface"
"36","intro.bmp",6,0.29993,6,"Meaningful","Meaningful"
"37","intro.bmp",7,0.29562,7,"Invalid","Invalid"
"38","intro.bmp",8,0.31134,8,"Surface","Surface"
"39","intro.bmp",0,0.23077,0,"Invalid","Invalid"
"40","intro.bmp",5,0.59135,5,"Invalid","Invalid"
"41","intro.bmp",4,0.19691,4,"Surface","Surface"
"42","intro.bmp",9,0.19742,9,"Invalid","Invalid"
"43","intro.bmp",6,0.29832,6,"Meaningful","Meaningful"
"44","intro.bmp",3,0.2954,3,"Meaningful","Meaningful"
"45","intro.bmp",0,0.25968,0,"Invalid","Invalid"
"46","intro.bmp",8,0.31229,8,"Invalid","Invalid"
"47","intro.bmp",4,0.41122,4,"Invalid","Invalid"
"48","intro.bmp",9,0.24709,9,"Invalid","Invalid"
"49","intro.bmp",2,0.26189,2,"Invalid","Invalid"
"50","intro.bmp",0,0.35843,0,"Invalid","Invalid"
"51","intro.bmp",9,0.2631,9,"Invalid","Invalid"
"52","intro.bmp",2,0.34465,2,"Invalid","Invalid"
"53","intro.bmp",6,0.327,6,"Invalid","Invalid"
"54","intro.bmp",3,0.21386,3,"Meaningful","Meaningful"
"55","intro.bmp",1,0.31378,1,"Surface","Surface"
"56","intro.bmp",4,0.26395,4,"Meaningful","Meaningful"
"57","intro.bmp",5,0.24689,5,"Surface","Surface"
"58","intro.bmp",1,0.34204,1,"Invalid","Invalid"
"59","intro.bmp",4,0.36177,4,"Meaningful","Meaningful"
"60","intro.bmp",6,0.21393,6,"Surface","Surface"
"61","intro.bmp",0,0.23014,0,"Invalid","Invalid"
"62","intro.bmp",4,0.31191,4,"Invalid","Invalid"
"63","intro.bmp",6,0.25748,6,"Surface","Surface"
"64","intro.bmp",3,0.34315,3,"Meaningful","Meaningful"
"65","intro.bmp",6,0.32872,6,"Meaningful","Meaningful"
"66","intro.bmp",3,1.33283,3,"Meaningful","Meaningful"
"67","0.bmp",2,0.34555,2,"Invalid","Invalid"
"68","0.bmp",5,0.27846,5,"Surface","Surface"
"69","0.bmp",1,0.2459,1,"Invalid","Invalid"
"70","0.bmp",5,0.52456,5,"Invalid","Invalid"
"71","0.bmp",4,0.23047,4,"Meaningful","Meaningful"
"72","0.bmp",7,0.24591,7,"Surface","Surface"
"73","0.bmp",1,0.19594,1,"Surface","Surface"
"74","0.bmp",6,0.37612,6,"Invalid","Invalid"
