"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",0,0.44707,0,"Invalid","Invalid"
"2","fruit.bmp",2,0.21023,2,"Invalid","Invalid"
"3","fruit.bmp",8,0.23046,8,"Meaningful","Meaningful"
"4","fruit.bmp",4,0.24574,4,"Invalid","Invalid"
"5","fruit.bmp",0,0.95506,0,"Invalid","Invalid"
"6","fruit.bmp",7,0.34487,7,"Invalid","Invalid"
"7","fruit.bmp",10,2.23398,10,"Invalid","Invalid"
"8","fruit.bmp",8,0.42704,8,"Invalid","Invalid"
"9","fruit.bmp",2,0.19558,2,"Meaningful","Meaningful"
"10","fruit.bmp",1,0.32854,1,"Surface","Surface"
"11","fruit.bmp",2,0.27916,2,"Surface","Surface"
"12","fruit.bmp",3,0.26262,3,"Surface","Surface"
"13","fruit.bmp",6,0.21319,6,"Meaningful","Meaningful"
"14","fruit.bmp",4,0.21281,4,"Surface","Surface"
"15","fruit.bmp",6,0.29535,6,"Surface","Surface"
"16","fruit.bmp",9,0.27961,9,"Meaningful","Meaningful"
"17","fruit.bmp",8,0.27946,8,"Surface","Surface"
"18","fruit.bmp",6,0.22976,6,"Invalid","Invalid"
"19","fruit.bmp",2,0.22984,2,"Invalid","Invalid"
"20","fruit.bmp",8,0.19729,8,"Meaningful","Meaningful"
"21","fruit.bmp",9,0.30066,9,"Surface","Surface"
"22","fruit.bmp",5,0.21334,5,"Invalid","Invalid"
"23","fruit.bmp",2,0.70542,2,"Meaningful","Meaningful"
"24","fruit.bmp",4,0.37778,4,"Invalid","Invalid"
"25","fruit.bmp",5,0.2955,5,"Surface","Surface"
"26","fruit.bmp",0,1.02743,0,"Invalid","Invalid"
"27","fruit.bmp",2,0.31221,2,"Invalid","Invalid"
"28","fruit.bmp",4,0.2625,4,"Invalid","Invalid"
"29","fruit.bmp",5,0.31219,5,"Surface","Surface"
"30","fruit.bmp",8,0.27864,8,"Meaningful","Meaningful"
"31","fruit.bmp",2,0.21395,2,"Meaningful","Meaningful"
"32","fruit.bmp",1,0.47637,1,"Surface","Surface"
"33","fruit.bmp",4,0.31251,4,"Meaningful","Meaningful"
"34","fruit.bmp",5,0.21388,5,"Surface","Surface"
"35","intro.bmp",8,0.36116,8,"Invalid","Invalid"
"36","intro.bmp",9,0.26136,9,"Surface","Surface"
"37","intro.bmp",6,0.37685,6,"Meaningful","Meaningful"
"38","0.bmp",4,0.2465,4,"Invalid","Invalid"
"39","0.bmp",5,0.27648,5,"Meaningful","Meaningful"
"40","0.bmp",9,0.22245,9,"Invalid","Invalid"
"41","0.bmp",8,0.35971,8,"Meaningful","Meaningful"
"42","0.bmp",2,0.19777,2,"Surface","Surface"
"43","0.bmp",3,0.24839,3,"Meaningful","Meaningful"
"44","0.bmp",6,0.67457,6,"Surface","Surface"
"45","0.bmp",2,0.21352,2,"Invalid","Invalid"
"46","0.bmp",8,0.24597,8,"Surface","Surface"
"47","0.bmp",5,0.23006,5,"Surface","Surface"
"48","0.bmp",7,0.21357,7,"Invalid","Invalid"
"49","0.bmp",1,0.19758,1,"Surface","Surface"
"50","0.bmp",3,0.39436,3,"Meaningful","Meaningful"
"51","0.bmp",6,0.31217,6,"Surface","Surface"
"52","0.bmp",10,0.33369,10,"Invalid","Invalid"
"53","0.bmp",8,0.2629,8,"Invalid","Invalid"
"54","0.bmp",4,0.19698,4,"Invalid","Invalid"
"55","0.bmp",6,0.7459,6,"Meaningful","Meaningful"
"56","0.bmp",10,0.29518,10,"Invalid","Invalid"
"57","0.bmp",0,0.4436,0,"Invalid","Invalid"
"58","0.bmp",10,0.83923,10,"Invalid","Invalid"
"59","0.bmp",5,0.34496,5,"Invalid","Invalid"
"60","0.bmp",1,0.39817,1,"Invalid","Invalid"
"61","0.bmp",2,0.214,2,"Meaningful","Meaningful"
"62","0.bmp",3,0.26936,3,"Meaningful","Meaningful"
"63","0.bmp",6,0.2602,6,"Surface","Surface"
"64","0.bmp",5,0.24651,5,"Meaningful","Meaningful"
"65","0.bmp",4,0.20903,4,"Meaningful","Meaningful"
"66","0.bmp",7,0.29485,7,"Surface","Surface"
"67","0.bmp",9,0.26289,9,"Meaningful","Meaningful"
"68","0.bmp",8,0.31227,8,"Meaningful","Meaningful"
"69","0.bmp",2,0.20308,2,"Surface","Surface"
"70","0.bmp",1,0.67218,1,"Meaningful","Meaningful"
"71","0.bmp",4,0.2134,4,"Surface","Surface"
"72","0.bmp",1,0.23029,1,"Surface","Surface"
"73","0.bmp",2,0.23021,2,"Meaningful","Meaningful"
"74","0.bmp",1,0.21442,1,"Meaningful","Meaningful"
"75","0.bmp",4,0.45954,4,"Surface","Surface"
"76","0.bmp",9,0.47636,9,"Invalid","Invalid"
"77","0.bmp",3,0.42631,3,"Surface","Surface"
"78","1.bmp",2,0.21298,2,"Invalid","Invalid"
"79","1.bmp",7,0.31262,8,"Surface","Surface"
"80","1.bmp",9,0.24706,7,"Meaningful","Meaningful"
"81","1.bmp",5,0.21321,5,"Invalid","Invalid"
"82","1.bmp",1,0.79908,6,"Meaningful","Meaningful"
"83","1.bmp",4,0.22973,9,"Surface","Surface"
"84","1.bmp",6,0.23141,1,"Invalid","Invalid"
"85","1.bmp",9,0.21412,7,"Surface","Surface"
"86","1.bmp",1,0.88782,6,"Invalid","Invalid"
"87","1.bmp",6,0.18079,1,"Invalid","Invalid"
"88","1.bmp",7,0.32878,8,"Invalid","Invalid"
"89","1.bmp",3,0.31293,3,"Invalid","Invalid"
"90","1.bmp",5,0.34012,5,"Invalid","Invalid"
"91","1.bmp",2,0.31198,2,"Surface","Surface"
"92","1.bmp",5,0.39427,5,"Surface","Surface"
"93","1.bmp",8,0.54203,4,"Meaningful","Meaningful"
"94","1.bmp",10,0.49268,10,"Invalid","Invalid"
"95","1.bmp",8,0.54208,4,"Invalid","Invalid"
"96","1.bmp",0,0.32895,0,"Invalid","Invalid"
"97","1.bmp",8,0.22971,4,"Invalid","Invalid"
"98","1.bmp",10,0.31207,10,"Invalid","Invalid"
"99","1.bmp",2,0.78903,2,"Invalid","Invalid"
"100","1.bmp",1,0.52583,6,"Invalid","Invalid"
"101","1.bmp",2,0.19737,2,"Invalid","Invalid"
"102","1.bmp",3,0.23589,3,"Meaningful","Meaningful"
"103","1.bmp",6,0.34486,1,"Meaningful","Meaningful"
"104","1.bmp",4,0.21293,9,"Invalid","Invalid"
"105","1.bmp",0,0.26307,0,"Invalid","Invalid"
"106","1.bmp",8,0.2465,4,"Invalid","Invalid"
"107","1.bmp",1,0.88549,6,"Meaningful","Meaningful"
"108","1.bmp",3,1.38044,3,"Surface","Surface"
"109","2.bmp",1,0.19708,2,"Invalid","Invalid"
"110","2.bmp",2,0.24638,9,"Invalid","Invalid"
"111","2.bmp",5,0.22987,4,"Invalid","Invalid"
"112","2.bmp",7,0.22971,8,"Invalid","Invalid"
"113","2.bmp",6,0.21392,7,"Meaningful","Meaningful"
"114","2.bmp",8,0.26418,6,"Invalid","Invalid"
"115","2.bmp",4,0.22931,3,"Surface","Surface"
"116","2.bmp",1,0.44368,2,"Meaningful","Meaningful"
"117","2.bmp",9,0.21554,5,"Surface","Surface"
"118","2.bmp",8,0.23006,6,"Meaningful","Meaningful"
