"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",2,0.21363,2,"Invalid","Invalid"
"2","fruit.bmp",0,0.44453,0,"Invalid","Invalid"
"3","fruit.bmp",1,0.73981,1,"Invalid","Invalid"
"4","fruit.bmp",3,0.64215,3,"Surface","Surface"
"5","fruit.bmp",0,0.12774,0,"Invalid","Invalid"
"6","fruit.bmp",6,0.27956,6,"Invalid","Invalid"
"7","fruit.bmp",0,0.64121,0,"Invalid","Invalid"
"8","fruit.bmp",1,0.83857,1,"Invalid","Invalid"
"9","fruit.bmp",2,0.24529,2,"Surface","Surface"
"10","fruit.bmp",1,0.62721,1,"Surface","Surface"
"11","fruit.bmp",7,0.19738,7,"Meaningful","Meaningful"
"12","fruit.bmp",0,0.19555,0,"Invalid","Invalid"
"13","fruit.bmp",7,0.52473,7,"Invalid","Invalid"
"14","fruit.bmp",9,0.78855,9,"Surface","Surface"
"15","fruit.bmp",6,0.29607,6,"Meaningful","Meaningful"
"16","intro.bmp",3,0.47627,3,"Invalid","Invalid"
"17","intro.bmp",10,0.19691,10,"Invalid","Invalid"
"18","intro.bmp",0,0.2139,0,"Invalid","Invalid"
"19","intro.bmp",1,0.24608,1,"Invalid","Invalid"
"20","intro.bmp",0,0.31446,0,"Invalid","Invalid"
"21","intro.bmp",8,0.2145,8,"Invalid","Invalid"
"22","intro.bmp",10,0.29564,10,"Invalid","Invalid"
"23","intro.bmp",6,0.45982,6,"Invalid","Invalid"
"24","intro.bmp",5,0.2809,5,"Surface","Surface"
"25","intro.bmp",8,0.24644,8,"Meaningful","Meaningful"
"26","intro.bmp",0,0.52614,0,"Invalid","Invalid"
"27","intro.bmp",6,0.24656,6,"Invalid","Invalid"
"28","intro.bmp",9,0.19739,9,"Meaningful","Meaningful"
"29","intro.bmp",5,0.14777,5,"Invalid","Invalid"
"30","intro.bmp",4,0.21371,4,"Surface","Surface"
"31","intro.bmp",0,0.20127,0,"Invalid","Invalid"
"32","intro.bmp",3,0.59162,3,"Invalid","Invalid"
"33","intro.bmp",2,0.52577,2,"Surface","Surface"
