"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",9,0.13139,9,"Invalid","Invalid"
"2","fruit.bmp",8,0.19716,8,"Surface","Surface"
"3","fruit.bmp",4,0.36152,4,"Invalid","Invalid"
"4","fruit.bmp",6,0.22952,6,"Surface","Surface"
"5","fruit.bmp",3,0.29581,3,"Meaningful","Meaningful"
"6","fruit.bmp",0,0.19758,0,"Invalid","Invalid"
"7","fruit.bmp",4,1.31313,4,"Invalid","Invalid"
"8","fruit.bmp",0,0.91954,0,"Invalid","Invalid"
"9","fruit.bmp",1,1.0181,1,"Invalid","Invalid"
"10","fruit.bmp",6,0.62444,6,"Invalid","Invalid"
"11","fruit.bmp",7,1.44315,7,"Invalid","Invalid"
"12","intro.bmp",5,0.73923,5,"Invalid","Invalid"
"13","intro.bmp",6,0.26239,6,"Surface","Surface"
"14","intro.bmp",4,0.04972,4,"Surface","Surface"
"15","intro.bmp",0,0.39568,0,"Invalid","Invalid"
"16","intro.bmp",6,0.24609,6,"Invalid","Invalid"
"17","intro.bmp",3,0.19723,3,"Meaningful","Meaningful"
"18","intro.bmp",2,0.2134,2,"Surface","Surface"
"19","intro.bmp",1,0.21356,1,"Surface","Surface"
"20","intro.bmp",8,0.21513,8,"Invalid","Invalid"
"21","intro.bmp",6,0.21331,6,"Invalid","Invalid"
"22","intro.bmp",5,0.37804,5,"Surface","Surface"
"23","intro.bmp",7,0.19622,7,"Invalid","Invalid"
"24","intro.bmp",0,1.09983,0,"Invalid","Invalid"
"25","intro.bmp",6,0.3282,6,"Invalid","Invalid"
"26","intro.bmp",3,0.26291,3,"Meaningful","Meaningful"
"27","intro.bmp",0,0.04943,0,"Invalid","Invalid"
"28","intro.bmp",7,0.37803,7,"Invalid","Invalid"
"29","intro.bmp",1,0.32894,1,"Meaningful","Meaningful"
"30","intro.bmp",6,0.41048,6,"Invalid","Invalid"
"31","intro.bmp",10,1.18281,10,"Invalid","Invalid"
"32","intro.bmp",5,0.21344,5,"Invalid","Invalid"
"33","intro.bmp",6,0.22986,6,"Surface","Surface"
"34","intro.bmp",0,0.24486,0,"Invalid","Invalid"
"35","intro.bmp",5,0.49219,5,"Invalid","Invalid"
"36","intro.bmp",0,0.24609,0,"Invalid","Invalid"
"37","intro.bmp",1,0.60843,1,"Invalid","Invalid"
"38","intro.bmp",3,0.22961,3,"Surface","Surface"
"39","intro.bmp",2,0.37784,2,"Surface","Surface"
"40","intro.bmp",5,0.24667,5,"Meaningful","Meaningful"
"41","intro.bmp",6,0.22971,6,"Surface","Surface"
"42","intro.bmp",9,0.24586,9,"Meaningful","Meaningful"
"43","intro.bmp",5,0.23042,5,"Invalid","Invalid"
"44","intro.bmp",4,0.26264,4,"Surface","Surface"
"45","intro.bmp",5,0.3447,5,"Surface","Surface"
"46","intro.bmp",6,0.65711,6,"Surface","Surface"
"47","intro.bmp",4,0.21352,4,"Surface","Surface"
"48","intro.bmp",8,0.27876,8,"Invalid","Invalid"
"49","intro.bmp",9,0.24656,9,"Surface","Surface"
"50","intro.bmp",3,0.24588,3,"Meaningful","Meaningful"
"51","intro.bmp",1,0.50912,1,"Surface","Surface"
"52","intro.bmp",4,0.41105,4,"Meaningful","Meaningful"
"53","intro.bmp",6,0.23012,6,"Surface","Surface"
"54","intro.bmp",3,0.22816,3,"Meaningful","Meaningful"
"55","intro.bmp",2,0.31239,2,"Surface","Surface"
"56","intro.bmp",5,0.24677,5,"Meaningful","Meaningful"
"57","intro.bmp",6,0.46091,6,"Surface","Surface"
"58","intro.bmp",4,0.19702,4,"Surface","Surface"
"59","intro.bmp",7,0.4099,7,"Meaningful","Meaningful"
"60","intro.bmp",8,0.64125,8,"Surface","Surface"
"61","intro.bmp",6,0.19728,6,"Invalid","Invalid"
"62","intro.bmp",2,0.31203,2,"Invalid","Invalid"
"63","intro.bmp",5,0.3778,5,"Meaningful","Meaningful"
"64","intro.bmp",9,0.24655,9,"Invalid","Invalid"
"65","intro.bmp",7,0.23046,7,"Surface","Surface"
"66","intro.bmp",6,0.21408,6,"Invalid","Invalid"
"67","0.bmp",5,0.60764,5,"Invalid","Invalid"
"68","0.bmp",10,0.24551,10,"Invalid","Invalid"
"69","0.bmp",6,0.21371,6,"Invalid","Invalid"
"70","0.bmp",10,0.70701,10,"Invalid","Invalid"
"71","0.bmp",4,0.26373,4,"Invalid","Invalid"
"72","0.bmp",6,0.34513,6,"Meaningful","Meaningful"
"73","0.bmp",4,0.24654,4,"Meaningful","Meaningful"
"74","0.bmp",8,0.2136,8,"Invalid","Invalid"
"75","0.bmp",7,0.23129,7,"Meaningful","Meaningful"
"76","0.bmp",9,0.19737,9,"Meaningful","Meaningful"
"77","0.bmp",6,0.36156,6,"Surface","Surface"
"78","0.bmp",3,0.23035,3,"Surface","Surface"
"79","0.bmp",4,0.80161,4,"Invalid","Invalid"
"80","0.bmp",1,0.41062,1,"Surface","Surface"
"81","0.bmp",7,0.29553,7,"Surface","Surface"
"82","0.bmp",8,0.36139,8,"Meaningful","Meaningful"
"83","0.bmp",7,0.42751,7,"Meaningful","Meaningful"
"84","0.bmp",6,0.88686,6,"Invalid","Invalid"
"85","0.bmp",4,1.21586,4,"Meaningful","Meaningful"
"86","0.bmp",8,0.82147,8,"Invalid","Invalid"
"87","0.bmp",10,0.31232,10,"Invalid","Invalid"
"88","0.bmp",4,0.72315,4,"Invalid","Invalid"
"89","0.bmp",6,0.26348,6,"Meaningful","Meaningful"
"90","0.bmp",3,0.22182,3,"Surface","Surface"
"91","0.bmp",0,0.29523,0,"Invalid","Invalid"
"92","0.bmp",9,0.46004,9,"Invalid","Invalid"
"93","0.bmp",10,0.19756,10,"Invalid","Invalid"
"94","0.bmp",2,0.73973,2,"Invalid","Invalid"
"95","0.bmp",1,0.29652,1,"Meaningful","Meaningful"
"96","0.bmp",4,0.24644,4,"Surface","Surface"
"97","0.bmp",7,0.27931,7,"Surface","Surface"
"98","0.bmp",9,0.21352,9,"Meaningful","Meaningful"
"99","0.bmp",8,0.24629,8,"Meaningful","Meaningful"
"100","0.bmp",5,0.21382,5,"Surface","Surface"
"101","0.bmp",4,0.21442,4,"Meaningful","Meaningful"
"102","0.bmp",6,0.80843,6,"Meaningful","Meaningful"
"103","0.bmp",3,0.67384,3,"Surface","Surface"
"104","0.bmp",5,0.24617,5,"Invalid","Invalid"
"105","0.bmp",3,0.46009,3,"Invalid","Invalid"
"106","0.bmp",2,0.25903,2,"Meaningful","Meaningful"
"107","0.bmp",1,0.22711,1,"Meaningful","Meaningful"
"108","0.bmp",7,0.19713,7,"Surface","Surface"
"109","0.bmp",8,0.62451,8,"Meaningful","Meaningful"
"110","0.bmp",9,0.6697,9,"Meaningful","Meaningful"
"111","0.bmp",4,0.56261,4,"Invalid","Invalid"
"112","0.bmp",1,0.32894,1,"Surface","Surface"
"113","0.bmp",9,0.8816,9,"Invalid","Invalid"
"114","0.bmp",6,0.3119,6,"Surface","Surface"
"115","0.bmp",9,0.55788,9,"Surface","Surface"
"116","0.bmp",6,0.19646,6,"Surface","Surface"
"117","0.bmp",5,0.47897,5,"Meaningful","Meaningful"
"118","0.bmp",3,0.29599,3,"Invalid","Invalid"
"119","0.bmp",6,0.80486,6,"Surface","Surface"
"120","0.bmp",3,0.24657,3,"Surface","Surface"
"121","0.bmp",2,0.23005,2,"Meaningful","Meaningful"
"122","0.bmp",3,0.32855,3,"Meaningful","Meaningful"
"123","1.bmp",1,0.47607,5,"Invalid","Invalid"
"124","1.bmp",0,0.37712,0,"Invalid","Invalid"
"125","1.bmp",8,0.49308,8,"Invalid","Invalid"
"126","1.bmp",9,1.16568,6,"Invalid","Invalid"
"127","1.bmp",6,0.22842,3,"Surface","Surface"
"128","1.bmp",5,0.44342,4,"Invalid","Invalid"
"129","1.bmp",7,0.34496,9,"Invalid","Invalid"
"130","1.bmp",6,0.24615,3,"Surface","Surface"
"131","1.bmp",9,0.70697,6,"Surface","Surface"
"132","1.bmp",10,0.21342,10,"Invalid","Invalid"
"133","1.bmp",3,0.60732,1,"Invalid","Invalid"
"134","1.bmp",9,0.27921,6,"Invalid","Invalid"
"135","1.bmp",3,0.70653,1,"Invalid","Invalid"
"136","1.bmp",2,0.42691,2,"Meaningful","Meaningful"
"137","1.bmp",6,0.21408,3,"Meaningful","Meaningful"
"138","1.bmp",10,0.39465,10,"Invalid","Invalid"
"139","1.bmp",7,0.62639,9,"Invalid","Invalid"
"140","1.bmp",8,0.27878,8,"Meaningful","Meaningful"
"141","1.bmp",2,0.44438,2,"Surface","Surface"
"142","1.bmp",1,0.24605,5,"Surface","Surface"
"143","1.bmp",4,0.23013,7,"Invalid","Invalid"
"144","1.bmp",5,0.41025,4,"Surface","Surface"
"145","1.bmp",8,0.50917,8,"Invalid","Invalid"
"146","1.bmp",5,0.30399,4,"Invalid","Invalid"
"147","1.bmp",2,0.42656,2,"Invalid","Invalid"
"148","1.bmp",1,0.29585,5,"Surface","Surface"
"149","1.bmp",8,0.49333,8,"Surface","Surface"
"150","1.bmp",3,0.90384,1,"Invalid","Invalid"
"151","1.bmp",4,0.52536,7,"Surface","Surface"
"152","1.bmp",7,0.2299,9,"Meaningful","Meaningful"
"153","1.bmp",6,0.50888,3,"Surface","Surface"
"154","1.bmp",9,0.44323,6,"Surface","Surface"
"155","1.bmp",6,0.8378,3,"Surface","Surface"
"156","1.bmp",9,0.263,6,"Surface","Surface"
"157","1.bmp",7,1.60965,9,"Surface","Surface"
"158","1.bmp",4,0.21342,7,"Meaningful","Meaningful"
"159","1.bmp",1,0.21317,5,"Invalid","Invalid"
"160","1.bmp",5,0.42729,4,"Meaningful","Meaningful"
"161","1.bmp",4,0.21405,7,"Surface","Surface"
"162","1.bmp",5,0.48599,4,"Surface","Surface"
"163","1.bmp",4,0.22986,7,"Surface","Surface"
"164","1.bmp",5,0.2468,4,"Surface","Surface"
"165","1.bmp",8,0.2462,8,"Invalid","Invalid"
"166","1.bmp",7,0.61099,9,"Meaningful","Meaningful"
"167","1.bmp",8,0.19695,8,"Meaningful","Meaningful"
"168","1.bmp",6,0.24629,3,"Invalid","Invalid"
"169","1.bmp",5,0.31187,4,"Invalid","Invalid"
"170","1.bmp",2,0.31165,2,"Invalid","Invalid"
"171","1.bmp",1,0.32901,5,"Surface","Surface"
"172","1.bmp",8,0.51855,8,"Surface","Surface"
"173","1.bmp",9,0.21332,6,"Invalid","Invalid"
"174","1.bmp",8,0.69645,8,"Invalid","Invalid"
"175","1.bmp",7,0.39438,9,"Meaningful","Meaningful"
"176","1.bmp",8,0.42732,8,"Meaningful","Meaningful"
