"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",7,0.4529,7,"Invalid","Invalid"
"2","fruit.bmp",6,0.52615,6,"Invalid","Invalid"
"3","fruit.bmp",9,0.26245,9,"Meaningful","Meaningful"
"4","fruit.bmp",3,0.33098,3,"Meaningful","Meaningful"
"5","fruit.bmp",9,2.4636,9,"Meaningful","Meaningful"
"6","intro.bmp",8,0.85453,8,"Invalid","Invalid"
"7","intro.bmp",0,0.29533,0,"Invalid","Invalid"
"8","intro.bmp",4,0.31181,4,"Invalid","Invalid"
"9","intro.bmp",2,0.47663,2,"Invalid","Invalid"
"10","intro.bmp",0,0.26325,0,"Invalid","Invalid"
"11","intro.bmp",1,0.32422,1,"Invalid","Invalid"
"12","intro.bmp",2,0.19689,2,"Surface","Surface"
"13","intro.bmp",0,0.69233,0,"Invalid","Invalid"
"14","intro.bmp",8,0.26257,8,"Invalid","Invalid"
"15","intro.bmp",9,0.246,9,"Surface","Surface"
"16","intro.bmp",8,0.26396,8,"Surface","Surface"
"17","intro.bmp",10,0.49333,10,"Invalid","Invalid"
"18","intro.bmp",9,0.6076,9,"Invalid","Invalid"
"19","intro.bmp",8,0.41064,8,"Surface","Surface"
"20","intro.bmp",4,0.14781,4,"Invalid","Invalid"
"21","intro.bmp",9,1.63988,9,"Invalid","Invalid"
"22","intro.bmp",8,1.54606,8,"Surface","Surface"
"23","intro.bmp",4,0.49524,4,"Invalid","Invalid"
"24","intro.bmp",5,0.50951,5,"Surface","Surface"
"25","intro.bmp",9,0.2466,9,"Invalid","Invalid"
"26","intro.bmp",5,0.21294,5,"Invalid","Invalid"
"27","intro.bmp",0,0.49306,0,"Invalid","Invalid"
"28","intro.bmp",5,0.45971,5,"Invalid","Invalid"
"29","intro.bmp",7,0.19691,7,"Invalid","Invalid"
"30","intro.bmp",8,0.23143,8,"Surface","Surface"
"31","intro.bmp",7,0.81237,7,"Surface","Surface"
"32","intro.bmp",9,0.29629,9,"Surface","Surface"
"33","intro.bmp",8,0.40681,8,"Surface","Surface"
"34","intro.bmp",9,0.24645,9,"Surface","Surface"
"35","intro.bmp",7,1.42965,7,"Surface","Surface"
"36","intro.bmp",6,0.4105,6,"Invalid","Invalid"
"37","intro.bmp",3,0.22907,3,"Meaningful","Meaningful"
"38","intro.bmp",2,0.41013,2,"Surface","Surface"
"39","intro.bmp",1,0.52507,1,"Surface","Surface"
"40","intro.bmp",9,1.34848,9,"Invalid","Invalid"
"41","intro.bmp",6,0.7262,6,"Meaningful","Meaningful"
"42","intro.bmp",3,0.39424,3,"Meaningful","Meaningful"
"43","intro.bmp",5,0.33262,5,"Invalid","Invalid"
"44","intro.bmp",8,0.49242,8,"Meaningful","Meaningful"
"45","intro.bmp",0,0.24628,0,"Invalid","Invalid"
"46","intro.bmp",5,0.24602,5,"Invalid","Invalid"
"47","intro.bmp",4,0.34457,4,"Surface","Surface"
"48","intro.bmp",6,0.49278,6,"Surface","Surface"
"49","intro.bmp",5,0.34491,5,"Surface","Surface"
"50","intro.bmp",8,0.21329,8,"Meaningful","Meaningful"
"51","intro.bmp",5,0.27943,5,"Meaningful","Meaningful"
"52","intro.bmp",10,0.1972,10,"Invalid","Invalid"
"53","intro.bmp",8,2.1852,8,"Invalid","Invalid"
"54","intro.bmp",1,0.19627,1,"Invalid","Invalid"
