"","slide","initialAOI","fixationTime","correctedAOI","Transition","Transition"
"1","fruit.bmp",6,0.16408,6,"Invalid","Invalid"
"2","fruit.bmp",9,0.19652,9,"Meaningful","Meaningful"
"3","fruit.bmp",0,0.08186,0,"Invalid","Invalid"
"4","fruit.bmp",2,0.38815,2,"Invalid","Invalid"
"5","fruit.bmp",3,0.26275,3,"Surface","Surface"
"6","fruit.bmp",4,0.21368,4,"Invalid","Invalid"
"7","fruit.bmp",5,0.2465,5,"Surface","Surface"
"8","fruit.bmp",2,0.1972,2,"Meaningful","Meaningful"
"9","fruit.bmp",10,0.22308,10,"Invalid","Invalid"
"10","intro.bmp",0,0.27923,0,"Invalid","Invalid"
"11","intro.bmp",5,0.52494,5,"Invalid","Invalid"
"12","intro.bmp",2,0.31231,2,"Meaningful","Meaningful"
"13","intro.bmp",0,0.2306,0,"Invalid","Invalid"
"14","intro.bmp",3,0.22956,3,"Invalid","Invalid"
"15","intro.bmp",6,0.24619,6,"Meaningful","Meaningful"
"16","intro.bmp",0,0.26293,0,"Invalid","Invalid"
"17","intro.bmp",7,0.31429,7,"Invalid","Invalid"
"18","intro.bmp",1,0.5269,1,"Meaningful","Meaningful"
"19","intro.bmp",7,0.38013,7,"Meaningful","Meaningful"
"20","intro.bmp",0,0.45953,0,"Invalid","Invalid"
"21","intro.bmp",2,0.19704,2,"Invalid","Invalid"
"22","intro.bmp",8,0.36243,8,"Meaningful","Meaningful"
"23","intro.bmp",0,0.94793,0,"Invalid","Invalid"
"24","intro.bmp",2,0.39436,2,"Invalid","Invalid"
"25","intro.bmp",4,0.31198,4,"Invalid","Invalid"
"26","intro.bmp",2,0.65839,2,"Invalid","Invalid"
"27","intro.bmp",0,0.2636,0,"Invalid","Invalid"
"28","intro.bmp",6,0.2298,6,"Invalid","Invalid"
"29","intro.bmp",5,0.22952,5,"Surface","Surface"
"30","intro.bmp",9,0.20321,9,"Invalid","Invalid"
"31","intro.bmp",8,0.21837,8,"Surface","Surface"
"32","intro.bmp",6,0.19781,6,"Invalid","Invalid"
"33","intro.bmp",8,0.36135,8,"Invalid","Invalid"
"34","intro.bmp",0,0.08112,0,"Invalid","Invalid"
"35","intro.bmp",3,0.24611,3,"Invalid","Invalid"
"36","intro.bmp",9,0.26269,9,"Meaningful","Meaningful"
"37","intro.bmp",4,0.6407,4,"Invalid","Invalid"
"38","intro.bmp",0,0.19696,0,"Invalid","Invalid"
"39","intro.bmp",6,0.2626,6,"Invalid","Invalid"
"40","intro.bmp",7,0.19838,7,"Invalid","Invalid"
"41","intro.bmp",8,0.26325,8,"Surface","Surface"
"42","intro.bmp",6,0.24632,6,"Invalid","Invalid"
"43","intro.bmp",4,0.23036,4,"Surface","Surface"
